"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UK000056225","1815","51.7667","-1.2667","63.0","OXFORD, UK","      7.9","","       7.9","E","","","","","","","         0","E","        97","E","        12","E","        69","E","         0","E","  -11.8","E,1209,+","","","   27.2","E,0914,+","-0.4","E,1009","-3.8","E,1101","-4.4","E,1104","-7.2","E,1116","-10.1","E,1117","-0.6","E,0419","-3.1","E,0416","-4.4","E,0312","-9.0","E,0126","-9.0","E,0126","","","","","","","      8.38","E","     13.14","E","      3.62","E"
"UK000056225","1816","51.7667","-1.2667","63.0","OXFORD, UK","      0.0","","       0.0","E","","","","","","","         0","E","       108","E","         6","E","        25","E","         0","E","  -13.9","E,0210, ","","","   25.6","E,0628, ","-0.6","E,1023","-5.0","E,1108","-5.0","E,1108","-6.7","E,1111","-8.9","E,1124","-1.1","E,0513","-2.2","E,0415","-4.4","E,0330","-6.7","E,0213","-13.9","E,0210","    3759.2","2","    3759.2","E","","","      7.84","E","     12.04","E","      3.64","E"
"UK000056225","1817","51.7667","-1.2667","63.0","OXFORD, UK","","","","","","","","","","","","","","","         3","E","        34","E","         0","E","","","","","   27.8","E,0623,+","","","","","","","","","","","","","","","","","","","","","    3337.9","9","    3337.9","E","","","","","     13.13","E","",""
"UK000056225","1818","51.7667","-1.2667","63.0","OXFORD, UK","","","","","","","","","","","         0","E","        62","E","         1","E","        75","E","         0","E","  -11.1","E,0204, ","","","   31.1","E,0804,+","-1.7","E,1109","-2.7","E,1210","-5.6","E,1217","","","","","-0.6","E,0402","-2.8","E,0214","-4.4","E,0205","-11.1","E,0204","-11.1","E,0204","","","","","","","     10.00","E","     13.98","E","      6.01","E"
"UK000056225","1819","51.7667","-1.2667","63.0","OXFORD, UK","","","","","","","","","","","         0","E","        74","E","         8","E","        86","E","         0","E","  -11.1","E,1211, ","","","   26.7","E,0723, ","-2.2","E,1022","-2.2","E,1022","-4.4","E,1027","-8.9","E,1209","-8.9","E,1209","-2.2","E,0428","-2.2","E,0428","-5.0","E,0225","","","","","    2946.3","3","    2946.3","E","","","      9.56","E","     13.59","E","      5.54","E"
"UK000056225","1820","51.7667","-1.2667","63.0","OXFORD, UK","","","","","","","","","","","         0","E","        82","E","        18","E","        56","E","         1","E","  -15.6","E,0115, ","","","   32.2","E,0624, ","0.0","E,1102","-2.2","E,1103","-5.0","E,1229","-8.3","E,1231","","","-1.1","E,0505","-3.3","E,0326","-6.1","E,0307","-7.2","E,0229","-10.0","E,0123","","","","","","","      8.76","E","     12.92","E","      4.60","E"
"UK000056225","1821","51.7667","-1.2667","63.0","OXFORD, UK","","","","","","","","","","","         0","E","        55","E","","","","","","","   -7.8","E,0227, ","","","","","-1.1","E,1105","","","","","","","","","0.0","E,0527","-3.3","E,0323","-5.0","E,0228","-7.8","E,0227","","","","","","","","","","","","","      5.68","E"
"UK000056225","1822","51.7667","-1.2667","63.0","OXFORD, UK","","","","","","","","","","","         0","E","        43","E","","","","","","","   -7.8","E,1230, ","","","","","0.0","E,1018","-5.0","E,1211","-5.0","E,1211","-7.2","E,1227","","","-0.6","E,0411","-3.9","E,0301","","","","","","","    2595.2","2","    2595.2","E","","","","","","","      6.34","E"
"UK000056225","1823","51.7667","-1.2667","63.0","OXFORD, UK","      9.1","","       9.1","E","","","","","","","         0","E","        72","E","        16","E","        37","E","         0","E","  -15.0","E,0119, ","","","   26.1","E,0904,+","0.0","E,1031","-2.2","E,1102","-4.4","E,1220","","","","","-0.6","E,0428","-2.2","E,0412","-7.8","E,0207","-7.8","E,0207","-8.9","E,0124","","","","","","","      8.68","E","     12.69","E","      4.66","E"
"UK000056225","1824","51.7667","-1.2667","63.0","OXFORD, UK","     12.3","","      12.3","E","","","","","","","         0","E","        59","E","         1","E","        59","E","         0","E","   -6.7","E,0114, ","","","   28.3","E,0901, ","-0.6","E,1014","-3.3","E,1106","-4.4","E,1206","","","","","-0.6","E,0521","-2.2","E,0415","-4.4","E,0331","-6.7","E,0114","","","    3210.3","3","    3210.3","E","","","      9.58","E","     13.25","E","      5.92","E"
"UK000056225","1825","51.7667","-1.2667","63.0","OXFORD, UK","     54.8","","      54.8","E","","","","","","","         0","E","        63","E","         1","E","        76","E","         2","E","   -6.1","E,1231, ","","","   33.9","E,0718, ","0.0","E,1022","-4.4","E,1113","-4.4","E,1113","","","","","0.0","E,0420","-2.8","E,0402","-4.4","E,0319","","","","","    2873.8","8","    2873.8","E","","","     10.15","E","     14.29","E","      6.01","E"
"UK000056225","1826","51.7667","-1.2667","63.0","OXFORD, UK","    110.5","","     110.5","E","","","","","","","         0","E","        61","E","         8","E","        87","E","         0","E","  -13.3","E,0116, ","","","   31.1","E,0730, ","-2.8","E,1107","-2.8","E,1107","-5.6","E,1126","","","","","0.0","E,0513","-2.8","E,0430","-4.4","E,0118","-13.3","E,0116","-13.3","E,0116","    2904.0","0","    2904.0","E","","","     10.45","E","     14.40","E","      6.50","E"
"UK000056225","1827","51.7667","-1.2667","63.0","OXFORD, UK","","","","","        86","E","        58","E","         2","E","","","","","        10","E","        76","E","         0","E","","","  38.7"," ,E,1009, ","   29.5","E,0715, ","","","","","","","","","","","","","","","","","","","","","","","","","    608.0"," ,E","","","     14.07","E","",""
"UK000056225","1828","51.7667","-1.2667","63.0","OXFORD, UK","","","","","       103","E","        74","E","         1","E","         0","E","        38","E","         2","E","        56","E","         0","E","   -6.1","E,1112, ","  28.8"," ,E,0709, ","   28.3","E,0625,+","-1.7","E,1109","-4.4","E,1111","-4.4","E,1111","","","","","-1.1","E,0405","-2.8","E,0331","-4.4","E,0307","","","","","    2668.1","1","    2668.1","E","    614.4"," ,E","     10.73","E","     14.24","E","      7.23","E"
"UK000056225","1829","51.7667","-1.2667","63.0","OXFORD, UK","      8.9","","       8.9","E","       108","E","        62","E","         3","E","         0","E","        88","E","        21","E","        33","E","         0","E","  -10.1","E,0125, ","  35.2"," ,E,0718, ","   25.2","E,0612, ","-0.6","E,1008","-4.6","E,1117","-4.6","E,1117","-7.1","E,1121","","","-1.6","E,0403","-3.4","E,0328","-6.3","E,0325","-7.4","E,0202","-10.1","E,0125","","","","","    561.2"," ,E","      8.30","E","     11.78","E","      4.82","E"
"UK000056225","1830","51.7667","-1.2667","63.0","OXFORD, UK","     27.7","","      27.7","E","       112","E","        70","E","         4","E","         0","E","        76","E","        16","E","        27","E","         0","E","  -12.9","E,1225, ","  34.4"," ,E,0523, ","   28.6","E,0729, ","0.0","E,1119","-2.9","E,1212","-5.0","E,1214","-9.4","E,1224","-9.4","E,1224","-3.4","E,0406","-3.4","E,0406","-5.0","E,0405","-11.1","E,0207","-11.1","E,0207","    3528.1","1","    3528.1","E","    688.9"," ,E","      8.96","E","     12.69","E","      5.24","E"
"UK000056225","1831","51.7667","-1.2667","63.0","OXFORD, UK","     18.1","","      18.1","E","       130","E","        84","E","         2","E","         0","E","        51","E","         2","E","        57","E","         0","E","   -6.9","E,0108, ","  30.6"," ,E,0502, ","   27.2","E,0729, ","-0.5","E,1104","-2.3","E,1117","-5.2","E,1129","","","","","-2.6","E,0507","-2.6","E,0507","-5.8","E,0203","-6.9","E,0108","","","    3065.9","9","    3065.9","E","    752.3"," ,E","     10.23","E","     14.14","E","      6.32","E"
"UK000056225","1832","51.7667","-1.2667","63.0","OXFORD, UK","      3.2","","       3.2","E","        90","E","        65","E","         2","E","         0","E","        48","E","         0","E","        44","E","         0","E","   -4.6","E,0105,+","  36.8"," ,E,0821, ","   25.4","E,0808, ","-1.2","E,1117","","","","","","","","","-1.1","E,0329","-2.5","E,0311","-4.6","E,0105","","","","","    2892.5","5","    2892.5","E","    664.3"," ,E","      9.71","E","     13.66","E","      5.75","E"
"UK000056225","1833","51.7667","-1.2667","63.0","OXFORD, UK","      1.5","","       1.5","E","       108","E","        65","E","         0","E","         0","E","        48","E","         0","E","        40","E","         0","E","   -5.6","E,0124, ","  22.5"," ,E,1220, ","   25.6","E,0516,+","0.0","E,1108","-3.4","E,1109","","","","","","","-0.2","E,0419","-2.9","E,0331","-5.6","E,0124","","","","","    3074.7","7","    3074.7","E","    589.9"," ,E","      9.45","E","     13.69","E","      5.20","E"
"UK000056225","1834","51.7667","-1.2667","63.0","OXFORD, UK","     20.2","","      20.2","E","        94","E","        52","E","         4","E","         0","E","        39","E","         0","E","        67","E","         0","E","   -4.3","E,1224, ","  42.4"," ,E,0729, ","   28.2","E,0620, ","-1.7","E,1113","-2.4","E,1211","","","","","","","-1.4","E,0415","-2.7","E,0414","","","","","","","    2979.4","4","    2979.4","E","    541.3"," ,E","     10.50","E","     14.75","E","      6.24","E"
"UK000056225","1835","51.7667","-1.2667","63.0","OXFORD, UK","     22.8","","      22.8","E","       106","E","        65","E","         2","E","         0","E","        56","E","         4","E","        62","E","         0","E","   -9.6","E,1225, ","  30.8"," ,E,1001, ","   28.2","E,0810, ","-0.7","E,1020","-5.8","E,1112","-5.8","E,1112","-9.2","E,1223","-9.2","E,1223","-2.2","E,0428","-2.2","E,0428","-8.2","E,0121","-8.2","E,0121","","","    2968.1","1","    2968.1","E","    650.3"," ,E","      9.56","E","     13.84","E","      5.27","E"
"UK000056225","1836","51.7667","-1.2667","63.0","OXFORD, UK","     15.7","","      15.7","E","       119","E","        73","E","         0","E","         0","E","        54","E","         6","E","        34","E","         0","E","   -6.4","E,0113, ","  23.7"," ,E,0824, ","   29.8","E,0704, ","0.0","E,1005","-4.1","E,1031","-5.5","E,1225","","","","","-1.6","E,0430","-3.3","E,0409","-5.6","E,0221","","","","","    3158.9","9","    3158.9","E","    603.9"," ,E","      9.02","E","     12.64","E","      5.41","E"
