"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UK000000000","1935","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     27.9","","      27.9","E","         0","E","        39","E","         1","E","        46","E","         0","E","   -8.4","E,1223, ","   28.2","E,0712, ","-2.2","E,1021","-2.2","E,1021","-7.7","E,1221","-7.7","E,1221","","","-1.3","E,0517","-2.9","E,0129","","","","","","","    2831.7","7","    2831.7","E","      9.69","E","     13.35","E","      6.03","E"
"UK000000000","1936","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      5.4","","       5.4","E","         0","E","        50","E","         1","E","        30","E","         0","E","   -6.7","E,0213, ","   27.4","E,0619, ","-1.0","E,1121","-2.6","E,1123","","","","","","","-2.3","E,0423","-2.3","E,0423","-5.1","E,0214","-6.7","E,0213","","","    3213.1","1","    3213.1","E","      9.32","E","     12.84","E","      5.80","E"
"UK000000000","1937","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     12.6","","      12.6","E","         0","E","        46","E","         0","E","        38","E","         0","E","   -4.3","E,1218, ","   27.6","E,0805, ","-1.4","E,1113","-3.3","E,1114","","","","","","","-0.8","E,0330","-2.3","E,0316","","","","","","","    3059.4","4","    3059.4","E","      9.57","E","     13.12","E","      6.02","E"
"UK000000000","1938","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      9.5","","       9.5","E","         0","E","        23","E","         2","E","        26","E","         0","E","   -6.1","E,1221,+","   26.3","E,0731, ","-0.6","E,1204","-2.5","E,1218","-6.1","E,1220","","","","","-0.9","E,0508","-2.2","E,0418","","","","","","","    3058.2","2","    3058.2","E","     10.19","E","     13.87","E","      6.51","E"
"UK000000000","1939","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      2.5","","       2.5","E","         0","E","        26","E","         0","E","        35","E","         0","E","   -7.2","E,1230, ","   28.4","E,0605, ","-3.4","E,1207","-3.4","E,1207","-5.2","E,1229","-7.2","E,1230","","","-0.3","E,0324","-3.4","E,0204","-4.6","E,0203","","","","","    2969.4","4","    2969.4","E","      9.64","E","     13.20","E","      6.07","E"
"UK000000000","1940","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      5.9","","       5.9","E","         0","E","        66","E","         6","E","        39","E","         0","E","  -13.4","E,0121, ","   28.3","E,0608, ","0.0","E,1129","-2.6","E,1130","","","","","","","-1.0","E,0418","-2.3","E,0329","-6.6","E,0218","-9.1","E,0124","-9.1","E,0124","    3167.3","3","    3167.3","E","      9.05","E","     13.03","E","      5.06","E"
"UK000000000","1941","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     25.5","","      25.5","E","         0","E","        59","E","         4","E","        40","E","         0","E","   -6.7","E,0116, ","   29.5","E,0620, ","-0.5","E,1105","-4.5","E,1229","-4.5","E,1229","","","","","-0.4","E,0516","-2.5","E,0330","-6.1","E,0118","-6.7","E,0116","","","    3456.4","4","    3456.4","E","      9.11","E","     12.67","E","      5.54","E"
"UK000000000","1942","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     13.7","","      13.7","E","         0","E","        62","E","         4","E","        26","E","         0","E","   -7.1","E,0121, ","   29.8","E,0827, ","-0.9","E,1114","-3.2","E,1122","","","","","","","0.0","E,0329","-3.3","E,0308","-5.1","E,0228","-7.1","E,0121","","","    3198.7","7","    3198.7","E","      9.06","E","     12.77","E","      5.35","E"
"UK000000000","1943","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     10.2","","      10.2","E","         0","E","        38","E","         0","E","        35","E","         0","E","   -3.9","E,1214, ","   30.9","E,0730, ","-0.3","E,1117","-3.9","E,1214","","","","","","","-0.7","E,0322","-2.4","E,0208","","","","","","","    2927.4","4","    2927.4","E","     10.00","E","     13.78","E","      6.23","E"
"UK000000000","1944","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      6.9","","       6.9","E","         0","E","        44","E","         0","E","        40","E","         0","E","   -5.2","E,1226, ","   29.0","E,0528, ","-0.3","E,1116","-3.4","E,1225","-5.2","E,1226","","","","","-1.1","E,0401","-3.0","E,0315","-4.4","E,0229","","","","","    3118.9","9","    3118.9","E","      9.54","E","     13.26","E","      5.82","E"
"UK000000000","1945","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      7.0","","       7.0","E","         0","E","        40","E","         5","E","        41","E","         0","E","  -10.6","E,0126, ","   26.3","E,0713, ","-1.0","E,1115","-2.3","E,1209","","","","","","","-0.1","E,0502","-2.9","E,0303","-6.9","E,0130","-6.9","E,0130","-10.3","E,0127","    3027.6","6","    3027.6","E","     10.24","E","     13.90","E","      6.57","E"
"UK000000000","1946","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      4.5","","       4.5","E","         0","E","        55","E","         3","E","        22","E","         0","E","   -8.2","E,1221, ","   27.3","E,0711, ","-1.7","E,1029","-3.8","E,1216","-8.2","E,1221","-8.2","E,1221","","","-1.4","E,0327","-2.7","E,0310","-4.4","E,0301","-6.8","E,0121","","","    3003.9","9","    3003.9","E","      9.44","E","     13.05","E","      5.83","E"
"UK000000000","1947","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     60.6","","      60.6","E","         0","E","        73","E","        21","E","        70","E","         0","E","  -13.6","E,0224, ","   30.0","E,0601, ","-0.1","E,1021","-3.2","E,1127","-6.4","E,1201","","","","","-1.8","E,0316","-4.7","E,0315","-4.7","E,0315","-9.3","E,0307","-9.3","E,0307","    3318.5","5","    3318.5","E","      9.55","E","     13.30","E","      5.80","E"
"UK000000000","1948","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     23.7","","      23.7","E","         0","E","        32","E","         1","E","        21","E","         0","E","   -5.0","E,0221, ","   31.6","E,0728, ","-2.0","E,1027","-2.3","E,1109","-4.6","E,1227","","","","","-0.1","E,0405","-4.7","E,0222","-4.7","E,0222","","","","","    2791.4","4","    2791.4","E","     10.03","E","     13.81","E","      6.25","E"
"UK000000000","1949","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     30.6","","      30.6","E","         0","E","        31","E","         0","E","        63","E","         0","E","   -5.2","E,0204, ","   30.2","E,0711, ","-0.8","E,1028","-2.8","E,1212","","","","","","","0.0","E,0409","-2.2","E,0310","-5.0","E,0205","","","","","    2958.3","3","    2958.3","E","     10.61","E","     14.65","E","      6.58","E"
"UK000000000","1950","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      9.1","","       9.1","E","         0","E","        56","E","         1","E","        31","E","         0","E","   -6.3","E,1206, ","   29.9","E,0605, ","-1.7","E,1028","-3.7","E,1203","-4.8","E,1205","","","","","0.0","E,0426","-2.8","E,0301","-4.9","E,0127","","","","","    2801.3","3","    2801.3","E","      9.38","E","     12.89","E","      5.88","E"
"UK000000000","1951","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      1.9","","       1.9","E","         0","E","        35","E","         0","E","        20","E","         0","E","   -4.7","E,1211, ","   25.2","E,0720, ","-2.6","E,1023","-2.6","E,1023","-4.7","E,1211","","","","","-0.1","E,0411","-2.5","E,0305","","","","","","","    3400.3","3","    3400.3","E","      9.27","E","     12.82","E","      5.71","E"
"UK000000000","1952","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     13.1","","      13.1","E","         0","E","        68","E","         0","E","        36","E","         0","E","   -8.1","E,0127, ","   28.8","E,0630, ","-1.0","E,1011","-3.2","E,1124","-5.6","E,1125","","","","","-0.8","E,0403","-2.4","E,0228","-7.4","E,0128","-7.4","E,0128","","","    3026.4","4","    3026.4","E","      9.08","E","     12.70","E","      5.46","E"
"UK000000000","1953","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     11.6","","      11.6","E","         0","E","        40","E","         0","E","        31","E","         0","E","   -4.5","E,0105, ","   29.8","E,0811, ","-0.9","E,1221","","","","","","","","","-0.5","E,0408","-2.5","E,0316","-4.5","E,0105","","","","","    3362.3","3","    3362.3","E","      9.84","E","     13.55","E","      6.14","E"
"UK000000000","1954","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","","","","","         0","E","        36","E","         6","E","         8","E","         0","E","   -8.9","E,0202, ","   26.6","E,0831, ","-1.5","E,1026","-2.2","E,1118","","","","","","","-0.1","E,0304","-3.0","E,0303","-5.5","E,0302","-8.9","E,0202","-8.9","E,0202","    3166.3","3","    3166.3","E","      9.20","E","     12.67","E","      5.74","E"
"UK000000000","1955","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     36.3","","      36.3","E","         0","E","        73","E","         3","E","        54","E","         0","E","   -7.8","E,0228, ","   28.1","E,0822,+","-2.0","E,1016","-2.2","E,1018","-4.8","E,1219","","","","","-0.7","E,0401","-3.8","E,0331","-4.5","E,0320","-7.8","E,0228","","","","","","","      9.28","E","     13.22","E","      5.35","E"
"UK000000000","1956","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      1.6","","       1.6","E","         0","E","        61","E","         6","E","        16","E","         0","E","  -10.4","E,0203, ","   23.9","E,0726,+","-3.1","E,1122","-3.1","E,1122","","","","","","","-0.4","E,0429","-2.3","E,0314","-4.9","E,0226","-9.7","E,0204","-9.7","E,0204","    3110.1","1","    3110.1","E","      8.86","E","     12.54","E","      5.17","E"
"UK000000000","1957","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     16.7","","      16.7","E","         0","E","        26","E","         0","E","        32","E","         0","E","   -4.1","E,1217, ","   28.4","E,0705, ","-0.5","E,1107","-3.6","E,1202","","","","","","","-0.1","E,0304","-2.3","E,0221","","","","","","","    2966.6","6","    2966.6","E","     10.01","E","     13.73","E","      6.29","E"
"UK000000000","1958","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","","","","","         0","E","        52","E","         0","E","        26","E","         0","E","   -7.3","E,0124, ","   25.2","E,0718, ","-1.0","E,1111","","","","","","","","","-0.8","E,0413","-2.2","E,0402","-5.0","E,0311","-7.3","E,0124","","","","","","","      9.39","E","     12.93","E","      5.84","E"
"UK000000000","1959","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     25.5","","      25.5","E","         0","E","        40","E","         1","E","        74","E","         0","E","   -7.0","E,0116, ","   28.7","E,0703, ","-0.1","E,1106","-3.9","E,1112","","","","","","","0.0","E,0220","-3.2","E,0129","-6.0","E,0117","-7.0","E,0116","","","    3015.7","7","    3015.7","E","     10.48","E","     14.62","E","      6.34","E"
"UK000000000","1960","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","","","","","         0","E","        40","E","         0","E","        25","E","         0","E","   -4.7","E,0114, ","   28.0","E,0604, ","-0.3","E,1013","-3.3","E,1213","","","","","","","-0.3","E,0309","-2.9","E,0224","-4.7","E,0114","","","","","","","","","      9.69","E","     13.36","E","      6.02","E"
"UK000000000","1961","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","","","","","         0","E","        34","E","         4","E","        26","E","         0","E","   -7.5","E,1229, ","   29.6","E,0828, ","-0.4","E,1109","-2.2","E,1128","-4.8","E,1207","-6.7","E,1228","","","-0.3","E,0320","-2.2","E,0126","","","","","","","    3022.3","3","    3022.3","E","      9.90","E","     13.72","E","      6.07","E"
"UK000000000","1962","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      0.0","","       0.0","E","         0","E","        62","E","         5","E","        10","E","         0","E","   -8.7","E,0102, ","   22.9","E,0607, ","-1.6","E,1027","-3.1","E,1120","-6.2","E,1205","-6.8","E,1206","","","0.0","E,0414","-2.5","E,0328","-4.5","E,0318","-7.8","E,0103","","","","","","","      8.57","E","     12.20","E","      4.94","E"
"UK000000000","1963","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      0.7","","       0.7","E","         0","E","        78","E","        14","E","        23","E","         0","E","  -13.2","E,0123, ","   26.8","E,0729, ","-0.9","E,1121","-3.6","E,1219","-6.2","E,1221","-7.6","E,1224","","","-2.1","E,0324","-2.7","E,0304","-5.1","E,0302","-8.8","E,0225","-9.9","E,0126","    3619.6","6","    3619.6","E","      8.49","E","     12.06","E","      4.92","E"
"UK000000000","1964","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      4.5","","       4.5","E","         0","E","        52","E","         0","E","        39","E","         0","E","   -9.2","E,1229, ","   26.2","E,0825, ","-0.7","E,1013","-4.9","E,1130","-4.9","E,1130","-9.2","E,1229","-9.2","E,1229","0.0","E,0407","-2.5","E,0222","-4.9","E,0221","","","","","    3214.6","6","    3214.6","E","      9.44","E","     13.17","E","      5.71","E"
"UK000000000","1965","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      0.2","","       0.2","E","         0","E","        55","E","         0","E","        16","E","         0","E","   -9.3","E,0303, ","   26.0","E,0513, ","-4.0","E,1114","-4.0","E,1114","-4.7","E,1115","-6.7","E,1228","","","-0.8","E,0401","-2.5","E,0311","-6.1","E,0307","-9.3","E,0303","-9.3","E,0303","    3229.3","3","    3229.3","E","      8.93","E","     12.54","E","      5.31","E"
"UK000000000","1966","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      1.0","","       1.0","E","         0","E","        29","E","         2","E","        21","E","         0","E","   -8.2","E,0119, ","   25.5","E,0608, ","-1.1","E,1111","-2.2","E,1124","","","","","","","-0.5","E,0415","-6.5","E,0120","-6.5","E,0120","-8.2","E,0119","","","    3180.0","0","    3180.0","E","      9.48","E","     12.91","E","      6.04","E"
"UK000000000","1967","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      4.2","","       4.2","E","         0","E","        34","E","         1","E","        26","E","         0","E","   -5.6","E,1209, ","   27.1","E,0716, ","-1.9","E,1117","-3.6","E,1208","-5.6","E,1209","","","","","-1.5","E,0503","-4.0","E,0401","-4.8","E,0109","","","","","    3188.1","1","    3188.1","E","      9.62","E","     13.03","E","      6.20","E"
"UK000000000","1968","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      3.4","","       3.4","E","         0","E","        57","E","         0","E","        25","E","         0","E","   -8.0","E,0110, ","   26.5","E,0630, ","-0.1","E,1104","-2.3","E,1109","-4.6","E,1214","","","","","-0.2","E,0412","-3.6","E,0408","-4.4","E,0204","-8.0","E,0110","","","    3198.2","2","    3198.2","E","      9.29","E","     12.69","E","      5.90","E"
"UK000000000","1969","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     17.8","","      17.8","E","         0","E","        65","E","         1","E","        41","E","         0","E","   -7.9","E,0208, ","   28.2","E,0715, ","-4.0","E,1118","-4.0","E,1118","","","","","","","-1.7","E,0420","-3.2","E,0328","-5.7","E,0218","-6.9","E,0217","","","    3251.8","8","    3251.8","E","      9.25","E","     12.84","E","      5.65","E"
"UK000000000","1970","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     17.3","","      17.3","E","         0","E","        57","E","         0","E","        40","E","         0","E","   -8.2","E,0107, ","   30.1","E,0706, ","-1.0","E,1116","-2.3","E,1225","","","","","","","-0.9","E,0428","-4.3","E,0310","-6.0","E,0309","-6.7","E,0215","","","    3085.3","3","    3085.3","E","      9.55","E","     13.19","E","      5.90","E"
"UK000000000","1971","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      5.4","","       5.4","E","         0","E","        34","E","         2","E","        31","E","         0","E","   -6.0","E,0104, ","   27.0","E,0707, ","-0.7","E,1107","-3.7","E,1120","","","","","","","-0.8","E,0323","-3.9","E,0307","-5.7","E,0105","","","","","    3153.0","0","    3153.0","E","      9.70","E","     13.46","E","      5.95","E"
"UK000000000","1972","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      0.8","","       0.8","E","         0","E","        28","E","         0","E","        17","E","         0","E","   -9.2","E,0131, ","   25.6","E,0717, ","-1.2","E,1114","-2.5","E,1118","","","","","","","0.0","E,0314","-7.6","E,0201","-7.6","E,0201","-7.6","E,0201","-9.2","E,0131","    3078.4","4","    3078.4","E","      9.19","E","     12.73","E","      5.64","E"
"UK000000000","1973","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      9.4","","       9.4","E","         0","E","        46","E","         0","E","        43","E","         0","E","   -6.1","E,0215, ","   28.5","E,0815, ","-0.6","E,1030","-2.7","E,1120","-4.4","E,1128","","","","","-1.0","E,0410","-3.2","E,0409","-6.1","E,0215","","","","","    3116.0","0","    3116.0","E","      9.52","E","     13.32","E","      5.71","E"
"UK000000000","1974","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      0.5","","       0.5","E","         0","E","        11","E","         0","E","        18","E","         0","E","   -3.7","E,0101, ","   25.1","E,0620, ","0.0","E,1213","","","","","","","","","-1.7","E,0306","-2.5","E,0102","","","","","","","    3069.9","9","    3069.9","E","      9.62","E","     13.20","E","      6.03","E"
"UK000000000","1975","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     43.3","","      43.3","E","         0","E","        34","E","         0","E","        64","E","         0","E","   -3.4","E,1214, ","   31.9","E,0803, ","-3.0","E,1114","-3.0","E,1114","","","","","","","0.0","E,0410","-3.0","E,0228","","","","","","","    3116.8","8","    3116.8","E","      9.99","E","     13.89","E","      6.10","E"
"UK000000000","1976","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     82.3","","      82.3","E","         0","E","        53","E","         0","E","        66","E","         1","E","   -5.5","E,1229, ","   33.2","E,0702, ","-0.5","E,1103","-3.2","E,1203","-5.1","E,1204","","","","","-1.4","E,0429","-2.4","E,0324","","","","","","","    2945.6","6","    2945.6","E","     10.08","E","     13.93","E","      6.23","E"
"UK000000000","1977","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      4.2","","       4.2","E","         0","E","        36","E","         1","E","        21","E","         0","E","   -4.4","E,0117, ","   26.8","E,0705, ","0.0","E,1126","","","","","","","","","0.0","E,0418","-3.2","E,0228","-4.4","E,0117","","","","","    3243.6","6","    3243.6","E","      9.48","E","     12.89","E","      6.06","E"
"UK000000000","1978","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      2.3","","       2.3","E","         0","E","        50","E","         1","E","        24","E","         0","E","   -6.7","E,0211, ","   26.3","E,0531,+","-4.6","E,1127","-4.6","E,1127","-4.6","E,1127","","","","","-0.2","E,0415","-3.4","E,0411","-4.4","E,0218","-6.7","E,0211","","","    3190.7","7","    3190.7","E","      9.42","E","     12.92","E","      5.91","E"
"UK000000000","1979","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      2.0","","       2.0","E","         0","E","        69","E","         4","E","        30","E","         0","E","  -11.1","E,0128, ","   27.4","E,0726, ","-4.4","E,1113","-4.4","E,1113","-4.4","E,1113","","","","","-0.4","E,0505","-2.2","E,0226","-5.2","E,0215","-11.1","E,0128","-11.1","E,0128","    3382.4","4","    3382.4","E","      8.82","E","     12.34","E","      5.29","E"
"UK000000000","1980","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      4.6","","       4.6","E","         0","E","        37","E","         0","E","        31","E","         0","E","   -5.6","E,0114, ","   27.5","E,0603, ","-1.5","E,1103","-4.1","E,1201","-4.5","E,1208","","","","","-0.3","E,0404","-3.9","E,0322","-5.6","E,0114","","","","","    3186.1","1","    3186.1","E","      9.43","E","     13.01","E","      5.84","E"
"UK000000000","1981","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      1.5","","       1.5","E","         0","E","        54","E","         5","E","        35","E","         0","E","  -15.9","E,1213, ","   25.5","E,0804, ","-0.8","E,1016","-3.8","E,1209","-6.8","E,1210","-6.8","E,1210","-13.2","E,1212","0.0","E,0425","-3.5","E,0225","-4.8","E,0215","","","","","    3116.8","8","    3116.8","E","      9.17","E","     12.78","E","      5.56","E"
"UK000000000","1982","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     14.1","","      14.1","E","         0","E","        38","E","         8","E","        45","E","         0","E","  -12.9","E,0114, ","   27.7","E,0604, ","0.0","E,1024","-2.4","E,1130","-5.2","E,1223","","","","","-0.5","E,0505","-3.3","E,0224","-6.5","E,0116","-12.8","E,0115","-12.8","E,0115","    3239.6","6","    3239.6","E","      9.79","E","     13.63","E","      5.96","E"
"UK000000000","1983","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     53.8","","      53.8","E","         0","E","        42","E","         0","E","        59","E","         0","E","   -6.6","E,1123, ","   29.3","E,0715, ","-0.4","E,1023","-2.4","E,1115","-4.4","E,1122","","","","","0.0","E,0409","-4.4","E,0223","-4.4","E,0223","","","","","    3084.0","0","    3084.0","E","      9.97","E","     13.67","E","      6.27","E"
"UK000000000","1984","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     19.5","","      19.5","E","         0","E","        37","E","         0","E","        58","E","         0","E","   -4.7","E,0215, ","   30.0","E,0707, ","-0.3","E,1027","-2.2","E,1229","","","","","","","-1.9","E,0405","-3.0","E,0403","-4.7","E,0215","","","","","    3077.3","3","    3077.3","E","      9.68","E","     13.57","E","      5.80","E"
"UK000000000","1985","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      2.6","","       2.6","E","         0","E","        63","E","        10","E","        21","E","         0","E","   -8.9","E,0117, ","   26.6","E,0724, ","-2.2","E,1103","-2.2","E,1103","-4.7","E,1129","-7.3","E,1229","","","-1.9","E,0426","-4.3","E,0320","-7.2","E,0219","-7.2","E,0219","-8.9","E,0117","    3217.3","3","    3217.3","E","      8.81","E","     12.41","E","      5.22","E"
"UK000000000","1986","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     12.7","","      12.7","E","         0","E","        54","E","         5","E","        19","E","         0","E","   -8.7","E,0210, ","   28.1","E,0627, ","-0.1","E,1210","","","","","","","","","-0.6","E,0411","-3.3","E,0304","-6.5","E,0303","-8.2","E,0221","","","    3406.4","4","    3406.4","E","      8.69","E","     12.32","E","      5.05","E"
"UK000000000","1987","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","","","","","         0","E","        63","E","         6","E","        23","E","         0","E","   -9.7","E,0112, ","   26.8","E,0819, ","-0.2","E,1025","-2.9","E,1208","","","","","","","-1.2","E,0322","-3.2","E,0313","-6.7","E,0201","-6.7","E,0201","-9.6","E,0113","    3331.1","1","    3331.1","E","      9.02","E","     12.54","E","      5.50","E"
"UK000000000","1988","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      0.5","","       0.5","E","         0","E","        30","E","         0","E","        20","E","         0","E","   -5.0","E,1122, ","   27.5","E,0806, ","-1.5","E,1030","-2.3","E,1101","-5.0","E,1122","","","","","-0.2","E,0425","-3.2","E,0302","","","","","","","","","","","      9.72","E","     13.30","E","      6.14","E"
"UK000000000","1989","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     30.5","","      30.5","E","         0","E","        30","E","         0","E","        64","E","         0","E","   -5.2","E,1126, ","   29.7","E,0720, ","-1.0","E,1106","-2.9","E,1124","-5.2","E,1126","","","","","-0.3","E,0426","-2.9","E,0318","","","","","","","    2999.8","8","    2999.8","E","     10.42","E","     14.47","E","      6.37","E"
"UK000000000","1990","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     35.4","","      35.4","E","         0","E","        25","E","         0","E","        56","E","         2","E","   -3.3","E,1215, ","   33.2","E,0802, ","0.0","E,1122","-2.9","E,1206","","","","","","","-1.6","E,0409","-2.4","E,0406","","","","","","","    2739.5","5","    2739.5","E","     10.56","E","     14.60","E","      6.53","E"
"UK000000000","1991","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     11.5","","      11.5","E","         0","E","        53","E","         4","E","        51","E","         0","E","   -7.4","E,1212, ","   27.4","E,0728, ","-0.1","E,1110","-2.2","E,1121","-6.2","E,1211","-7.4","E,1212","","","-0.2","E,0421","-4.1","E,0219","-4.5","E,0215","-7.2","E,0214","","","    3219.3","3","    3219.3","E","      9.46","E","     13.22","E","      5.69","E"
"UK000000000","1992","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      3.6","","       3.6","E","         0","E","        39","E","         0","E","        45","E","         0","E","   -5.7","E,0123, ","   28.1","E,0628, ","-1.2","E,1017","-2.2","E,1114","-4.9","E,1230","","","","","-0.8","E,0309","-3.2","E,0201","-5.7","E,0123","","","","","    2862.1","1","    2862.1","E","      9.80","E","     13.51","E","      6.08","E"
"UK000000000","1993","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      0.8","","       0.8","E","         0","E","        35","E","         2","E","        22","E","         0","E","   -6.1","E,0103, ","   25.0","E,0607, ","-0.1","E,1015","-2.7","E,1016","-5.1","E,1123","","","","","-1.9","E,0327","-2.8","E,0326","-6.1","E,0103","","","","","    3061.2","2","    3061.2","E","      9.44","E","     13.07","E","      5.81","E"
"UK000000000","1994","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     16.4","","      16.4","E","         0","E","        26","E","         1","E","        42","E","         0","E","   -4.2","E,1224,+","   27.7","E,0729,+","-0.1","E,1214","-3.7","E,1215","","","","","","","-0.2","E,0224","-3.8","E,0222","","","","","","","    3290.3","3","    3290.3","E","     10.20","E","     13.84","E","      6.55","E"
"UK000000000","1995","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","","","","","         0","E","        44","E","         2","E","        64","E","         0","E","   -8.0","E,1229, ","   31.9","E,0731, ","-1.1","E,1105","-2.4","E,1209","-4.6","E,1226","-8.0","E,1229","","","-1.3","E,0421","-4.2","E,0304","-5.7","E,0103","","","","","    2781.7","7","    2781.7","E","     10.45","E","     14.53","E","      6.37","E"
"UK000000000","1996","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      9.9","","       9.9","E","         0","E","        66","E","         4","E","        39","E","         0","E","   -5.8","E,0207, ","   29.2","E,0818,+","-1.4","E,1111","-3.6","E,1128","","","","","","","-0.4","E,0504","-2.4","E,0404","-4.6","E,0208","","","","","","","","","      9.19","E","     12.98","E","      5.39","E"
"UK000000000","1997","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","     44.2","","      44.2","E","         0","E","        35","E","         0","E","        55","E","         0","E","   -4.5","E,0103,+","   30.4","E,0809, ","-1.1","E,1025","-3.8","E,1029","","","","","","","-2.2","E,0421","-2.2","E,0421","-4.5","E,0103","","","","","    2987.6","6","    2987.6","E","     10.50","E","     14.50","E","      6.51","E"
"UK000000000","1998","52.42","-1.83","78.0","CET CENTRAL ENGLAND, UK","      4.8","","       4.8","E","         0","E","        31","E","         0","E","        28","E","         0","E","   -3.9","E,1206, ","   26.5","E,0810, ","0.0","E,1018","-2.2","E,1117","","","","","","","-0.1","E,0415","-2.5","E,0203","","","","","","","    2755.5","5","    2755.5","E","     10.34","E","     14.04","E","      6.64","E"
