"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UK000070765","1931","58.45","-3.0831","36.0","WICK, UK","      0.0","","       0.0","E","       275","E","       131","E","         2","E","         0","E","        51","E","         0","E","         0","E","         0","E","   -9.4","E,0304, ","  37.7"," ,E,1123, ","   18.3","E,0721, ","-0.6","E,1025","-2.2","E,1229","","","","","","","0.0","E,0423","-4.4","E,0316","-4.4","E,0316","-9.4","E,0304","-9.4","E,0304","","","","","   1064.3"," ,E","      7.17","E","      9.68","E","      4.66","E"
"UK000070765","1932","58.45","-3.0831","36.0","WICK, UK","      0.0","","       0.0","E","       275","E","       131","E","         2","E","         0","E","        42","E","         0","E","         2","E","         0","E","   -5.0","E,0109, ","  59.4"," ,E,0730, ","   21.1","E,0805,+","-0.6","E,0924","-3.9","E,1208","","","","","","","0.0","E,0511","-2.2","E,0403","-5.0","E,0109","","","","","    3731.6","6","    3731.6","E","   1073.7"," ,E","      7.64","E","     10.32","E","      4.95","E"
"UK000070765","1933","58.45","-3.0831","36.0","WICK, UK","      0.9","","       0.9","E","       261","E","       113","E","         1","E","         0","E","        37","E","         0","E","         4","E","         0","E","   -3.9","E,0414,+","  28.0"," ,E,0914, ","   25.6","E,0802, ","-1.1","E,1111","-2.2","E,1209","","","","","","","0.0","E,0516","-3.9","E,0414","","","","","","","    3774.4","4","    3774.4","E","    947.6"," ,E","      8.19","E","     10.89","E","      5.48","E"
"UK000070765","1934","58.45","-3.0831","36.0","WICK, UK","","","","","       284","E","       141","E","         1","E","         0","E","        32","E","","","","","","","  -13.9","E,0211, ","  27.2"," ,E,0922, ","","","0.0","E,1024","-2.2","E,1108","","","","","","","-0.6","E,0526","-3.9","E,0315","-5.0","E,0226","-13.9","E,0211","-13.9","E,0211","","","","","   1144.6"," ,E","","","","","      5.25","E"
"UK000070765","1935","58.45","-3.0831","36.0","WICK, UK","      0.0","","       0.0","E","       281","E","       157","E","         4","E","         0","E","        51","E","         0","E","         5","E","         0","E","   -5.6","E,1224, "," 108.6"," ,E,0720, ","   22.8","E,0806,+","-0.6","E,0908","-3.9","E,1216","-5.6","E,1224","","","","","0.0","E,0609","-2.8","E,0407","-4.4","E,0226","","","","","    3581.8","8","    3581.8","E","   1386.4"," ,E","      7.65","E","     10.43","E","      4.86","E"
"UK000070765","1936","58.45","-3.0831","36.0","WICK, UK","      0.0","","       0.0","E","       251","E","       125","E","         1","E","         0","E","        55","E","         2","E","         0","E","         0","E","  -11.1","E,0206,+","  25.6"," ,E,0720, ","   19.4","E,0826,+","-0.6","E,1007","-2.8","E,1205","","","","","","","0.0","E,0605","-2.2","E,0423","-11.1","E,0206","-11.1","E,0206","-11.1","E,0206","    3966.5","5","    3966.5","E","    997.6"," ,E","      7.48","E","     10.24","E","      4.72","E"
"UK000070765","1937","58.45","-3.0831","36.0","WICK, UK","      0.0","","       0.0","E","       261","E","       133","E","         3","E","         0","E","        54","E","         0","E","         1","E","         0","E","   -9.4","E,1213, ","  40.8"," ,E,1206, ","   21.7","E,0713, ","-0.6","E,1028","-3.9","E,1207","-9.4","E,1213","-9.4","E,1213","-9.4","E,1213","-1.1","E,0603","-3.3","E,0326","-4.4","E,0313","","","","","    3739.4","4","    3739.4","E","   1173.0"," ,E","      7.58","E","     10.20","E","      4.95","E"
"UK000070765","1938","58.45","-3.0831","36.0","WICK, UK","","","","","       285","E","       165","E","         1","E","         0","E","        27","E","         0","E","         0","E","         0","E","   -8.9","E,1222, ","  32.5"," ,E,0627, ","   19.4","E,0810,+","-0.6","E,1121","-2.2","E,1126","-5.0","E,1221","-8.9","E,1222","-8.9","E,1222","-2.8","E,0510","-2.8","E,0510","","","","","","","    3612.5","5","    3612.5","E","   1291.7"," ,E","      8.27","E","     11.17","E","      5.37","E"
"UK000070765","1939","58.45","-3.0831","36.0","WICK, UK","      0.0","","       0.0","E","       264","E","       123","E","         1","E","         0","E","        41","E","         1","E","         1","E","         0","E","   -7.2","E,0106, ","  31.7"," ,E,0730, ","   26.7","E,0605, ","0.0","E,1018","-4.4","E,1229","-4.4","E,1229","","","","","0.0","E,0520","-3.3","E,0203","-4.4","E,0202","-6.7","E,0107","","","","","","","   1000.3"," ,E","      7.97","E","     10.58","E","      5.36","E"
"UK000070765","1940","58.45","-3.0831","36.0","WICK, UK","      0.0","","       0.0","E","       277","E","       137","E","         2","E","         0","E","        44","E","         3","E","         1","E","         0","E","  -10.6","E,0121, ","  56.8"," ,E,0704, ","   21.7","E,0603, ","-1.1","E,1204","-2.8","E,1231","","","","","","","0.0","E,0418","-2.8","E,0329","-6.7","E,0220","-6.7","E,0220","-10.0","E,0122","    3751.8","8","    3751.8","E","   1213.5"," ,E","      7.42","E","     10.12","E","      4.71","E"
