TypeCode,FreqCode,RefPeriodId,RefYear,RefMonth,Period,ReporterCode,ReporterISO,ReporterDesc,FlowCode,FlowDesc,PartnerCode,PartnerISO,PartnerDesc,Partner2Code,Partner2ISO,Partner2Desc,ClassificationCode,ClassificationSearchCode,IsOriginalClassification,CmdCode,CmdDesc,AggrLevel,IsLeaf,CustomsCode,CustomsDesc,MosCode,MotCode,MotDesc,QtyUnitCode,QtyUnitAbbr,Qty,IsQtyEstimated,AltQtyUnitCode,AltQtyUnitAbbr,AtlQty,IsAltQtyEstimated,NetWgt,IsNetWgtEstimated,GrossWgt,IsGrossWgtEstimated,Cifvalue,Fobvalue,PrimaryValue,LegacyEstimationFlag,IsReported,IsAggregate,lat,lng
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,70,BIH,Bosnia Herzegovina,682,SAU,Saudi Arabia,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,2100.582,,2100.582,0,False,True,43.8564,18.4131
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,192,CUB,Cuba,380,ITA,Italy,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,59364.438,,59364.438,0,False,True,23.1367,-82.3589
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,818,EGY,Egypt,682,SAU,Saudi Arabia,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,143810.322,,143810.322,0,False,True,30.0444,31.2358
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,634,QAT,Qatar,56,BEL,Belgium,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,3229170.099,,3229170.099,0,False,True,25.2867,51.5333
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,84,BLZ,Belize,84,BLZ,Belize,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,58594842.67,,58594842.67,0,False,True,17.4986,-88.1886
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,218,ECU,Ecuador,188,CRI,Costa Rica,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,31294.944,,31294.944,0,False,True,-2.19,-79.8875
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,40,AUT,Austria,36,AUS,Australia,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,2192961.674,,2192961.674,0,False,True,48.2083,16.3725
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,688,SRB,Serbia,372,IRL,Ireland,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,809454.944,,809454.944,0,False,True,44.82,20.46
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,490,S19,"Other Asia, nes",688,SRB,Serbia,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,201571.357,,201571.357,0,False,True,,
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,56,BEL,Belgium,344,HKG,"China, Hong Kong SAR",H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,2774233.745,,2774233.745,0,False,True,50.8467,4.3525
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,694,SLE,Sierra Leone,203,CZE,Czechia,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,277031.97,,277031.97,0,False,True,8.4844,-13.2344
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,270,GMB,Gambia,380,ITA,Italy,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,16395.727,,16395.727,0,False,True,13.4531,-16.5775
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,328,GUY,Guyana,276,DEU,Germany,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,85145.664,,85145.664,0,False,True,6.8058,-58.1508
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,496,MNG,Mongolia,528,NLD,Netherlands,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,377938.214,,377938.214,0,False,True,47.9203,106.9172
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,826,GBR,United Kingdom,740,SUR,Suriname,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,157910.324,,157910.324,0,False,True,51.5072,-0.1275
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,380,ITA,Italy,404,KEN,Kenya,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,1423.175,,1423.175,0,False,True,41.8933,12.4828
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,188,CRI,Costa Rica,152,CHL,Chile,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,258398.937,,258398.937,0,False,True,9.9325,-84.08
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,208,DNK,Denmark,784,ARE,United Arab Emirates,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,216947.866,,216947.866,0,False,True,55.6761,12.5683
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,792,TUR,T¨¹rkiye,442,LUX,Luxembourg,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,3827770.108,,3827770.108,0,False,True,41.0136,28.955
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,104,MMR,Myanmar,699,IND,India,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,239522.287,,239522.287,0,False,True,16.795,96.16
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,44,BHS,Bahamas,702,SGP,Singapore,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,10376.13,,10376.13,0,False,True,25.0781,-77.3386
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,694,SLE,Sierra Leone,100,BGR,Bulgaria,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,8618.601,,8618.601,0,False,True,8.4844,-13.2344
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,372,IRL,Ireland,100,BGR,Bulgaria,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,1169016.172,,1169016.172,0,False,True,53.35,-6.2603
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,842,USA,USA,446,MAC,"China, Macao SAR",H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,3521.272,,3521.272,0,False,True,40.6943,-73.9249
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,192,CUB,Cuba,100,BGR,Bulgaria,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,3498.899,,3498.899,0,False,True,23.1367,-82.3589
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,360,IDN,Indonesia,376,ISR,Israel,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,19342.756,,19342.756,0,False,True,-6.175,106.8275
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,32,ARG,Argentina,699,IND,India,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,141631.434,,141631.434,0,False,True,-34.6033,-58.3817
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,40,AUT,Austria,796,TCA,Turks and Caicos Isds,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,25521.45,,25521.45,0,False,True,48.2083,16.3725
