TypeCode,FreqCode,RefPeriodId,RefYear,RefMonth,Period,ReporterCode,ReporterISO,ReporterDesc,FlowCode,FlowDesc,PartnerCode,PartnerISO,PartnerDesc,Partner2Code,Partner2ISO,Partner2Desc,ClassificationCode,ClassificationSearchCode,IsOriginalClassification,CmdCode,CmdDesc,AggrLevel,IsLeaf,CustomsCode,CustomsDesc,MosCode,MotCode,MotDesc,QtyUnitCode,QtyUnitAbbr,Qty,IsQtyEstimated,AltQtyUnitCode,AltQtyUnitAbbr,AtlQty,IsAltQtyEstimated,NetWgt,IsNetWgtEstimated,GrossWgt,IsGrossWgtEstimated,Cifvalue,Fobvalue,PrimaryValue,LegacyEstimationFlag,IsReported,IsAggregate,lat,lng
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,534,SXM,Sint Maarten,534,SXM,Sint Maarten,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,15743.179,,15743.179,0,False,True,18.0237,-63.0458
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,757,CHE,Switzerland,422,LBN,Lebanon,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,1740.127,,1740.127,0,False,True,47.3744,8.5411
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,842,USA,USA,422,LBN,Lebanon,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,558015.272,,558015.272,0,False,True,40.6943,-73.9249
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,52,BRB,Barbados,276,DEU,Germany,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,90573.618,,90573.618,0,False,True,13.0975,-59.6167
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,586,PAK,Pakistan,484,MEX,Mexico,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,8746.625,,8746.625,0,False,True,24.86,67.01
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,388,JAM,Jamaica,442,LUX,Luxembourg,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,3486.469,,3486.469,0,False,True,17.9714,-76.7931
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,140,CAF,Central African Rep.,380,ITA,Italy,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,3019.121,,3019.121,0,False,True,4.3733,18.5628
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,699,IND,India,214,DOM,Dominican Rep.,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,49852.157,,49852.157,0,False,True,28.61,77.23
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,504,MAR,Morocco,478,MRT,Mauritania,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,11104.497,,11104.497,0,False,True,33.5333,-7.5833
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,579,NOR,Norway,360,IDN,Indonesia,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,1120654.31,,1120654.31,0,False,True,59.9133,10.7389
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,882,WSM,Samoa,882,WSM,Samoa,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,368536.556,,368536.556,0,False,True,-13.8333,-171.75
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,516,NAM,Namibia,100,BGR,Bulgaria,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,10347.542,,10347.542,0,False,True,-22.57,17.0836
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,76,BRA,Brazil,410,KOR,Rep. of Korea,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,8663.347,,8663.347,0,False,True,-23.55,-46.6333
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,528,NLD,Netherlands,442,LUX,Luxembourg,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,10359247.85,,10359247.85,0,False,True,51.55,5.0833
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,36,AUS,Australia,792,TUR,T¨¹rkiye,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,202488.652,,202488.652,0,False,True,-37.8142,144.9631
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,724,ESP,Spain,800,UGA,Uganda,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,13433.782,,13433.782,0,False,True,40.4169,-3.7033
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,450,MDG,Madagascar,450,MDG,Madagascar,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,48223752.01,,48223752.01,0,False,True,-18.91,47.525
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,512,OMN,Oman,380,ITA,Italy,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,24264.83,,24264.83,0,False,True,23.5889,58.4083
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,36,AUS,Australia,440,LTU,Lithuania,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,39500.886,,39500.886,0,False,True,-37.8142,144.9631
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,792,TUR,T¨¹rkiye,480,MUS,Mauritius,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,197830.083,,197830.083,0,False,True,41.0136,28.955
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,320,GTM,Guatemala,188,CRI,Costa Rica,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,85644.086,,85644.086,0,False,True,14.6133,-90.5353
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,674,SMR,San Marino,380,ITA,Italy,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,4076508.854,,4076508.854,0,False,True,43.9717,12.4817
C,A,20230101,2023,52,2023,826,GBR,United Kingdom,M,Import,156,CHN,China,32,ARG,Argentina,H6,HS,True,TOTAL,All Commodities,0,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,,0,False,-1,,0,False,0.0,False,0,False,1394435.971,,1394435.971,0,False,True,23.13,113.26
