"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UK000003377","1979","53.1658","0.5239","68.0","WADDINGTON, UK","     11.5","","      11.5","G","       149","I","        77","I","         1","I","","","         0","G","        77","G","        11","G","        32","G","         0","G","  -13.8","G,0128, ","","","  26.0"," ,I,0813, ","   27.7","G,0727, ","-0.2","G,1028","-2.5","G,1113","","","","","","","-0.3","G,0505","-2.6","G,0405","-4.7","G,0216","-10.8","G,0129","-10.8","G,0129","","","","","    670.0"," ,I","      8.62","G","     12.24","G","      4.99","G"
"UK000003377","1980","53.1658","0.5239","68.0","WADDINGTON, UK","      5.3","","       5.3","G","       154","I","        89","I","         3","I","","","         0","G","        51","G","         1","G","        32","G","         0","G","   -5.7","G,0114, ","","","  55.0"," ,I,0814, ","   26.0","G,0605, ","-1.3","G,1031","-2.5","G,1208","","","","","","","-1.5","G,0510","-3.9","G,0323","-5.7","G,0114","","","","","    3311.4","4","    3311.4","G","    752.0"," ,I","      9.01","G","     12.58","G","      5.44","G"
"UK000003377","1981","53.1658","0.5239","68.0","WADDINGTON, UK","     11.1","","      11.1","G","       148","I","        77","I","         0","I","","","         0","G","        69","G","         9","G","        38","G","         0","G","  -14.0","G,1218, ","","","  25.0"," ,I,0805,+","   27.0","G,0804, ","0.0","G,1015","-3.8","G,1208","-8.7","G,1213","-8.7","G,1213","-10.4","G,1217","-0.5","G,0505","-3.8","G,0224","","","","","","","    3181.5","5","    3181.5","G","    688.0"," ,I","      8.92","G","     12.54","G","      5.28","G"
"UK000003377","1982","53.1658","0.5239","68.0","WADDINGTON, UK","     31.4","","      31.4","G","       118","I","        67","I","         2","I","","","         0","G","        49","G","         7","G","        43","G","         0","G","  -13.3","G,0114, ","","","  35.0"," ,I,0622, ","   29.0","G,0605, ","-0.8","G,1126","-2.2","G,1130","-4.9","G,1223","","","","","-0.4","G,0309","-3.4","G,0308","-4.6","G,0222","-7.0","G,0116","-12.7","G,0115","    3314.2","2","    3314.2","G","    600.0"," ,I","      9.57","G","     13.34","G","      5.81","G"
"UK000003377","1983","53.1658","0.5239","68.0","WADDINGTON, UK","","","","","       131","I","        73","I","         3","I","","","         0","G","        48","G","         0","G","        53","G","         0","G","   -6.3","G,1124, ","","","  35.0"," ,I,0821, ","   31.0","G,0715, ","0.0","G,1021","-2.2","G,1023","-6.3","G,1124","","","","","-0.2","G,0420","-2.8","G,0403","-5.0","G,0204","","","","","","","","","    599.0"," ,I","      9.60","G","     13.23","G","      5.97","G"
"UK000003377","1984","53.1658","0.5239","68.0","WADDINGTON, UK","     29.3","","      29.3","G","       139","I","        80","I","         0","I","","","         0","G","        49","G","         1","G","        51","G","         0","G","   -6.2","G,0126, ","","","  25.0"," ,I,0527, ","   28.5","G,0708, ","-1.8","G,1212","-4.2","G,1227","-5.3","G,1228","","","","","0.0","G,0424","-4.3","G,0404","-5.0","G,0214","","","","","    3273.4","4","    3273.4","G","    665.0"," ,I","      9.26","G","     12.94","G","      5.59","G"
"UK000003377","1985","53.1658","0.5239","68.0","WADDINGTON, UK","      5.5","","       5.5","G","       150","I","        71","I","         1","I","","","         0","G","        74","G","         7","G","        21","G","         0","G","   -9.5","G,0117, ","","","  27.0"," ,I,0514, ","   27.5","G,1001, ","-2.5","G,1103","-2.5","G,1103","-6.5","G,1130","","","","","0.0","G,0428","-2.8","G,0320","-4.5","G,0319","-7.5","G,0219","-8.9","G,0118","    3337.4","4","    3337.4","G","    612.0"," ,I","      8.67","G","     12.10","G","      5.25","G"
"UK000003377","1986","53.1658","0.5239","68.0","WADDINGTON, UK","     12.7","","      12.7","G","       151","I","        82","I","         1","I","","","         0","G","        63","G","         8","G","        25","G","         0","G","  -10.1","G,0221, ","","","  33.0"," ,I,0825, ","   28.6","G,0716, ","-0.2","G,1207","","","","","","","","","-0.6","G,0413","-3.6","G,0304","-5.2","G,0303","-10.1","G,0221","-10.1","G,0221","    3448.1","1","    3448.1","G","    626.0"," ,I","      8.52","G","     12.15","G","      4.88","G"
"UK000003377","1987","53.1658","0.5239","68.0","WADDINGTON, UK","     16.3","","      16.3","G","       143","I","        81","I","         0","I","","","         0","G","        63","G","         6","G","        25","G","         0","G","  -12.7","G,0113, ","","","  21.0"," ,I,1020, ","   27.0","G,0820, ","-3.9","G,1128","-3.9","G,1128","","","","","","","0.0","G,0504","-2.7","G,0319","-4.5","G,0312","-7.9","G,0201","-12.7","G,0113","    3396.8","8","    3396.8","G","    698.0"," ,I","      8.81","G","     12.22","G","      5.41","G"
"UK000003377","1988","53.1658","0.5239","68.0","WADDINGTON, UK","      2.6","","       2.6","G","       146","I","        78","I","         1","I","","","         0","G","        36","G","         0","G","        16","G","         0","G","   -3.2","G,1122, ","","","  27.0"," ,I,0710, ","   27.4","G,0807, ","-0.4","G,1011","-2.2","G,1104","","","","","","","-2.1","G,0424","-2.5","G,0305","","","","","","","    3153.6","6","    3153.6","G","    614.0"," ,I","      9.57","G","     13.03","G","      6.10","G"
