"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105913","1960","57.6131","-5.31","25.0","KINLOCHEWE, UK","      2.9","","       2.9","E","","","","","","","         0","E","        73","E","         2","E","        15","E","         0","E","  -14.4","E,0219, ","","","   28.3","E,0622, ","-1.1","E,1107","-2.8","E,1129","-5.6","E,1211","-6.7","E,1220","","","-0.6","E,0502","-3.9","E,0327","-8.9","E,0223","-8.9","E,0223","-8.9","E,0223","","","","","","","      8.60","E","     12.46","E","      4.74","E"
"UKE00105913","1961","57.6131","-5.31","25.0","KINLOCHEWE, UK","      2.0","","       2.0","E","       260","E","       179","E","        17","E","         0","E","        69","E","         1","E","         5","E","         0","E","  -12.8","E,1230, ","  61.2"," ,E,0325, ","   28.9","E,0828, ","-3.3","E,1111","-3.3","E,1111","-6.1","E,1204","-7.2","E,1226","-12.2","E,1229","0.0","E,0601","-3.3","E,0527","-4.4","E,0203","-7.2","E,0107","","","    3464.5","5","    3464.5","E","   2237.8"," ,E","      8.51","E","     12.04","E","      4.97","E"
"UKE00105913","1962","57.6131","-5.31","25.0","KINLOCHEWE, UK","      0.0","","       0.0","E","       233","E","       175","E","        16","E","         0","E","        74","E","         0","E","         6","E","         0","E","  -10.6","E,1117, "," 111.8"," ,E,0211, ","   25.0","E,0604, ","0.0","E,1026","-5.0","E,1116","-5.0","E,1116","-10.6","E,1117","-10.6","E,1117","-1.1","E,0530","-2.8","E,0413","-4.4","E,0321","-8.9","E,0316","-8.9","E,0316","    3744.2","2","    3744.2","E","   2343.7"," ,E","      8.06","E","     11.87","E","      4.26","E"
"UKE00105913","1963","57.6131","-5.31","25.0","KINLOCHEWE, UK","      1.1","","       1.1","E","       208","E","       150","E","         8","E","         0","E","        86","E","         3","E","        19","E","         0","E","  -11.1","E,0112,+","  59.7"," ,E,1009, ","   27.8","E,0729, ","-1.1","E,1116","-4.4","E,1117","-4.4","E,1117","-7.2","E,1219","","","0.0","E,0416","-5.6","E,0410","-5.6","E,0410","-7.2","E,0220","-9.4","E,0118","    3616.1","1","    3616.1","E","   1541.4"," ,E","      7.92","E","     11.73","E","      4.12","E"
"UKE00105913","1964","57.6131","-5.31","25.0","KINLOCHEWE, UK","      0.0","","       0.0","E","       245","E","       172","E","        18","E","         0","E","        52","E","         0","E","        12","E","         0","E","   -6.1","E,0221, ","  46.0"," ,E,0708,+","   23.3","E,0716, ","-1.1","E,1010","-2.2","E,1130","-5.6","E,1226","","","","","-0.6","E,0602","-3.3","E,0407","-6.1","E,0221","","","","","    3477.3","3","    3477.3","E","   2091.1"," ,E","      8.60","E","     12.21","E","      4.99","E"
"UKE00105913","1965","57.6131","-5.31","25.0","KINLOCHEWE, UK","      2.0","","       2.0","E","       252","E","       170","E","        15","E","         0","E","        76","E","         0","E","         9","E","         0","E","   -8.9","E,1228, ","  58.9"," ,E,1026, ","   24.4","E,0512, ","0.0","E,1025","-2.8","E,1114","-5.6","E,1115","-6.7","E,1126","-8.9","E,1228","-2.8","E,0421","-2.8","E,0421","-4.4","E,0324","-7.2","E,0302","","","    3598.4","4","    3598.4","E","   1952.6"," ,E","      7.87","E","     11.35","E","      4.38","E"
"UKE00105913","1966","57.6131","-5.31","25.0","KINLOCHEWE, UK","      0.0","","       0.0","E","       259","E","       171","E","        16","E","         0","E","        72","E","         1","E","         9","E","         0","E","   -7.8","E,0215, "," 119.4"," ,E,1216, ","   24.4","E,0610, ","-0.6","E,1004","-3.9","E,1111","-4.4","E,1119","","","","","0.0","E,0524","-4.4","E,0418","-4.4","E,0418","-7.8","E,0215","","","    3673.2","2","    3673.2","E","   2221.6"," ,E","      8.11","E","     11.57","E","      4.65","E"
"UKE00105913","1967","57.6131","-5.31","25.0","KINLOCHEWE, UK","      0.0","","       0.0","E","       279","E","       201","E","        24","E","         0","E","        50","E","         2","E","        17","E","         0","E","   -7.8","E,1210,+","  87.6"," ,E,0324, ","   23.9","E,0821,+","-2.2","E,1017","-2.2","E,1017","-7.8","E,1209","-7.8","E,1209","","","-2.8","E,0503","-2.8","E,0503","-4.4","E,0331","","","","","    3583.6","6","    3583.6","E","   2556.1"," ,E","      8.41","E","     12.00","E","      4.82","E"
"UKE00105913","1968","57.6131","-5.31","25.0","KINLOCHEWE, UK","      0.9","","       0.9","E","       208","E","       151","E","        10","E","         0","E","       106","E","         0","E","        20","E","         0","E","   -7.8","E,0214, "," 158.8"," ,E,0326, ","   27.8","E,0610, ","-3.9","E,1103","-3.9","E,1103","-5.0","E,1109","-7.2","E,1118","","","-1.1","E,0517","-2.8","E,0512","-4.4","E,0508","-6.7","E,0222","","","    3666.6","6","    3666.6","E","   1758.2"," ,E","      7.91","E","     12.13","E","      3.68","E"
"UKE00105913","1969","57.6131","-5.31","25.0","KINLOCHEWE, UK","      1.4","","       1.4","E","       238","E","       162","E","        11","E","         0","E","       100","E","         3","E","        23","E","         0","E","  -11.7","E,0107,+","  75.4"," ,E,0921, ","   26.1","E,0807,+","-2.2","E,1105","-2.2","E,1105","-6.1","E,1115","-7.8","E,1117","","","-0.6","E,0520","-2.8","E,0420","-4.4","E,0323","-7.2","E,0311","-9.4","E,0218","    3785.8","8","    3785.8","E","   1723.8"," ,E","      7.92","E","     11.95","E","      3.88","E"
"UKE00105913","1970","57.6131","-5.31","25.0","KINLOCHEWE, UK","      5.0","","       5.0","E","       263","E","       196","E","        22","E","         0","E","        90","E","         2","E","        31","E","         0","E","  -10.0","E,0305, ","  73.7"," ,E,0202, ","   28.3","E,0618, ","-0.6","E,1027","-2.8","E,1114","","","","","","","-0.1","E,0427","-2.2","E,0414","-5.0","E,0312","-10.0","E,0305","-10.0","E,0305","    3595.5","5","    3595.5","E","   2525.3"," ,E","      8.09","E","     11.76","E","      4.42","E"
"UKE00105913","1971","57.6131","-5.31","25.0","KINLOCHEWE, UK","      3.2","","       3.2","E","       230","E","       162","E","        20","E","         0","E","        38","E","         0","E","        19","E","         0","E","   -6.9","E,0217, "," 136.4"," ,E,1021, ","   27.3","E,0706, ","-2.8","E,1013","-2.8","E,1013","","","","","","","-1.4","E,0428","-3.5","E,0322","-6.9","E,0217","-6.9","E,0217","","","    3426.8","8","    3426.8","E","   2137.4"," ,E","      9.11","E","     12.87","E","      5.34","E"
"UKE00105913","1972","57.6131","-5.31","25.0","KINLOCHEWE, UK","      1.3","","       1.3","E","       214","E","       136","E","        14","E","         0","E","        65","E","         1","E","        15","E","         0","E","   -9.9","E,0201,+","  48.1"," ,E,0621, ","   27.7","E,0715, ","-0.6","E,0909","-2.3","E,1020","-5.8","E,1118","","","","","-1.0","E,0423","-2.4","E,0313","-5.6","E,0220","-9.9","E,0201","-9.9","E,0201","    3444.9","9","    3444.9","E","   1601.7"," ,E","      8.24","E","     12.19","E","      4.29","E"
