"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105906","1960","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","","","","","       179","E","        97","E","         4","E","         0","E","        47","E","         0","E","        36","E","         0","E","   -6.1","E,0218, ","  51.5"," ,E,1203, ","   29.4","E,0604, ","-1.7","E,1206","-2.8","E,1213","","","","","","","-0.6","E,0430","-3.3","E,0224","-6.1","E,0218","","","","","","","","","    937.2"," ,E","      9.39","E","     13.12","E","      5.66","E"
"UKE00105906","1961","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","      3.3","","       3.3","E","       157","E","        89","E","         1","E","         0","E","        45","E","         2","E","        30","E","         0","E","   -7.6","E,1225, ","  32.5"," ,E,0712, ","   29.8","E,0828, ","-0.6","E,1109","-3.2","E,1110","-4.4","E,1207","-7.6","E,1225","","","0.0","E,0328","","","","","","","","","    3150.9","9","    3150.9","E","    641.2"," ,E","      9.55","E","     13.48","E","      5.63","E"
"UKE00105906","1962","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","      0.0","","       0.0","E","       153","E","        73","E","         1","E","         0","E","        73","E","         9","E","        17","E","         0","E","   -7.9","E,1203, ","  29.9"," ,E,0806, ","   25.0","E,0607, ","-2.0","E,1027","-3.0","E,1116","-7.9","E,1203","-7.9","E,1203","","","-1.1","E,0414","-2.9","E,0328","-4.7","E,0318","-7.1","E,0103","","","    3454.7","7","    3454.7","E","    570.3"," ,E","      8.18","E","     12.00","E","      4.36","E"
"UKE00105906","1963","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","      0.4","","       0.4","E","       152","E","        72","E","         3","E","         0","E","        81","E","        16","E","        28","E","         0","E","  -13.3","E,0123, ","  35.4"," ,E,0901, ","   27.5","E,0729, ","-0.8","E,1117","-2.3","E,1219","-6.5","E,1223","-8.7","E,1224","","","-0.1","E,0327","-4.5","E,0304","-4.5","E,0304","-7.1","E,0226","-10.5","E,0125","    3746.9","9","    3746.9","E","    657.7"," ,E","      8.04","E","     11.78","E","      4.30","E"
"UKE00105906","1964","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","      7.0","","       7.0","E","       144","E","        69","E","         1","E","         0","E","        54","E","         1","E","        40","E","         0","E","   -7.9","E,1229, ","  43.5"," ,E,0314, ","   28.1","E,0825, ","-0.3","E,1024","-5.1","E,1130","-5.1","E,1130","-7.9","E,1229","","","-0.6","E,0402","-2.2","E,0317","-6.2","E,0221","-6.7","E,0118","","","    3247.1","1","    3247.1","E","    564.2"," ,E","      9.02","E","     12.90","E","      5.15","E"
"UKE00105906","1965","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","","","","","       183","E","        98","E","         3","E","         0","E","        69","E","         1","E","        24","E","         0","E","  -10.6","E,0303, ","  40.0"," ,E,0621, ","   27.6","E,0513, ","-0.7","E,1103","-3.7","E,1114","-4.5","E,1115","","","","","-0.2","E,0519","-5.0","E,0311","-5.0","E,0311","-10.6","E,0303","-10.6","E,0303","    3313.9","9","    3313.9","E","    904.2"," ,E","      8.62","E","     12.40","E","      4.84","E"
"UKE00105906","1966","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","      3.6","","       3.6","E","       189","E","       104","E","         1","E","         0","E","        52","E","         2","E","        29","E","         0","E","   -8.8","E,0119, ","  30.1"," ,E,0620, ","   27.4","E,0818, ","-2.1","E,1024","-2.3","E,1111","","","","","","","-0.1","E,0416","-2.9","E,0218","-8.0","E,0120","-8.0","E,0120","","","","","","","    926.4"," ,E","      9.03","E","     12.73","E","      5.33","E"
"UKE00105906","1967","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","     12.7","","      12.7","E","       173","E","        79","E","         2","E","         0","E","        43","E","         0","E","        44","E","         0","E","   -5.6","E,0109, ","  46.4"," ,E,1016, ","   30.2","E,0716, ","-1.3","E,1107","-3.3","E,1117","-4.9","E,1208","","","","","-2.1","E,0503","-4.3","E,0401","-5.6","E,0109","","","","","    3297.2","2","    3297.2","E","    670.4"," ,E","      9.46","E","     13.32","E","      5.61","E"
"UKE00105906","1968","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","      6.3","","       6.3","E","       160","E","        86","E","         1","E","         0","E","        66","E","         1","E","        38","E","         0","E","   -5.8","E,0110, ","  37.4"," ,E,0710, ","   30.7","E,0630, ","-0.2","E,1105","-4.1","E,1214","","","","","","","-1.2","E,0412","-4.4","E,0408","-4.4","E,0408","","","","","    3178.8","8","    3178.8","E","    720.8"," ,E","      9.19","E","     12.82","E","      5.56","E"
"UKE00105906","1969","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","     25.7","","      25.7","E","       168","E","        91","E","         3","E","         0","E","        78","E","         2","E","        45","E","         0","E","   -9.4","E,0208, ","  44.6"," ,E,0728, ","   30.7","E,0715, ","-0.6","E,1116","-3.3","E,1118","","","","","","","-1.4","E,0420","-2.2","E,0403","-4.6","E,0219","-7.9","E,0216","-9.0","E,0215","    3375.5","5","    3375.5","E","    812.1"," ,E","      8.79","E","     12.44","E","      5.14","E"
"UKE00105906","1970","53.005","-1.25","117.0","NOTTINGHAM WATNALL, UK","     21.7","","      21.7","E","       171","E","        86","E","         2","E","         0","E","        64","E","         0","E","        57","E","         0","E","   -9.1","E,0107, ","  26.9"," ,E,0819, ","   31.8","E,0706, ","-1.2","E,1116","-2.2","E,1224","","","","","","","-0.7","E,0428","-2.9","E,0409","-8.6","E,0309","-8.6","E,0309","-8.9","E,0108","    3206.6","6","    3206.6","E","    636.6"," ,E","      9.31","E","     13.13","E","      5.50","E"
