"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105921","1960","50.855","0.5717","45.0","HASTINGS, UK","      2.2","","       2.2","E","","","","","","","         0","E","        18","E","         0","E","        15","E","         0","E","   -5.6","E,0114, ","","","   25.0","E,0625, ","0.0","E,1208","","","","","","","-0.6","E,0218","-2.8","E,0217","-5.6","E,0114","","","","","","","","","","","     10.66","E","     13.37","E","      7.95","E"
"UKE00105921","1961","50.855","0.5717","45.0","HASTINGS, UK","","","","","       144","E","        85","E","         2","E","","","","","         0","E","        19","E","         0","E","","","  31.0"," ,E,0129, ","   29.4","E,0701, ","","","","","","","","","","","","","","","","","","","    2616.0","0","    2616.0","E","    725.3"," ,E","","","     14.04","E","",""
"UKE00105921","1962","50.855","0.5717","45.0","HASTINGS, UK","","","","","       159","E","        71","E","         2","E","         0","E","        43","E","","","","","","","   -5.6","E,0101, ","  62.0"," ,E,0806, ","","","-1.7","E,1116","-3.3","E,1223","","","","","-2.2","E,0325","-2.2","E,0325","-5.6","E,0101","","","","","","","","","    682.3"," ,E","","","","","      6.57","E"
"UKE00105921","1963","50.855","0.5717","45.0","HASTINGS, UK","","","","","       167","E","        87","E","         0","E","         0","E","        70","E","","","","","","","   -7.2","E,0114,+","  24.6"," ,E,0904, ","","","0.0","E,1208","-3.9","E,1215","","","","","-0.1","E,0324","-5.0","E,0225","-5.0","E,0225","-6.7","E,0120","","","","","","","    759.5"," ,E","","","","","      6.39","E"
"UKE00105921","1964","50.855","0.5717","45.0","HASTINGS, UK","","","","","       146","E","        79","E","         2","E","         0","E","        24","E","","","","","","","   -3.9","E,1229,+","  58.9"," ,E,1014, ","","","0.0","E,1129","-3.9","E,1226","","","","","-0.6","E,0316","-2.2","E,0309","","","","","","","","","","","    705.0"," ,E","","","","","      7.40","E"
"UKE00105921","1965","50.855","0.5717","45.0","HASTINGS, UK","      2.8","","       2.8","E","       173","E","        90","E","         4","E","         0","E","        44","E","         0","E","        10","E","         0","E","   -6.1","E,0303, ","  45.5"," ,E,0903, ","   23.3","E,0812,+","-0.1","E,1113","-2.2","E,1114","","","","","-0.1","E,0308","-2.2","E,0307","-6.1","E,0303","","","","","    2887.2","2","    2887.2","E","    864.5"," ,E","      9.69","E","     12.54","E","      6.84","E"
"UKE00105921","1966","50.855","0.5717","45.0","HASTINGS, UK","      2.6","","       2.6","E","       189","E","       103","E","         3","E","         0","E","        23","E","         4","E","        14","E","         0","E","   -4.4","E,0119,+","  51.6"," ,E,1003, ","   26.1","E,0609, ","-0.1","E,1125","","","","","","","0.0","E,0415","-3.9","E,0120","-4.4","E,0119","","","","","    2768.0","0","    2768.0","E","    872.9"," ,E","     10.47","E","     13.24","E","      7.71","E"
"UKE00105921","1967","50.855","0.5717","45.0","HASTINGS, UK","      7.9","","       7.9","E","       173","E","        81","E","         5","E","         0","E","        27","E","         1","E","        21","E","         0","E","   -6.7","E,1209, ","  37.1"," ,E,1103, ","   25.6","E,0712,+","-0.1","E,1127","-2.8","E,1208","-6.7","E,1209","-6.7","E,1209","0.0","E,0503","-2.8","E,0110","-4.4","E,0109","","","","","    2819.2","2","    2819.2","E","    828.3"," ,E","     10.49","E","     13.28","E","      7.70","E"
"UKE00105921","1968","50.855","0.5717","45.0","HASTINGS, UK","      4.9","","       4.9","E","       166","E","        80","E","         0","E","         0","E","        39","E","         0","E","        16","E","         0","E","   -4.4","E,1215, ","  20.6"," ,E,1028, ","   28.9","E,0630, ","0.0","E,1110","-2.2","E,1213","-4.4","E,1215","","","-0.6","E,0409","-2.8","E,0113","","","","","","","    2897.0","0","    2897.0","E","    677.2"," ,E","     10.05","E","     12.73","E","      7.38","E"
"UKE00105921","1969","50.855","0.5717","45.0","HASTINGS, UK","     29.5","","      29.5","E","       155","E","        77","E","         3","E","         0","E","        42","E","         1","E","        42","E","         0","E","   -6.7","E,0208, ","  39.4"," ,E,0706, ","   27.2","E,0808, ","-1.7","E,1118","-5.6","E,1129","-5.6","E,1129","","","-0.6","E,0419","-2.2","E,0309","-4.4","E,0216","-6.7","E,0208","","","    2802.8","8","    2802.8","E","    733.1"," ,E","     10.33","E","     13.32","E","      7.34","E"
