"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00107640","2003","56.4967","-6.8867","9.0","TIREE, UK","      0.2","","       0.2","E","       206","E","       113","E","         0","E","","","         0","E","        14","E","         0","E","         5","E","         0","E","   -1.8","E,0103, ","","","  22.2"," ,E,1118, ","   23.9","E,0805, ","0.0","E,1222","","","","","","","-0.1","E,0205","","","","","    3107.3","3","    3107.3","E","    943.2"," ,E","      9.80","E","     12.29","E","      7.32","E"
"UKE00107640","2004","56.4967","-6.8867","9.0","TIREE, UK","      0.2","","       0.2","E","       230","E","       134","E","         3","E","","","         0","E","         6","E","         0","E","         2","E","         0","E","   -1.9","E,1219, ","","","  35.4"," ,E,0929, ","   23.4","E,0807, ","-1.9","E,1219","","","","","","","-0.6","E,0229","","","","","    3021.1","1","    3021.1","E","   1193.4"," ,E","      9.89","E","     12.33","E","      7.45","E"
"UKE00107640","2005","56.4967","-6.8867","9.0","TIREE, UK","","","","","       231","E","       129","E","         2","E","","","","","","","","","","","","","","","","","  26.8"," ,E,0418, ","","","","","","","","","","","","","","","","","    2975.6","6","    2975.6","E","   1229.3"," ,E","","","","","",""
"UKE00107640","2006","56.4967","-6.8867","9.0","TIREE, UK","","","","","       226","E","       148","E","         1","E","","","","","","","","","","","","","","","","","  51.8"," ,E,1024, ","","","","","","","","","","","","","","","","","","","","","   1289.0"," ,E","","","","","",""
"UKE00107640","2007","56.4967","-6.8867","9.0","TIREE, UK","","","","","       228","E","       131","E","         0","E","","","","","","","","","","","","","","","","","  22.6"," ,E,1008, ","","","","","","","","","","","","","","","","","","","","","   1059.2"," ,E","","","","","",""
"UKE00107640","2008","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","       241","E","       150","E","         2","E","","","         0","E","        15","E","         0","E","         2","E","         0","E","   -3.0","E,1203, ","","","  30.4"," ,E,0125, ","   23.6","E,0728, ","-0.3","E,1029","-3.0","E,1203","","","","","-0.2","E,0317","","","","","    3067.8","8","    3067.8","E","   1303.5"," ,E","      9.50","E","     12.09","E","      6.91","E"
"UKE00107640","2009","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","       246","E","       152","E","         6","E","","","         0","E","        17","E","         0","E","         2","E","         0","E","   -3.0","E,0208, ","","","  30.4"," ,E,1101, ","   22.8","E,0626, ","-0.7","E,1218","-2.6","E,1223","","","","","-0.3","E,0305","-3.0","E,0208","","","    3180.2","2","    3180.2","E","   1421.5"," ,E","      9.66","E","     12.04","E","      7.28","E"
"UKE00107640","2010","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","       216","E","       103","E","         3","E","","","         0","E","        41","E","         1","E","         0","E","         0","E","   -5.8","E,1218, ","","","  34.2"," ,E,1107, ","   19.0","E,1008, ","-2.5","E,1128","-2.5","E,1128","-4.9","E,1201","","","-0.9","E,0402","-3.5","E,0301","","","    3336.5","5","    3336.5","E","    988.9"," ,E","      8.62","E","     11.24","E","      6.01","E"
"UKE00107640","2011","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","       263","E","       174","E","         3","E","","","         0","E","         4","E","         0","E","         0","E","         0","E","   -3.6","E,0107, ","","","  34.0"," ,E,0809, ","   18.7","E,0430, ","","","","","","","","","-1.7","E,0127","-3.6","E,0107","","","    3204.2","2","    3204.2","E","   1509.8"," ,E","      9.68","E","     12.13","E","      7.22","E"
"UKE00107640","2012","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","       228","E","       127","E","         3","E","","","         0","E","         4","E","         0","E","         3","E","         0","E","   -1.7","E,1211, ","","","  32.6"," ,E,0208, ","   23.9","E,0525, ","-0.2","E,1026","","","","","","","-1.0","E,0414","","","","","    3051.6","6","    3051.6","E","   1191.8"," ,E","      9.30","E","     11.79","E","      6.80","E"
"UKE00107640","2014","56.4967","-6.8867","9.0","TIREE, UK","      2.1","","       2.1","E","       246","E","       166","E","         5","E","","","         0","E","         0","E","         0","E","         4","E","         0","E","    0.2","E,0303, ","","","  45.4"," ,E,1027, ","   24.4","E,0723, ","","","","","","","","","","","","","","","","","","","   1510.8"," ,E","     10.08","E","     12.46","E","      7.69","E"
"UKE00107640","2015","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","       252","E","       161","E","         0","E","","","         0","E","         5","E","         0","E","         1","E","         0","E","   -0.8","E,0120, ","","","  24.0"," ,E,1228, ","   22.5","E,0822, ","","","","","","","","","-0.1","E,0427","","","","","    3245.3","3","    3245.3","E","   1480.8"," ,E","      9.09","E","     11.60","E","      6.58","E"
"UKE00107640","2016","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","       241","E","       139","E","         3","E","","","         0","E","         6","E","         0","E","         3","E","         0","E","   -1.7","E,0214,+","","","  26.8"," ,E,1220, ","   23.5","E,0509, ","-0.1","E,1118","","","","","","","0.0","E,0428","","","","","    3098.2","2","    3098.2","E","   1317.0"," ,E","      9.69","E","     12.16","E","      7.22","E"
"UKE00107640","2017","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","       265","E","       157","E","         1","E","","","         0","E","         7","E","         0","E","         0","E","         0","E","   -2.8","E,1210, ","","","  60.4"," ,E,0822, ","   20.9","E,0721, ","0.0","E,1208","-2.8","E,1210","","","","","-0.5","E,0212","-2.3","E,0211","","","    2930.8","8","    2930.8","E","   1335.8"," ,E","      9.78","E","     12.22","E","      7.34","E"
"UKE00107640","2018","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","       233","E","       142","E","         2","E","","","         0","E","        12","E","         0","E","         4","E","         0","E","   -3.3","E,0301, ","","","  33.4"," ,E,1008, ","   21.9","E,0527, ","","","","","","","","","-2.6","E,0401","-2.6","E,0401","","","    3200.8","8","    3200.8","E","   1241.1"," ,E","      9.33","E","     11.84","E","      6.82","E"
"UKE00107640","2020","56.4967","-6.8867","9.0","TIREE, UK","","","","","       245","E","       156","E","         4","E","","","","","","","","","","","","","","","","","  42.0"," ,E,1018, ","","","","","","","","","","","","","","","","","    3049.8","8","    3049.8","E","   1467.5"," ,E","","","","","",""
"UKE00107640","2021","56.4967","-6.8867","9.0","TIREE, UK","      0.2","","       0.2","E","       216","E","       121","E","         1","E","","","         0","E","        15","E","         0","E","         4","E","         0","E","   -4.5","E,0210, ","","","  27.4"," ,E,1008, ","   24.9","E,0722, ","","","","","","","","","0.0","E,0412","-2.4","E,0211","-4.5","E,0210","","","","","   1133.2"," ,E","      9.57","E","     12.01","E","      7.13","E"
"UKE00107640","2022","56.4967","-6.8867","9.0","TIREE, UK","      0.0","","       0.0","E","","","","","","","","","         0","E","         7","E","         0","E","         0","E","         0","E","   -0.6","E,1216,+","","","","","   20.5","E,0908, ","-0.6","E,1211","","","","","","","-0.5","E,0331","","","","","    2842.5","5","    2842.5","E","","","     10.10","E","     12.53","E","      7.66","E"
"UKE00107640","2023","56.4967","-6.8867","9.0","TIREE, UK","      0.8","","       0.8","E","       230","E","       142","E","         4","E","","","         0","E","        19","E","         0","E","         4","E","         0","E","   -4.1","E,0308, ","","","  31.4"," ,E,0411, ","   24.4","E,0612, ","-0.8","E,1129","-3.1","E,1204","","","","","-0.4","E,0327","-2.5","E,0310","","","    2902.5","5","    2902.5","E","   1343.0"," ,E","     10.11","E","     12.73","E","      7.48","E"
