"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105886","1960","56.3767","-2.8617","10.0","LEUCHARS, UK","      0.0","","       0.0","E","       196","E","        93","E","         3","E","       12","","         0","E","        72","E","         1","E","        10","E","         0","E","   -6.7","E,0121, ","   120"," ,E,0120, ","  34.8"," ,E,0513, ","   25.0","E,0619, ","-0.6","E,1107","-2.2","E,1108","-4.4","E,1215","","","","","-1.1","E,0502","-2.2","E,0309","-4.4","E,0223","-6.7","E,0121","","","","","","","    833.3"," ,E","      8.50","E","     12.02","E","      4.98","E"
"UKE00105886","1961","56.3767","-2.8617","10.0","LEUCHARS, UK","      1.7","","       1.7","E","       167","E","        74","E","         3","E","        9","","         0","E","        66","E","         3","E","         9","E","         0","E","   -9.5","E,1227, ","   150"," ,E,1231, ","  58.5"," ,E,0808, ","   26.6","E,0828, ","-0.2","E,1104","-2.6","E,1111","-5.5","E,1128","-9.5","E,1227","-9.5","E,1227","-1.2","E,0527","-4.6","E,0404","-4.6","E,0404","-6.8","E,0116","","","    3431.9","9","    3431.9","E","    660.3"," ,E","      8.56","E","     12.32","E","      4.80","E"
"UKE00105886","1962","56.3767","-2.8617","10.0","LEUCHARS, UK","      0.0","","       0.0","E","       161","E","        67","E","         2","E","        7","","         0","E","        89","E","         1","E","         4","E","         0","E","   -8.3","E,0103, ","   140"," ,E,0101, ","  30.8"," ,E,0803, ","   25.3","E,0607, ","-1.4","E,1027","-3.1","E,1101","-4.5","E,1116","","","","","0.0","E,0601","-3.1","E,0414","-6.5","E,0316","-7.4","E,0307","","","    3829.0","0","    3829.0","E","    624.7"," ,E","      7.63","E","     11.46","E","      3.80","E"
"UKE00105886","1963","56.3767","-2.8617","10.0","LEUCHARS, UK","      0.0","","       0.0","E","       182","E","        84","E","         1","E","       20","","         0","E","        84","E","         2","E","         1","E","         0","E","  -10.1","E,0226, ","    70"," ,E,0118,+","  29.5"," ,E,1110, ","   25.6","E,0729, ","-3.7","E,1115","-3.7","E,1115","-5.2","E,1211","","","","","-0.1","E,0416","-3.0","E,0305","-5.6","E,0304","-7.8","E,0303","-10.1","E,0226","    3959.4","4","    3959.4","E","    778.0"," ,E","      7.41","E","     11.04","E","      3.77","E"
"UKE00105886","1964","56.3767","-2.8617","10.0","LEUCHARS, UK","      1.4","","       1.4","E","       146","E","        64","E","         1","E","        0","","         0","E","        57","E","         0","E","         9","E","         0","E","   -8.9","E,0221, ","     0"," ,E,1231,+","  25.8"," ,E,0314, ","   26.1","E,0803, ","-1.1","E,1010","-4.2","E,1109","-5.6","E,1110","","","","","-0.1","E,0405","-3.8","E,0307","-7.1","E,0222","-7.1","E,0222","-8.9","E,0221","    3509.5","5","    3509.5","E","    532.1"," ,E","      8.29","E","     11.99","E","      4.59","E"
"UKE00105886","1965","56.3767","-2.8617","10.0","LEUCHARS, UK","      0.0","","       0.0","E","       173","E","        85","E","         1","E","       12","","         0","E","        87","E","         1","E","         4","E","         0","E","   -9.0","E,0302, ","    90"," ,E,0305, ","  26.0"," ,E,0903, ","   23.2","E,0628, ","-0.4","E,1019","-3.8","E,1115","-6.9","E,1202","-6.9","E,1202","-8.9","E,1229","-0.7","E,0519","-2.5","E,0422","-5.5","E,0311","-9.0","E,0302","-9.0","E,0302","    3729.9","9","    3729.9","E","    692.1"," ,E","      7.49","E","     11.06","E","      3.92","E"
"UKE00105886","1966","56.3767","-2.8617","10.0","LEUCHARS, UK","      0.0","","       0.0","E","       179","E","        85","E","         3","E","        5","","         0","E","        65","E","         0","E","         8","E","         0","E","  -10.3","E,0215, ","    80"," ,E,0215, ","  62.5"," ,E,0803, ","   24.7","E,0721, ","-2.2","E,1005","-2.2","E,1005","-5.6","E,1111","","","","","-0.5","E,0421","-2.9","E,0403","-6.6","E,0218","-9.8","E,0216","-9.8","E,0216","    3813.9","9","    3813.9","E","    838.7"," ,E","      7.92","E","     11.51","E","      4.32","E"
"UKE00105886","1967","56.3767","-2.8617","10.0","LEUCHARS, UK","      0.0","","       0.0","E","       166","E","        69","E","         0","E","        0","","         0","E","        50","E","         0","E","        15","E","         0","E","   -5.9","E,1209, ","    10"," ,E,1209,+","  22.9"," ,E,0814, ","   24.1","E,0613, ","0.0","E,1031","-2.3","E,1126","-5.9","E,1209","","","","","-2.2","E,0503","-2.2","E,0503","-5.8","E,0401","","","","","    3645.3","3","    3645.3","E","    580.9"," ,E","      8.59","E","     12.36","E","      4.82","E"
"UKE00105886","1968","56.3767","-2.8617","10.0","LEUCHARS, UK","      0.0","","       0.0","E","       148","E","        73","E","         3","E","        0","","         0","E","        81","E","         0","E","         6","E","         0","E","   -7.2","E,0221, ","    10"," ,E,0401,+","  32.4"," ,E,1031, ","   24.6","E,0629, ","-1.2","E,1018","-4.5","E,1105","-4.5","E,1105","","","","","0.0","E,0512","-2.5","E,0414","-4.8","E,0402","-7.2","E,0221","","","    3689.5","5","    3689.5","E","    692.6"," ,E","      7.99","E","     11.59","E","      4.38","E"
"UKE00105886","1969","56.3767","-2.8617","10.0","LEUCHARS, UK","      5.3","","       5.3","E","       162","E","        80","E","         0","E","        1","","         0","E","        86","E","         0","E","        26","E","         0","E","   -8.2","E,1213, ","    30"," ,E,1220, ","  23.4"," ,E,1122, ","   26.3","E,0715, ","-1.5","E,1105","-2.8","E,1114","-4.7","E,1117","-8.2","E,1213","","","-0.3","E,0420","-2.2","E,0419","-5.0","E,0305","-8.0","E,0218","","","    3726.1","1","    3726.1","E","    660.7"," ,E","      8.03","E","     11.69","E","      4.37","E"
