"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105636","2001","57.65","-3.57","5.0","KINLOSS, UK","      1.2","","       1.2","E","       175","E","        77","E","         1","E","        4","","         0","E","        63","E","         1","E","         8","E","         0","E","   -7.7","E,0117, ","   140"," ,E,1227, ","  29.0"," ,E,0819, ","   27.1","E,0701, ","-1.2","E,1205","-3.5","E,1211","","","","","","","-1.8","E,0413","-5.9","E,0326","-5.9","E,0326","-7.4","E,0302","","","","","","","    648.2"," ,E","      8.57","E","     12.10","E","      5.04","E"
"UKE00105636","2002","57.65","-3.57","5.0","KINLOSS, UK","      2.2","","       2.2","E","       180","E","        78","E","         4","E","        2","","         0","E","        41","E","         0","E","        10","E","         0","E","   -8.4","E,0103, ","    40"," ,E,0101, ","  45.8"," ,E,0730, ","   24.0","E,0605, ","-0.2","E,1015","-3.3","E,1118","-6.6","E,1219","","","","","-0.1","E,0506","-3.1","E,0320","-8.4","E,0103","-8.4","E,0103","","","    3087.2","2","    3087.2","E","    745.9"," ,E","      9.33","E","     12.83","E","      5.83","E"
"UKE00105636","2003","57.65","-3.57","5.0","KINLOSS, UK","     14.1","","      14.1","E","       150","E","        60","E","         2","E","        4","","         0","E","        63","E","         1","E","        36","E","         0","E","   -9.6","E,0107, ","    70"," ,E,0205, ","  27.6"," ,E,0301, ","   31.2","E,0808, ","-2.2","E,1016","-2.2","E,1016","-5.0","E,1208","-7.0","E,1209","-9.5","E,1231","-0.3","E,0420","-3.4","E,0319","-6.8","E,0218","-6.8","E,0218","-9.6","E,0107","    3204.6","6","    3204.6","E","    471.7"," ,E","      9.58","E","     13.73","E","      5.43","E"
"UKE00105636","2004","57.65","-3.57","5.0","KINLOSS, UK","      5.9","","       5.9","E","       201","E","        94","E","         2","E","        4","","         0","E","        45","E","         0","E","        17","E","         0","E","   -5.8","E,1121, ","    70"," ,E,0227, ","  42.6"," ,E,0818, ","   26.9","E,0801, ","-0.6","E,1020","-5.8","E,1121","-5.8","E,1121","","","","","-0.3","E,0418","-2.7","E,0310","-4.8","E,0309","","","","","    3180.9","9","    3180.9","E","    840.7"," ,E","      9.37","E","     12.89","E","      5.84","E"
"UKE00105636","2005","57.65","-3.57","5.0","KINLOSS, UK","      8.4","","       8.4","E","       193","E","        76","E","         0","E","        1","","         0","E","        36","E","         0","E","        19","E","         0","E","   -7.6","E,1229, ","    30"," ,E,0221, ","  25.2"," ,E,1010, ","   27.8","E,0711, ","0.0","E,1024","-4.3","E,1118","-5.9","E,1119","-7.6","E,1229","","","-1.9","E,0518","-3.8","E,0225","-5.2","E,0222","","","","","    3166.2","2","    3166.2","E","    657.7"," ,E","      9.32","E","     12.88","E","      5.75","E"
"UKE00105636","2006","57.65","-3.57","5.0","KINLOSS, UK","     21.4","","      21.4","E","       181","E","        73","E","         2","E","        7","","         0","E","        48","E","         0","E","        41","E","         0","E","   -9.0","E,0202, ","    80"," ,E,0304, ","  36.8"," ,E,0914, ","   29.1","E,0719, ","-0.1","E,1016","-2.4","E,1218","-6.6","E,1225","","","","","-0.5","E,0430","-4.7","E,0322","-4.7","E,0322","-9.0","E,0202","-9.0","E,0202","    3262.8","8","    3262.8","E","    648.4"," ,E","      9.44","E","     13.17","E","      5.72","E"
"UKE00105636","2007","57.65","-3.57","5.0","KINLOSS, UK","      0.0","","       0.0","E","       190","E","        74","E","         1","E","        0","","         0","E","        37","E","         0","E","         5","E","         0","E","  -10.7","E,1222, ","    10"," ,E,0207, ","  28.4"," ,E,1121, ","   22.0","E,0824, ","-0.1","E,1202","-4.1","E,1211","-8.3","E,1217","-8.3","E,1217","-9.3","E,1221","-0.1","E,0402","-3.4","E,0401","-6.3","E,0209","-7.8","E,0208","","","    3069.0","0","    3069.0","E","    674.6"," ,E","      9.21","E","     12.68","E","      5.74","E"
"UKE00105636","2008","57.65","-3.57","5.0","KINLOSS, UK","","","","","       196","E","        87","E","         0","E","        1","","         0","E","        56","E","         4","E","        20","E","         0","E","  -11.6","E,1231, ","    30"," ,E,0202, ","  25.2"," ,E,0821, ","   25.4","E,0731, ","-1.0","E,1030","-5.2","E,1129","-5.2","E,1129","-7.5","E,1228","-9.0","E,1230","-1.9","E,0421","-2.9","E,0418","-5.6","E,0326","","","","","    3429.4","4","    3429.4","E","    624.4"," ,E","      8.72","E","     12.42","E","      5.01","E"
"UKE00105636","2009","57.65","-3.57","5.0","KINLOSS, UK","     10.6","","      10.6","E","       195","E","        91","E","         2","E","        6","","         0","E","        61","E","         2","E","        25","E","         0","E","  -12.2","E,1230, ","    60"," ,E,1230,+","  60.2"," ,E,0903, ","   27.7","E,0630, ","-0.1","E,1009","-4.9","E,1109","-4.9","E,1109","-7.0","E,1212","-10.4","E,1222","-1.1","E,0419","-2.7","E,0305","-4.6","E,0213","-8.9","E,0210","-8.9","E,0210","","","","","    756.1"," ,E","      9.04","E","     12.85","E","      5.24","E"
"UKE00105636","2010","57.65","-3.57","5.0","KINLOSS, UK","      0.9","","       0.9","E","       190","E","        82","E","         3","E","       34","","         0","E","        79","E","        10","E","        16","E","         0","E","  -16.0","E,1222, ","   160"," ,E,1224,+","  34.4"," ,E,0714, ","   24.0","E,0626, ","-0.3","E,0927","-2.9","E,1101","-7.4","E,1128","-7.4","E,1128","-13.1","E,1130","-1.3","E,0403","-3.8","E,0310","-7.5","E,0304","-7.5","E,0304","-9.9","E,0221","    3455.5","5","    3455.5","E","    723.3"," ,E","      7.75","E","     11.42","E","      4.08","E"
