"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105898","1960","52.1231","0.9617","89.0","WATTISHAM, UK","","","","","       181","E","        88","E","         2","E","        8","","","","","","         3","E","        31","E","         0","E","","","   100"," ,E,0116,+","  34.1"," ,E,0623, ","   27.2","E,0617, ","","","","","","","","","","","","","","","","","","","","","","","","","    723.6"," ,E","","","     12.83","E","",""
"UKE00105898","1961","52.1231","0.9617","89.0","WATTISHAM, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3150.7","7","    3150.7","E","","","","","","","",""
"UKE00105898","1962","52.1231","0.9617","89.0","WATTISHAM, UK","      0.0","","       0.0","E","       151","E","        56","E","         2","E","        8","","         0","E","        86","E","         4","E","        16","E","         0","E","   -9.2","E,0101, ","   130"," ,E,0101, ","  35.9"," ,E,0726, ","   24.2","E,0819, ","-0.6","E,1027","-4.2","E,1116","-4.4","E,1120","-8.0","E,1206","","","0.0","E,0602","-5.7","E,0325","-5.7","E,0325","-6.7","E,0104","-9.2","E,0101","","","","","    489.0"," ,E","      8.07","E","     11.88","E","      4.26","E"
"UKE00105898","1963","52.1231","0.9617","89.0","WATTISHAM, UK","      0.0","","       0.0","E","       154","E","        73","E","         1","E","       17","","         0","E","        91","E","        25","E","        23","E","         0","E","  -12.1","E,0124, ","   110"," ,E,0204, ","  26.8"," ,E,1118, ","   24.8","E,0608, ","-0.2","E,1114","-2.7","E,1121","-4.8","E,1221","","","","","-0.9","E,0413","-3.3","E,0324","-6.1","E,0225","-8.9","E,0205","-8.9","E,0205","    3733.2","2","    3733.2","E","    548.7"," ,E","      8.05","E","     11.75","E","      4.35","E"
"UKE00105898","1964","52.1231","0.9617","89.0","WATTISHAM, UK","     17.0","","      17.0","E","       127","E","        60","E","         1","E","        5","","         0","E","        76","E","         3","E","        48","E","         0","E","   -7.6","E,1229, ","    50"," ,E,1226, ","  41.4"," ,E,0314, ","   31.7","E,0825, ","0.0","E,1018","-3.0","E,1129","-7.0","E,1130","-7.0","E,1130","","","-0.6","E,0408","-2.9","E,0309","-6.4","E,0114","","","","","    3360.4","4","    3360.4","E","    477.2"," ,E","      9.05","E","     13.00","E","      5.10","E"
"UKE00105898","1965","52.1231","0.9617","89.0","WATTISHAM, UK","      0.0","","       0.0","E","       168","E","        76","E","         1","E","        3","","         0","E","        76","E","         4","E","        22","E","         0","E","   -8.1","E,0303, ","    60"," ,E,0220, ","  49.0"," ,E,0903, ","   25.6","E,0513, ","-0.9","E,1103","-3.1","E,1113","-5.8","E,1114","-7.2","E,1229","","","-0.3","E,0420","-4.7","E,0309","-4.7","E,0309","-6.9","E,0304","","","    3290.7","7","    3290.7","E","    693.4"," ,E","      8.56","E","     12.36","E","      4.76","E"
"UKE00105898","1966","52.1231","0.9617","89.0","WATTISHAM, UK","      4.9","","       4.9","E","       184","E","        90","E","         0","E","        5","","         0","E","        51","E","         4","E","        36","E","         0","E","   -7.9","E,0119, ","    70"," ,E,0117, ","  20.5"," ,E,1018, ","   25.8","E,0610, ","-0.6","E,1103","-3.0","E,1111","-5.4","E,1226","","","","","-1.5","E,0421","-2.5","E,0414","-7.9","E,0119","-7.9","E,0119","","","    3273.3","3","    3273.3","E","    606.0"," ,E","      9.23","E","     13.00","E","      5.45","E"
"UKE00105898","1967","52.1231","0.9617","89.0","WATTISHAM, UK","     17.2","","      17.2","E","       150","E","        80","E","         0","E","        4","","         0","E","        55","E","         1","E","        37","E","         0","E","   -9.2","E,0109, ","    90"," ,E,0107, ","  19.3"," ,E,0722, ","   27.2","E,0731, ","-0.4","E,1107","-2.3","E,1117","-5.4","E,1208","-7.0","E,1209","","","-2.1","E,0503","-3.7","E,0401","-5.3","E,0110","-9.2","E,0109","-9.2","E,0109","    3268.7","7","    3268.7","E","    611.4"," ,E","      9.38","E","     13.17","E","      5.60","E"
"UKE00105898","1968","52.1231","0.9617","89.0","WATTISHAM, UK","      4.8","","       4.8","E","       158","E","        68","E","         1","E","        5","","         0","E","        69","E","         4","E","        23","E","         0","E","   -6.6","E,0110, ","   100"," ,E,1231,+","  54.6"," ,E,0915, ","   28.6","E,0701, ","-0.4","E,1109","-3.1","E,1110","-4.4","E,1213","","","","","-0.5","E,0412","-2.9","E,0409","-4.9","E,0204","","","","","    3228.7","7","    3228.7","E","    611.9"," ,E","      9.04","E","     12.56","E","      5.52","E"
"UKE00105898","1969","52.1231","0.9617","89.0","WATTISHAM, UK","     25.5","","      25.5","E","       149","E","        65","E","         3","E","       19","","         0","E","        76","E","         3","E","        49","E","         0","E","   -8.6","E,0208, ","   140"," ,E,1130, ","  35.3"," ,E,0706, ","   29.8","E,0715, ","-0.3","E,1114","-4.4","E,1118","-4.4","E,1118","","","","","-1.6","E,0429","-2.9","E,0403","-4.9","E,0307","-6.8","E,0218","","","    3272.1","1","    3272.1","E","    592.0"," ,E","      9.06","E","     12.86","E","      5.26","E"
