"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00156848","2013","53.0306","0.5017","63.0","CRANWELL, UK","     47.2","","      47.2","E","       136","E","        60","E","         0","E","         0","E","        66","E","         2","E","        56","E","         0","E","  -10.0","E,0117, ","  22.0"," ,E,1012, ","   31.7","E,0731, ","-2.4","E,1120","-2.4","E,1120","","","","","-0.3","E,0501","-2.5","E,0407","-7.2","E,0125","-7.2","E,0125","-10.0","E,0117","","","","","    463.6"," ,E","      9.51","E","     13.45","E","      5.57","E"
"UKE00156848","2014","53.0306","0.5017","63.0","CRANWELL, UK","     31.1","","      31.1","E","       157","E","        68","E","         2","E","         0","E","        31","E","         0","E","        56","E","         0","E","   -5.0","E,1231, ","  46.6"," ,E,0808, ","   28.8","E,0725, ","-1.3","E,1106","-2.3","E,1206","-5.0","E,1231","","","-0.5","E,0416","-2.8","E,0324","-4.5","E,0112","","","","","    2762.9","9","    2762.9","E","    642.4"," ,E","     10.83","E","     14.93","E","      6.74","E"
"UKE00156848","2015","53.0306","0.5017","63.0","CRANWELL, UK","     18.3","","      18.3","E","       162","E","        67","E","         1","E","         0","E","        31","E","         0","E","        45","E","         1","E","   -5.5","E,0123, ","  32.8"," ,E,0914, ","   34.3","E,0630, ","-3.5","E,1122","-3.5","E,1122","","","","","-0.6","E,0420","-2.9","E,0318","-5.5","E,0123","","","","","    2857.2","2","    2857.2","E","    519.0"," ,E","     10.32","E","     14.44","E","      6.20","E"
"UKE00156848","2016","53.0306","0.5017","63.0","CRANWELL, UK","     34.4","","      34.4","E","       156","E","        69","E","         0","E","         0","E","        42","E","         0","E","        59","E","         0","E","   -6.5","E,0121, ","  20.4"," ,E,0510, ","   30.4","E,0718, ","-0.7","E,1108","-4.3","E,1129","","","","","-1.5","E,0428","-2.5","E,0311","-6.5","E,0121","","","","","    2888.8","8","    2888.8","E","    594.2"," ,E","     10.17","E","     14.21","E","      6.11","E"
"UKE00156848","2017","53.0306","0.5017","63.0","CRANWELL, UK","     22.3","","      22.3","E","       151","E","        69","E","         2","E","         0","E","        34","E","         1","E","        62","E","         0","E","   -5.6","E,0127, ","  28.0"," ,E,0627, ","   30.8","E,0618, ","-0.7","E,1117","-2.4","E,1209","","","","","-0.6","E,0427","-3.3","E,0206","-5.6","E,0127","","","","","    2683.9","9","    2683.9","E","    592.1"," ,E","     10.51","E","     14.47","E","      6.54","E"
"UKE00156848","2018","53.0306","0.5017","63.0","CRANWELL, UK","     81.6","","      81.6","E","       146","E","        75","E","         0","E","         0","E","        50","E","         3","E","        82","E","         1","E","   -7.3","E,0228, ","  22.0"," ,E,0602, ","   32.9","E,0725, ","-1.4","E,1031","-2.3","E,1122","","","","","-0.6","E,0329","-2.7","E,0318","-6.0","E,0301","-7.3","E,0228","","","    2900.1","1","    2900.1","E","    607.3"," ,E","     10.56","E","     14.77","E","      6.35","E"
"UKE00156848","2019","53.0306","0.5017","63.0","CRANWELL, UK","     49.8","","      49.8","E","       170","E","        84","E","         2","E","         0","E","        36","E","         0","E","        60","E","         1","E","   -5.9","E,0203,+","  68.8"," ,E,0610, ","   36.3","E,0724, ","0.0","E,1114","-2.4","E,1119","","","","","0.0","E,0415","-2.3","E,0225","-5.9","E,0203","","","","","    2691.8","8","    2691.8","E","    848.6"," ,E","     10.34","E","     14.54","E","      6.15","E"
"UKE00156848","2020","53.0306","0.5017","63.0","CRANWELL, UK","     50.6","","      50.6","E","       154","E","        66","E","         3","E","         0","E","        26","E","         0","E","        70","E","         1","E","   -4.6","E,1231, ","  36.8"," ,E,0816, ","   34.5","E,0730, ","-0.2","E,1107","-3.2","E,1207","-4.6","E,1231","","","-0.3","E,0512","-2.3","E,0326","","","","","","","    2806.0","0","    2806.0","E","    612.6"," ,E","     10.74","E","     14.94","E","      6.54","E"
"UKE00156848","2021","53.0306","0.5017","63.0","CRANWELL, UK","     33.8","","      33.8","E","       145","E","        73","E","         1","E","         0","E","        50","E","         3","E","        66","E","         0","E","   -7.4","E,0211, ","  35.6"," ,E,0730, ","   29.8","E,0906, ","-1.4","E,1128","-2.4","E,1129","-4.5","E,1222","","","-0.3","E,0502","-2.7","E,0407","-4.5","E,0213","-6.7","E,0212","","","    3001.7","7","    3001.7","E","    643.8"," ,E","     10.28","E","     14.21","E","      6.35","E"
"UKE00156848","2022","53.0306","0.5017","63.0","CRANWELL, UK","     98.5","","      98.5","E","       134","E","        65","E","         1","E","         0","E","        37","E","         3","E","        82","E","         2","E","   -6.7","E,1218, ","  27.8"," ,E,0316, ","   39.9","E,0718, ","-1.0","E,1121","-2.2","E,1208","-6.2","E,1215","-6.7","E,1218","0.0","E,0410","-2.5","E,0308","-4.4","E,0106","","","","","    2566.6","6","    2566.6","E","    544.6"," ,E","     11.24","E","     15.67","E","      6.82","E"
