"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105918","2001","51.3458","1.34","49.0","MANSTON, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2660.6","6","    2660.6","E","","","","","","","",""
"UKE00105918","2002","51.3458","1.34","49.0","MANSTON, UK","     45.8","","      45.8","E","       151","E","        80","E","         1","E","","","         0","E","         8","E","         0","E","        41","E","         0","E","   -4.5","E,0101, ","","","  25.4"," ,E,1230, ","   29.2","E,0728, ","-0.6","E,1210","","","","","","","-0.9","E,0109","-2.8","E,0102","-4.5","E,0101","","","","","","","","","    659.6"," ,E","     11.58","E","     14.69","E","      8.48","E"
"UKE00105918","2003","51.3458","1.34","49.0","MANSTON, UK","","","","","       134","E","        62","E","         3","E","","","         0","E","        22","E","         0","E","        78","E","         1","E","   -3.8","E,0222, ","","","  36.8"," ,E,1227, ","   34.6","E,0809, ","-0.2","E,1211","","","","","","","-0.1","E,0408","-3.8","E,0222","","","","","","","","","","","    527.0"," ,E","     11.28","E","     14.82","E","      7.74","E"
"UKE00105918","2004","51.3458","1.34","49.0","MANSTON, UK","     46.7","","      46.7","E","       152","E","        69","E","         1","E","","","         0","E","        19","E","         0","E","        53","E","         0","E","   -3.4","E,0226, ","","","  33.0"," ,E,0809, ","   28.4","E,0607, ","-0.6","E,1120","","","","","","","-2.3","E,0303","-2.3","E,0303","","","","","","","    2563.5","5","    2563.5","E","    564.2"," ,E","     11.11","E","     14.33","E","      7.88","E"
"UKE00105918","2005","51.3458","1.34","49.0","MANSTON, UK","","","","","","","","","","","","","         0","E","        26","E","","","","","","","   -4.8","E,0304, ","","","","","","","-0.2","E,1120","-3.1","E,1218","","","","","-1.1","E,0313","-4.8","E,0304","-4.8","E,0304","","","","","    2708.7","7","    2708.7","E","","","","","","","      7.75","E"
"UKE00105918","2006","51.3458","1.34","49.0","MANSTON, UK","     97.3","","      97.3","E","       143","E","        68","E","         3","E","","","         0","E","        18","E","         0","E","        69","E","         0","E","   -4.3","E,0302, ","","","  32.6"," ,E,0506, ","   30.5","E,0720,+","0.0","E,1210","","","","","","","-0.8","E,0314","-3.2","E,0305","","","","","","","","","","","    583.6"," ,E","     11.49","E","     14.75","E","      8.22","E"
"UKE00105918","2007","51.3458","1.34","49.0","MANSTON, UK","      9.2","","       9.2","E","","","","","","","","","         0","E","        12","E","         0","E","        37","E","         0","E","   -4.1","E,0207, ","","","","","   27.8","E,0805, ","-0.4","E,1116","","","","","","","-0.3","E,0322","-4.1","E,0207","","","","","","","    2216.5","5","    2216.5","E","","","     11.31","E","     14.48","E","      8.14","E"
"UKE00105918","2008","51.3458","1.34","49.0","MANSTON, UK","     28.9","","      28.9","E","       168","E","        81","E","         6","E","","","         0","E","        20","E","         0","E","        48","E","         0","E","   -3.2","E,1230, ","","","  37.6"," ,E,0526, ","   28.0","E,0731, ","-2.2","E,1123","-2.2","E,1123","","","","","-0.9","E,0409","","","","","","","","","    2622.2","2","    2622.2","E","    901.4"," ,E","     10.87","E","     14.20","E","      7.54","E"
"UKE00105918","2009","51.3458","1.34","49.0","MANSTON, UK","     40.8","","      40.8","E","","","","","","","","","         0","E","        35","E","         0","E","        68","E","         0","E","   -6.6","E,0109, ","","","","","   27.8","E,0805,+","-1.5","E,1215","-3.3","E,1216","","","","","-0.1","E,0321","-2.5","E,0211","-4.5","E,0111","","","","","    2762.3","3","    2762.3","E","","","     11.11","E","     14.61","E","      7.62","E"
"UKE00105918","2010","51.3458","1.34","49.0","MANSTON, UK","","","","","       147","E","        78","E","         3","E","","","","","","","","","","","","","","","","","  44.0"," ,E,0610, ","","","","","","","","","","","","","","","","","","","","","","","","","    695.3"," ,E","","","","","",""
"UKE00105918","2011","51.3458","1.34","49.0","MANSTON, UK","     29.7","","      29.7","E","       125","E","        53","E","         1","E","","","         0","E","         9","E","         0","E","        62","E","         0","E","   -2.7","E,1219, ","","","  25.4"," ,E,1201, ","   31.5","E,0626, ","-0.8","E,1210","-2.7","E,1219","","","","","-0.1","E,0308","-2.2","E,0201","","","","","","","    2567.0","0","    2567.0","E","    484.4"," ,E","     11.66","E","     15.20","E","      8.11","E"
"UKE00105918","2012","51.3458","1.34","49.0","MANSTON, UK","     37.4","","      37.4","E","","","","","","","        0","","         0","E","        27","E","         2","E","        53","E","         0","E","   -6.3","E,0211, ","     0"," ,E,1231,+","","","   30.3","E,0817, ","0.0","E,1130","-2.7","E,1206","-4.4","E,1212","","","-2.6","E,0220","-2.6","E,0220","-5.7","E,0212","","","","","    2619.4","4","    2619.4","E","","","     10.65","E","     14.13","E","      7.18","E"
"UKE00105918","2013","51.3458","1.34","49.0","MANSTON, UK","     49.2","","      49.2","E","       150","E","        66","E","         4","E","        1","","         0","E","        29","E","         1","E","        52","E","         0","E","   -4.6","E,0407, ","    60"," ,E,0121, ","  41.6"," ,E,1011, ","   30.0","E,0904, ","-1.8","E,1120","","","","","","","-4.6","E,0407","-4.6","E,0407","-4.6","E,0407","","","","","    3007.3","3","    3007.3","E","    621.5"," ,E","     10.17","E","     13.36","E","      6.98","E"
"UKE00105918","2014","51.3458","1.34","49.0","MANSTON, UK","     37.4","","      37.4","E","       161","E","        85","E","         2","E","        0","","         0","E","         8","E","         0","E","        56","E","         0","E","   -1.7","E,1230, ","     0"," ,E,1231,+","  31.4"," ,E,0521, ","   29.1","E,0717, ","-0.3","E,1207","","","","","","","-1.2","E,0121","","","","","","","","","    2404.3","3","    2404.3","E","    758.2"," ,E","     11.98","E","     15.38","E","      8.58","E"
"UKE00105918","2015","51.3458","1.34","49.0","MANSTON, UK","     34.4","","      34.4","E","       162","E","        67","E","         3","E","        0","","         0","E","        14","E","         0","E","        50","E","         1","E","   -2.7","E,0120, ","     0"," ,E,1231,+","  37.8"," ,E,0724, ","   33.6","E,0630, ","","","","","","","","","-0.4","E,0323","-2.7","E,0120","","","","","","","    2490.0","0","    2490.0","E","    612.8"," ,E","     11.33","E","     14.79","E","      7.87","E"
"UKE00105918","2016","51.3458","1.34","49.0","MANSTON, UK","     85.0","","      85.0","E","       148","E","        66","E","         3","E","        0","","         0","E","        18","E","         0","E","        72","E","         0","E","   -3.8","E,0120, ","     0"," ,E,1231,+","  48.0"," ,E,0916, ","   31.8","E,0823, ","-0.4","E,1129","-2.7","E,1130","","","","","-1.6","E,0308","-2.2","E,0225","","","","","","","    2506.0","0","    2506.0","E","    595.0"," ,E","     11.35","E","     14.76","E","      7.94","E"
"UKE00105918","2017","51.3458","1.34","49.0","MANSTON, UK","     54.2","","      54.2","E","       135","E","        52","E","         1","E","        0","","         0","E","        27","E","         0","E","        75","E","         0","E","   -4.5","E,0123, ","     0"," ,E,1231,+","  25.6"," ,E,0711, ","   27.9","E,0618, ","-0.6","E,1125","-2.5","E,1217","","","","","-3.2","E,0127","-3.2","E,0127","-4.5","E,0123","","","","","    2370.4","4","    2370.4","E","    512.0"," ,E","     11.50","E","     15.06","E","      7.93","E"
"UKE00105918","2018","51.3458","1.34","49.0","MANSTON, UK","","","","","       137","E","        79","E","         1","E","        2","","","","","","","","","","","","","","    30"," ,E,0228,+","  29.0"," ,E,1110, ","","","","","","","","","","","","","","","","","","","","","    2597.1","1","    2597.1"," ","    667.2"," ,E","","","","","",""
"UKE00105918","2019","51.3458","1.34","49.0","MANSTON, UK","     76.4","","      76.4","E","       154","E","        70","E","         0","E","        0","","         0","E","        15","E","         0","E","        72","E","         2","E","   -4.1","E,0131, ","     0"," ,E,1231,+","  23.6"," ,E,0719, ","   35.5","E,0724, ","-0.9","E,1119","","","","","","","-0.1","E,0203","-4.1","E,0131","","","","","","","","","","","    577.4"," ,E","     11.46","E","     15.00","E","      7.92","E"
"UKE00105918","2020","51.3458","1.34","49.0","MANSTON, UK","    104.3","","     104.3","E","       141","E","        74","E","         2","E","        0","","         0","E","         5","E","         0","E","        76","E","         2","E","   -0.7","E,0121, ","     0"," ,E,1231,+","  27.4"," ,E,1203,+","   33.6","E,0730, ","-0.3","E,1231","","","","","","","0.0","E,0228","","","","","","","","","    2402.7","7","    2402.7","E","    604.2"," ,E","     12.00","E","     15.63","E","      8.36","E"
"UKE00105918","2021","51.3458","1.34","49.0","MANSTON, UK","","","","","","","","","","","        6","","         0","E","        24","E","         3","E","        58","E","         0","E","   -3.7","E,0213, ","   160"," ,E,0209,+","","","   28.3","E,0615, ","-0.3","E,1203","","","","","","","-0.5","E,0412","-3.0","E,0214","","","","","","","","","","","","","     10.95","E","     14.26","E","      7.64","E"
"UKE00105918","2022","51.3458","1.34","49.0","MANSTON, UK","    137.9","","     137.9","E","","","","","","","        0","","         0","E","        14","E","         0","E","        83","E","         2","E","   -3.7","E,1217, ","     0"," ,E,1231,+","","","   36.2","E,0718, ","-2.0","E,1208","-3.3","E,1210","","","","","-0.3","E,0205","","","","","","","","","    2343.1","1","    2343.1","E","","","     12.14","E","     15.75","E","      8.53","E"
"UKE00105918","2023","51.3458","1.34","49.0","MANSTON, UK","","","","","","","","","","","        0","","","","","","","","","","","","","","     0"," ,E,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
