"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105866","2008","52.1389","-4.5717","133.0","ABERPORTH, UK","      5.3","","       5.3","E","","","","","","","","","         0","E","        13","E","         0","E","         7","E","         0","E","   -2.6","E,1230, ","","","","","   26.3","E,0724, ","-0.4","E,1129","-2.2","E,1229","","","-0.3","E,0408","","","","","","","","","    2931.7","7","    2931.7","E","","","     10.07","E","     12.64","E","      7.51","E"
"UKE00105866","2009","52.1389","-4.5717","133.0","ABERPORTH, UK","      6.1","","       6.1","E","       192","E","       106","E","         3","E","","","         0","E","        26","E","         1","E","         8","E","         0","E","   -4.4","E,0104, ","","","  51.0"," ,E,0716, ","   26.6","E,0630, ","0.0","E,1218","-3.1","E,1219","","","-0.1","E,0306","-4.3","E,0107","-4.4","E,0104","","","","","    3028.3","3","    3028.3","E","   1010.0"," ,E","      9.95","E","     12.62","E","      7.28","E"
"UKE00105866","2010","52.1389","-4.5717","133.0","ABERPORTH, UK","","","","","       159","E","        92","E","         1","E","","","         0","E","        46","E","         1","E","        13","E","         0","E","   -6.0","E,1220,+","","","  34.0"," ,E,0721, ","   22.5","E,0520, ","-0.1","E,1126","-5.6","E,1128","-5.6","E,1128","0.0","E,0316","-2.5","E,0308","-6.0","E,0108","","","","","    3123.1","1","    3123.1","E","    713.8"," ,E","      9.05","E","     11.78","E","      6.32","E"
"UKE00105866","2011","52.1389","-4.5717","133.0","ABERPORTH, UK","      3.3","","       3.3","E","       176","E","        98","E","         0","E","","","         0","E","        15","E","         0","E","        10","E","         0","E","   -5.2","E,0131, ","","","  21.0"," ,E,1212, ","   25.3","E,0625, ","","","","","","","-0.8","E,0308","-3.8","E,0201","-5.2","E,0131","","","","","","","","","    736.6"," ,E","     10.60","E","     13.29","E","      7.92","E"
"UKE00105866","2012","52.1389","-4.5717","133.0","ABERPORTH, UK","      1.4","","       1.4","E","       214","E","       124","E","         4","E","","","         0","E","        16","E","         0","E","         8","E","         0","E","   -4.7","E,0203, ","","","  31.0"," ,E,0925, ","   27.4","E,0524, ","-0.1","E,1129","-2.4","E,1213","","","-0.3","E,0416","-4.1","E,0209","-4.7","E,0203","","","","","    2747.7","7","    2747.7","E","   1152.8"," ,E","      9.90","E","     12.45","E","      7.36","E"
"UKE00105866","2013","52.1389","-4.5717","133.0","ABERPORTH, UK","     14.8","","      14.8","E","       171","E","       102","E","         1","E","","","         0","E","        32","E","         0","E","        23","E","         0","E","   -2.8","E,0328, ","","","  33.4"," ,E,0804, ","   25.9","E,0719, ","","","","","","","-0.6","E,0407","-2.6","E,0330","","","","","","","    3164.3","3","    3164.3","E","    873.5"," ,E","      9.79","E","     12.48","E","      7.11","E"
"UKE00105866","2014","52.1389","-4.5717","133.0","ABERPORTH, UK","      9.4","","       9.4","E","       201","E","       119","E","         2","E","","","         0","E","         2","E","         0","E","        14","E","         0","E","   -1.3","E,1229, ","","","  45.6"," ,E,0801, ","   25.0","E,0723, ","-1.3","E,1229","","","","","","","","","","","","","","","    2692.9","9","    2692.9","E","   1046.0"," ,E","     10.76","E","     13.46","E","      8.06","E"
"UKE00105866","2015","52.1389","-4.5717","133.0","ABERPORTH, UK","      3.7","","       3.7","E","       204","E","       121","E","         1","E","","","         0","E","        10","E","         0","E","         8","E","         0","E","   -0.7","E,0210,+","","","  32.8"," ,E,1006, ","   27.2","E,0629, ","0.0","E,1123","","","","","-0.4","E,0211","","","","","","","","","    2842.8","8","    2842.8","E","   1018.2"," ,E","     10.27","E","     13.02","E","      7.52","E"
"UKE00105866","2016","52.1389","-4.5717","133.0","ABERPORTH, UK","      9.4","","       9.4","E","       182","E","        96","E","         1","E","","","         0","E","         5","E","         0","E","        15","E","         0","E","   -1.8","E,1130, ","","","  31.4"," ,E,1121, ","   27.5","E,0718, ","0.0","E,1129","","","","","-1.2","E,0229","","","","","","","","","    2772.9","9","    2772.9","E","    842.0"," ,E","     10.42","E","     13.05","E","      7.79","E"
"UKE00105866","2017","52.1389","-4.5717","133.0","ABERPORTH, UK","      7.2","","       7.2","E","       201","E","       110","E","         3","E","","","         0","E","         4","E","         0","E","        11","E","         0","E","   -1.9","E,0122, ","","","  40.0"," ,E,0915, ","   28.7","E,0620, ","-0.1","E,1211","","","","","-0.7","E,0210","","","","","","","","","    2585.5","5","    2585.5","E","   1008.4"," ,E","     10.78","E","     13.37","E","      8.19","E"
"UKE00105866","2018","52.1389","-4.5717","133.0","ABERPORTH, UK","     10.2","","      10.2","E","       183","E","       102","E","         5","E","","","         0","E","        17","E","         2","E","        24","E","         0","E","   -6.3","E,0301, ","","","  32.0"," ,E,1012, ","   27.3","E,0625, ","","","","","","","-0.6","E,0321","-2.4","E,0303","-6.3","E,0301","","","","","    2836.0","0","    2836.0","E","   1004.2"," ,E","     10.41","E","     13.23","E","      7.59","E"
"UKE00105866","2019","52.1389","-4.5717","133.0","ABERPORTH, UK","     14.5","","      14.5","E","       207","E","       110","E","         4","E","","","         0","E","         5","E","         0","E","        17","E","         0","E","   -2.6","E,0104, ","","","  50.8"," ,E,1025, ","   28.4","E,0627, ","-0.7","E,1202","","","","","-1.0","E,0203","-2.6","E,0104","","","","","","","    2664.6","6","    2664.6","E","   1031.2"," ,E","     10.61","E","     13.32","E","      7.89","E"
"UKE00105866","2020","52.1389","-4.5717","133.0","ABERPORTH, UK","      9.6","","       9.6","E","       196","E","       117","E","         5","E","","","         0","E","         0","E","         0","E","        21","E","         0","E","    0.5","E,1231, ","","","  51.8"," ,E,0610, ","   26.9","E,0624, ","","","","","","","","","","","","","","","","","    2711.6","6","    2711.6","E","   1163.6"," ,E","     10.78","E","     13.57","E","      7.99","E"
"UKE00105866","2021","52.1389","-4.5717","133.0","ABERPORTH, UK","     21.0","","      21.0","E","       184","E","       104","E","         4","E","","","         0","E","        17","E","         0","E","        16","E","         0","E","   -3.6","E,0211, ","","","  39.4"," ,E,1028, ","   27.4","E,0721, ","-0.2","E,1129","","","","","-0.1","E,0308","-2.2","E,0213","","","","","","","    2920.5","5","    2920.5","E","    967.8"," ,E","     10.44","E","     13.11","E","      7.78","E"
"UKE00105866","2022","52.1389","-4.5717","133.0","ABERPORTH, UK","     24.5","","      24.5","E","       176","E","        92","E","         0","E","","","         0","E","        11","E","         0","E","        24","E","         0","E","   -5.0","E,1215, ","","","  18.2"," ,E,1004,+","   29.4","E,0718, ","-3.5","E,1209","-3.5","E,1209","-5.0","E,1215","0.0","E,0403","","","","","","","","","    2518.7","7","    2518.7","E","    723.8"," ,E","     11.11","E","     13.98","E","      8.25","E"
"UKE00105866","2023","52.1389","-4.5717","133.0","ABERPORTH, UK","     26.0","","      26.0","E","       205","E","       106","E","         1","E","","","         0","E","         6","E","         0","E","        26","E","         0","E","   -2.6","E,1202, ","","","  28.8"," ,E,1012, ","   28.5","E,0903, ","-0.4","E,1125","-2.6","E,1202","","","-1.5","E,0118","","","","","","","","","    2545.5","5","    2545.5","E","    951.8"," ,E","     11.29","E","     13.90","E","      8.67","E"
