"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105870","1981","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      2.8","","       2.8","E","       178","E","       105","E","         8","E","         0","E","        22","E","         0","E","        26","E","         0","E","   -5.6","E,1219, ","  47.2"," ,E,0917, ","   25.0","E,0828, ","-0.1","E,1016","-5.6","E,1219","-5.6","E,1219","-1.7","E,0224","-2.3","E,0216","","","","","    2735.9","9","    2735.9","E","   1126.3"," ,E","     10.50","E","     13.49","E","      7.51","E"
"UKE00105870","1982","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      9.6","","       9.6","E","       181","E","       110","E","         3","E","         0","E","        19","E","         1","E","        20","E","         0","E","   -2.5","E,0111, ","  29.3"," ,E,1001, ","   26.5","E,0802, ","-1.0","E,1128","-2.3","E,1130","","","-0.5","E,0505","-2.5","E,0111","","","","","    2676.4","4","    2676.4","E","   1058.0"," ,E","     11.01","E","     13.99","E","      8.02","E"
"UKE00105870","1983","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     76.0","","      76.0","E","       162","E","        95","E","         2","E","         0","E","        14","E","         0","E","        51","E","         0","E","   -2.3","E,0214, ","  29.0"," ,E,1126, ","   31.0","E,0711, ","-1.0","E,1030","","","","","-0.8","E,0218","-2.3","E,0214","","","","","    2675.8","8","    2675.8","E","    879.1"," ,E","     11.23","E","     14.16","E","      8.30","E"
"UKE00105870","1984","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     14.1","","      14.1","E","       166","E","        99","E","         3","E","         0","E","        14","E","         0","E","        34","E","         0","E","   -2.4","E,0120, ","  30.8"," ,E,0925, ","   27.7","E,0722, ","-0.3","E,1218","","","","","-0.2","E,0403","-2.4","E,0120","","","","","    2571.8","8","    2571.8","E","    978.1"," ,E","     10.90","E","     14.14","E","      7.66","E"
"UKE00105870","1985","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      2.9","","       2.9","E","       165","E","        97","E","         2","E","         0","E","        40","E","         1","E","        13","E","         0","E","   -4.8","E,0108, ","  27.6"," ,E,0120, ","   26.8","E,0703, ","-0.6","E,1103","-2.3","E,1228","-4.6","E,1229","-1.5","E,0320","-2.4","E,0215","-4.6","E,0114","","","    2758.9","9","    2758.9","E","    920.5"," ,E","     10.30","E","     13.14","E","      7.46","E"
"UKE00105870","1986","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      8.0","","       8.0","E","       175","E","       108","E","         4","E","         0","E","        27","E","         0","E","        10","E","         0","E","   -5.0","E,0303, ","  40.6"," ,E,0621, ","   26.5","E,0627, ","-0.6","E,1223","","","","","0.0","E,0411","-5.0","E,0303","-5.0","E,0303","","","    2979.9","9","    2979.9","E","   1154.4"," ,E","      9.71","E","     12.60","E","      6.82","E"
"UKE00105870","1987","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      3.3","","       3.3","E","       160","E","        83","E","         2","E","         0","E","        30","E","         1","E","        17","E","         0","E","   -8.4","E,0113, ","  32.3"," ,E,0402, ","   25.7","E,0704, ","-1.5","E,1127","-2.2","E,1128","","","-0.4","E,0322","-4.2","E,0313","-5.4","E,0115","-6.9","E,0114","    2928.3","3","    2928.3","E","    877.3"," ,E","     10.33","E","     13.27","E","      7.39","E"
"UKE00105870","1988","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      2.3","","       2.3","E","       168","E","       101","E","         4","E","         0","E","        13","E","         0","E","        10","E","         0","E","   -3.4","E,1122, ","  36.1"," ,E,1008, ","   25.2","E,0806, ","-0.5","E,1121","-3.4","E,1122","","","-0.2","E,0411","-2.5","E,0302","","","","","    2609.0","0","    2609.0","E","   1017.4"," ,E","     10.98","E","     13.72","E","      8.24","E"
"UKE00105870","1989","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     51.4","","      51.4","E","       152","E","        78","E","         4","E","         0","E","        13","E","         0","E","        59","E","         0","E","   -1.3","E,0318, ","  34.8"," ,E,0914, ","   29.2","E,0723, ","-0.4","E,1124","","","","","-1.1","E,0425","","","","","","","    2516.9","9","    2516.9","E","    905.1"," ,E","     11.93","E","     15.12","E","      8.73","E"
"UKE00105870","1990","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     35.4","","      35.4","E","       155","E","        99","E","         4","E","         0","E","         4","E","         0","E","        32","E","         0","E","   -2.0","E,0405, ","  36.6"," ,E,0929, ","   30.9","E,0801, ","-0.2","E,1123","","","","","-2.0","E,0405","","","","","","","    2239.0","0","    2239.0","E","    912.5"," ,E","     11.81","E","     14.82","E","      8.79","E"
"UKE00105870","1991","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      7.9","","       7.9","E","","","","","","","         0","E","        20","E","         1","E","        22","E","         0","E","   -7.0","E,0208, ","","","   26.1","E,0704,+","-0.3","E,1121","-2.7","E,1212","","","0.0","E,0228","-3.4","E,0215","-4.6","E,0214","-7.0","E,0208","    2674.1","1","    2674.1","E","","","     10.56","E","     13.46","E","      7.65","E"
"UKE00105870","1992","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      1.0","","       1.0","E","       182","E","        97","E","         0","E","         0","E","        16","E","         0","E","        27","E","         0","E","   -2.4","E,0201, ","  21.0"," ,E,1001, ","   25.2","E,0627, ","-0.9","E,1217","","","","","0.0","E,0309","-2.3","E,0203","","","","","    2604.7","7","    2604.7","E","    881.5"," ,E","     10.68","E","     13.59","E","      7.77","E"
"UKE00105870","1993","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      1.1","","       1.1","E","       181","E","       113","E","         4","E","         0","E","        11","E","         0","E","        17","E","         0","E","   -3.3","E,1122, ","  48.2"," ,E,0912, ","   25.0","E,0629, ","-0.4","E,1121","-3.3","E,1122","","","-1.7","E,0305","","","","","","","    2657.5","5","    2657.5","E","   1246.7"," ,E","     10.65","E","     13.57","E","      7.72","E"
"UKE00105870","1994","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      8.4","","       8.4","E","       197","E","       128","E","         2","E","         0","E","         8","E","         0","E","        22","E","         0","E","   -3.9","E,0215, ","  40.2"," ,E,1030, ","   25.8","E,0722, ","-1.2","E,1223","","","","","-0.8","E,0216","-3.9","E,0215","","","","","    2826.0","0","    2826.0","E","   1249.4"," ,E","     11.28","E","     14.09","E","      8.47","E"
"UKE00105870","1995","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","","","","","       160","E","       104","E","         1","E","","","","","","","","","","","","","  29.2"," ,E,1024, ","","","","","","","","","","","","","","","","","    2444.2","2","    2444.2"," ","    957.6"," ,E","","","","","",""
"UKE00105870","1996","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","","","","","       163","E","       106","E","         2","E","         0","E","        25","E","         0","E","        21","E","         0","E","   -3.8","E,0127, ","  44.2"," ,E,0518, ","   24.6","E,0709, ","-0.4","E,1121","-2.2","E,1229","","","-1.0","E,0402","-2.8","E,0128","","","","","","","","","    981.1"," ,E","     10.33","E","     13.39","E","      7.26","E"
"UKE00105870","1998","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","","","","","       191","E","       116","E","         2","E","","","","","","","","","","","","","  35.9"," ,E,0720, ","","","","","","","","","","","","","","","","","","","","","   1100.6"," ,E","","","","","",""
"UKE00105870","1999","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","","","","","       199","E","       109","E","         4","E","","","","","","","","","","","","","  31.2"," ,E,0824, ","","","","","","","","","","","","","","","","","","","","","   1113.5"," ,E","","","","","",""
"UKE00105870","2000","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","","","","","       202","E","       119","E","         6","E","","","","","","","","","","","","","  34.8"," ,E,1231, ","","","","","","","","","","","","","","","","","","","","","   1165.4"," ,E","","","","","",""
"UKE00105870","2001","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     13.6","","      13.6","E","       171","E","        98","E","         1","E","         0","E","        15","E","         0","E","        25","E","         0","E","   -3.1","E,1223, ","  25.6"," ,E,0716, ","   27.3","E,0727, ","0.0","E,1109","-3.1","E,1223","","","-0.4","E,0319","","","","","","","","","","","    903.4"," ,E","     11.07","E","     14.20","E","      7.93","E"
"UKE00105870","2002","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      0.2","","       0.2","E","       199","E","       119","E","         4","E","         0","E","         5","E","         0","E","        19","E","         0","E","   -1.5","E,0217, ","  34.8"," ,E,1221, ","   25.3","E,0714, ","-0.5","E,1211","","","","","-1.3","E,0218","","","","","","","    2416.5","5","    2416.5","E","   1181.0"," ,E","     11.50","E","     14.44","E","      8.56","E"
"UKE00105870","2004","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     16.6","","      16.6","E","","","","","","","         0","E","        16","E","         0","E","        25","E","         0","E","   -2.9","E,0227, ","","","   26.6","E,0614, ","-0.3","E,1203","","","","","-0.3","E,0310","-2.6","E,0229","","","","","    2461.8","8","    2461.8","E","","","     11.33","E","     14.36","E","      8.29","E"
"UKE00105870","2005","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     19.4","","      19.4","E","       171","E","        90","E","         3","E","         0","E","        20","E","         0","E","        33","E","         0","E","   -3.7","E,1229, ","  35.6"," ,E,0723, ","   26.8","E,0710, ","-0.1","E,1117","-2.8","E,1228","","","-0.3","E,0409","-2.7","E,0307","","","","","    2577.9","9","    2577.9","E","    879.0"," ,E","     11.25","E","     14.28","E","      8.23","E"
"UKE00105870","2006","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     48.1","","      48.1","E","       171","E","        89","E","         3","E","         0","E","        14","E","         0","E","        48","E","         0","E","   -2.4","E,0210, ","  28.0"," ,E,1023, ","   28.9","E,0718, ","-1.3","E,1221","","","","","-0.7","E,0406","-2.4","E,0210","","","","","    2643.3","3","    2643.3","E","    892.0"," ,E","     11.54","E","     14.59","E","      8.48","E"
"UKE00105870","2007","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      1.4","","       1.4","E","       172","E","       107","E","         0","E","         0","E","         7","E","         0","E","        15","E","         0","E","   -2.5","E,0126, ","  25.2"," ,E,1117, ","   24.3","E,0824, ","-1.7","E,1124","","","","","-1.3","E,0321","-2.5","E,0126","","","","","    2155.9","9","    2155.9","E","   1047.4"," ,E","     11.65","E","     14.75","E","      8.56","E"
"UKE00105870","2008","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      4.1","","       4.1","E","       186","E","       108","E","         4","E","         0","E","        10","E","         0","E","        13","E","         0","E","   -1.6","E,0408, ","  32.0"," ,E,1212, ","   24.9","E,0728, ","-0.5","E,1029","","","","","-0.7","E,0409","","","","","","","    2548.0","0","    2548.0","E","   1071.1"," ,E","     10.90","E","     13.95","E","      7.85","E"
"UKE00105870","2009","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      6.8","","       6.8","E","       186","E","       113","E","         2","E","         0","E","        19","E","         0","E","        16","E","         0","E","   -7.0","E,0107, ","  41.4"," ,E,0209, ","   27.3","E,0630, ","-0.9","E,1201","-4.3","E,1219","","","-0.7","E,0306","-3.2","E,0203","-4.8","E,0108","-7.0","E,0107","    2780.7","7","    2780.7","E","   1159.3"," ,E","     11.01","E","     13.99","E","      8.02","E"
"UKE00105870","2010","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      1.6","","       1.6","E","       157","E","        77","E","         5","E","         0","E","        54","E","         0","E","        27","E","         0","E","   -5.9","E,1222, ","  34.4"," ,E,0822, ","   23.7","E,0725, ","-1.1","E,1125","-4.3","E,1128","-4.4","E,1129","-0.5","E,0316","-2.6","E,0305","-5.4","E,0105","","","    2753.0","0","    2753.0","E","    913.5"," ,E","     10.01","E","     13.45","E","      6.58","E"
"UKE00105870","2011","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     10.9","","      10.9","E","       178","E","        91","E","         1","E","         0","E","        15","E","         0","E","        24","E","         0","E","   -5.2","E,0131, ","  37.4"," ,E,0803, ","   26.9","E,0603, ","","","","","","","-0.1","E,0319","-3.8","E,0201","-5.2","E,0131","","","    2655.1","1","    2655.1","E","    818.4"," ,E","     11.86","E","     15.05","E","      8.68","E"
"UKE00105870","2012","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      5.2","","       5.2","E","       204","E","       126","E","         7","E","         0","E","        15","E","         0","E","        13","E","         0","E","   -5.3","E,0203, ","  53.4"," ,E,1124, ","   26.3","E,0725, ","-0.9","E,1129","","","","","-1.7","E,0220","-3.3","E,0212","-5.3","E,0203","","","    2423.8","8","    2423.8","E","   1438.8"," ,E","     11.00","E","     14.11","E","      7.89","E"
"UKE00105870","2013","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     31.3","","      31.3","E","       179","E","       105","E","         2","E","         0","E","        16","E","         0","E","        50","E","         0","E","   -2.8","E,0121, ","  57.8"," ,E,0321, ","   29.6","E,0717, ","-1.7","E,1126","","","","","-1.2","E,0403","-2.2","E,0312","","","","","    2762.3","3","    2762.3","E","   1050.8"," ,E","     11.00","E","     14.28","E","      7.72","E"
"UKE00105870","2014","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     27.4","","      27.4","E","       195","E","       116","E","         1","E","         0","E","         4","E","         0","E","        49","E","         0","E","   -2.9","E,1229, ","  34.4"," ,E,0801, ","   27.5","E,0724, ","-0.1","E,1213","-2.9","E,1229","","","","","","","","","","","    2316.5","5","    2316.5","E","   1142.8"," ,E","     12.06","E","     15.44","E","      8.68","E"
"UKE00105870","2015","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","      4.2","","       4.2","E","       182","E","       109","E","         1","E","         0","E","        11","E","         0","E","        15","E","         0","E","   -2.1","E,0203, ","  30.4"," ,E,1230, ","   25.7","E,0629, ","","","","","","","0.0","E,0222","","","","","","","    2412.0","0","    2412.0","E","   1029.4"," ,E","     11.67","E","     14.82","E","      8.51","E"
"UKE00105870","2016","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     14.8","","      14.8","E","       179","E","        88","E","         5","E","         0","E","         7","E","         0","E","        31","E","         0","E","   -2.2","E,0216, ","  34.0"," ,E,0801, ","   28.9","E,0718, ","-0.1","E,1130","","","","","0.0","E,0428","-2.2","E,0216","","","","","    2368.3","3","    2368.3","E","    963.2"," ,E","     11.51","E","     14.83","E","      8.18","E"
"UKE00105870","2017","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","     18.3","","      18.3","E","       188","E","        99","E","         1","E","         0","E","         7","E","         0","E","        25","E","         0","E","   -2.5","E,0103, ","  31.0"," ,E,0903, ","   29.1","E,0619, ","-0.1","E,1212","","","","","-0.2","E,0427","-2.4","E,0104","","","","","    2326.2","2","    2326.2","E","   1068.6"," ,E","     11.61","E","     14.84","E","      8.39","E"
"UKE00105870","2018","50.3539","-4.1208","50.0","PLYMOUTH MOUNTBATTEN, UK","","","","","       173","E","       109","E","         4","E","         0","E","        19","E","         1","E","        70","E","         0","E","   -4.6","E,0301, ","  44.8"," ,E,0811, ","   28.5","E,0701, ","-1.1","E,1030","","","","","-1.5","E,0321","-4.1","E,0302","-4.6","E,0301","","","    2427.4","4","    2427.4","E","   1076.8"," ,E","     11.87","E","     15.38","E","      8.35","E"
