"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105931","1970","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      6.3","","       6.3","E","       231","E","       140","E","         7","E","         0","E","        37","E","         0","E","        19","E","         0","E","   -3.9","E,0107, ","  37.8"," ,E,0925, ","   27.2","E,0608, ","0.0","E,1115","","","","","-1.1","E,0402","-3.3","E,0307","","","","","","","","","   1420.8"," ,E","      8.86","E","     11.67","E","      6.05","E"
"UKE00105931","1971","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       213","E","       127","E","         2","E","         0","E","        20","E","         0","E","        13","E","         0","E","   -2.2","E,0201,+","  26.2"," ,E,1104, ","   25.0","E,0706, ","0.0","E,1109","","","","","0.0","E,0417","-2.2","E,0201","","","","","    3229.1","1","    3229.1","E","   1089.9"," ,E","      9.74","E","     12.74","E","      6.75","E"
"UKE00105931","1972","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       213","E","       138","E","         1","E","         0","E","        18","E","","","","","","","   -5.0","E,0131, ","  30.0"," ,E,0118, ","","","-1.5","E,1114","-2.5","E,1117","","","0.0","E,0312","-5.0","E,0131","-5.0","E,0131","","","","","","","   1227.6"," ,E","","","","","      5.67","E"
"UKE00105931","1973","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      2.3","","       2.3","E","       209","E","       138","E","         3","E","         0","E","        39","E","         0","E","         9","E","         0","E","   -5.0","E,0214, ","  40.8"," ,E,0618, ","   27.0","E,0814, ","0.0","E,1011","-2.5","E,1130","","","-2.0","E,0429","-3.0","E,0225","-5.0","E,0214","","","","","","","   1239.6"," ,E","      8.80","E","     11.87","E","      5.72","E"
"UKE00105931","1974","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.7","","       0.7","E","       242","E","       171","E","         2","E","         0","E","         9","E","         0","E","         4","E","         0","E","   -0.5","E,1120,+","  26.8"," ,E,0117, ","   25.5","E,0620, ","-0.5","E,1120","","","","","-0.5","E,0303","","","","","","","    3186.0","0","    3186.0","E","   1471.2"," ,E","      9.18","E","     12.17","E","      6.19","E"
"UKE00105931","1975","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","     17.7","","      17.7","E","       195","E","       124","E","         2","E","         0","E","        10","E","         0","E","        22","E","         0","E","   -3.0","E,1213, ","  44.2"," ,E,0829, ","   28.5","E,0803, ","-3.0","E,1213","-3.0","E,1213","","","-0.5","E,0409","","","","","","","    3328.1","1","    3328.1","E","   1199.5"," ,E","      9.64","E","     12.65","E","      6.63","E"
"UKE00105931","1976","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","     29.4","","      29.4","E","       216","E","       141","E","         5","E","         0","E","        17","E","         0","E","        31","E","         0","E","   -4.5","E,1204,+","  33.6"," ,E,1229, ","   28.0","E,0824,+","-2.5","E,1202","-2.5","E,1202","-4.5","E,1203","0.0","E,0318","","","","","","","    3056.3","3","    3056.3","E","   1316.4"," ,E","      9.64","E","     12.51","E","      6.77","E"
"UKE00105931","1977","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","     13.7","","      13.7","E","       208","E","       142","E","         6","E","         0","E","        28","E","         1","E","        14","E","         0","E","   -2.5","E,0129,+","  43.6"," ,E,0909, ","   28.0","E,0706, ","0.0","E,1117","","","","","-0.5","E,0408","-2.5","E,0129","","","","","    3310.6","6","    3310.6","E","   1452.6"," ,E","      9.09","E","     12.01","E","      6.18","E"
"UKE00105931","1978","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       214","E","       137","E","         4","E","         0","E","        38","E","","","","","","","   -4.5","E,1231, ","  47.5"," ,E,0909, ","","","0.0","E,1126","-2.5","E,1128","-4.5","E,1231","-1.0","E,0411","-3.0","E,0410","","","","","","","","","   1397.7"," ,E","","","","","      6.25","E"
"UKE00105931","1979","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       223","E","       151","E","         8","E","","","","","","","","","","","","","  31.6"," ,E,1207, ","","","","","","","","","","","","","","","","","","","","","   1477.7"," ,E","","","","","",""
"UKE00105931","1980","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       220","E","       160","E","         5","E","","","","","","","","","","","","","  60.1"," ,E,0829, ","","","","","","","","","","","","","","","","","","","","","   1640.4"," ,E","","","","","",""
"UKE00105931","1981","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       233","E","       153","E","         6","E","         0","E","        35","E","         0","E","         3","E","         0","E","   -4.6","E,1212, ","  58.1"," ,E,0926, ","   22.0","E,0803, ","-2.0","E,1208","-2.6","E,1209","-4.6","E,1212","-0.5","E,0423","","","","","","","","","","","   1536.7"," ,E","      8.82","E","     11.74","E","      5.90","E"
"UKE00105931","1982","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      7.1","","       7.1","E","       217","E","       162","E","         4","E","         0","E","        15","E","         3","E","        20","E","         0","E","   -8.4","E,0111, ","  35.5"," ,E,1105, ","   27.5","E,0604, ","0.0","E,1211","","","","","-0.2","E,0217","-5.5","E,0112","-5.5","E,0112","-8.4","E,0111","    3369.4","4","    3369.4","E","   1552.1"," ,E","      9.23","E","     12.31","E","      6.15","E"
"UKE00105931","1983","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","     11.5","","      11.5","E","       206","E","       143","E","         3","E","         0","E","        19","E","         0","E","        29","E","         0","E","   -3.0","E,0204, ","  32.1"," ,E,1014, ","   27.5","E,0711, ","-0.6","E,1122","","","","","0.0","E,0418","-3.0","E,0204","","","","","    3342.9","9","    3342.9","E","   1358.6"," ,E","      9.34","E","     12.41","E","      6.27","E"
"UKE00105931","1984","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      7.0","","       7.0","E","       213","E","       136","E","         5","E","         0","E","        23","E","         0","E","        25","E","         0","E","   -4.5","E,0109, ","  41.8"," ,E,0727, ","   26.6","E,0819, ","-1.3","E,1226","","","","","-0.2","E,0401","-2.5","E,0126","-4.5","E,0109","","","    3091.2","2","    3091.2","E","   1366.8"," ,E","      9.45","E","     12.57","E","      6.32","E"
"UKE00105931","1985","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       193","E","       137","E","         6","E","         0","E","        48","E","         0","E","         5","E","         0","E","   -5.0","E,0216, ","  39.5"," ,E,0918, ","   23.9","E,0703, ","-0.6","E,1110","-2.9","E,1227","","","-0.5","E,0330","-3.0","E,0217","-5.0","E,0216","","","    3341.3","3","    3341.3","E","   1448.9"," ,E","      8.43","E","     11.25","E","      5.61","E"
"UKE00105931","1986","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      5.0","","       5.0","E","       225","E","       153","E","         3","E","         0","E","        32","E","         0","E","         8","E","         0","E","   -4.5","E,0302, ","  38.3"," ,E,0813, ","   25.9","E,0628, ","-0.5","E,1121","","","","","-1.1","E,0411","-2.2","E,0303","-4.5","E,0302","","","    3591.1","1","    3591.1","E","   1650.4"," ,E","      8.26","E","     11.29","E","      5.24","E"
"UKE00105931","1987","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       195","E","       124","E","         3","E","         0","E","        54","E","         2","E","         5","E","         0","E","   -6.4","E,0113, ","  46.6"," ,E,0815, ","   23.5","E,0720, ","0.0","E,1125","","","","","-0.3","E,0412","-4.2","E,0321","-6.4","E,0113","","","    3651.6","6","    3651.6","E","   1349.0"," ,E","      8.48","E","     11.79","E","      5.16","E"
"UKE00105931","1988","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      1.1","","       1.1","E","       233","E","       152","E","         7","E","         0","E","         9","E","         0","E","         5","E","         0","E","   -1.6","E,1121, ","  42.4"," ,E,0318, ","   23.8","E,0806, ","-1.6","E,1121","","","","","-0.1","E,0317","","","","","","","    3246.2","2","    3246.2","E","   1581.2"," ,E","      9.57","E","     12.50","E","      6.64","E"
"UKE00105931","1989","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      9.5","","       9.5","E","       211","E","       150","E","         2","E","         0","E","        11","E","         0","E","        21","E","         0","E","   -2.1","E,0317, ","  49.7"," ,E,1216, ","   27.4","E,0723, ","-0.6","E,1123","","","","","-1.0","E,0424","","","","","","","    3136.8","8","    3136.8","E","   1285.4"," ,E","      9.57","E","     12.68","E","      6.46","E"
"UKE00105931","1990","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       230","E","       162","E","         6","E","","","","","         0","E","        16","E","         0","E","","","  42.2"," ,E,0606, ","   24.6","E,0801, ","","","","","","","","","","","","","","","    2998.9","9","    2998.9","E","   1651.8"," ,E","","","     12.79","E","",""
"UKE00105931","1991","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      5.4","","       5.4","E","       190","E","       123","E","         9","E","         0","E","        16","E","         0","E","        20","E","         0","E","   -2.5","E,0131, ","  51.2"," ,E,0318, ","   25.0","E,0903,+","-1.0","E,1120","","","","","-0.5","E,0420","-2.4","E,0213","","","","","","","","","   1391.0"," ,E","      9.46","E","     12.44","E","      6.48","E"
"UKE00105931","1992","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","","","","","","","         0","E","        17","E","         0","E","         8","E","         0","E","   -2.2","E,0220, ","","","   23.9","E,0513, ","-1.6","E,1220","","","","","-0.3","E,0315","-2.2","E,0220","","","","","    2977.8","8","    2977.8","E","","","      9.26","E","     12.35","E","      6.17","E"
"UKE00105931","1993","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       210","E","       133","E","         2","E","         0","E","        23","E","         0","E","         5","E","         0","E","   -3.2","E,1221, ","  36.8"," ,E,0329, ","   23.3","E,0610, ","-1.9","E,1016","-3.2","E,1221","","","-1.8","E,0304","","","","","","","    3287.0","0","    3287.0","E","   1372.8"," ,E","      8.94","E","     12.04","E","      5.84","E"
"UKE00105931","1994","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       243","E","       169","E","         4","E","         0","E","        16","E","         0","E","         8","E","         0","E","   -3.6","E,0216, ","  46.2"," ,E,1211, ","   22.6","E,0722, ","-0.6","E,1221","","","","","0.0","E,0409","-3.6","E,0216","","","","","    3578.9","9","    3578.9","E","   1495.6"," ,E","      9.05","E","     12.10","E","      5.99","E"
"UKE00105931","1995","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       215","E","       134","E","         2","E","","","","","         0","E","        33","E","         0","E","","","  31.8"," ,E,1005, ","   28.1","E,0627, ","","","","","","","","","","","","","","","","","","","   1289.0"," ,E","","","     13.12","E","",""
"UKE00105931","1996","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       185","E","       125","E","         6","E","         0","E","        31","E","         0","E","         8","E","         0","E","   -2.6","E,1206, ","  40.6"," ,E,0211, ","   22.7","E,0718, ","-1.4","E,1118","-2.6","E,1206","","","-0.7","E,0413","","","","","","","    3131.7","7","    3131.7","E","   1244.8"," ,E","      8.91","E","     11.99","E","      5.83","E"
"UKE00105931","1997","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      6.0","","       6.0","E","       207","E","       125","E","         3","E","         0","E","        15","E","         0","E","        19","E","         0","E","   -1.6","E,0506,+","  31.0"," ,E,0404, ","   25.5","E,0721,+","-1.1","E,1201","","","","","-1.6","E,0506","","","","","","","    3230.8","8","    3230.8","E","   1139.4"," ,E","     10.01","E","     13.22","E","      6.80","E"
"UKE00105931","1998","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       228","E","       156","E","         7","E","         0","E","        15","E","         0","E","         7","E","         0","E","   -2.1","E,1206, ","  50.5"," ,E,0719, ","   23.5","E,0619, ","-0.2","E,1116","","","","","-0.3","E,0416","","","","","","","    2852.9","9","    2852.9","E","   1628.1"," ,E","      9.78","E","     12.70","E","      6.85","E"
"UKE00105931","1999","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       237","E","       156","E","        12","E","","","","","         0","E","        17","E","         0","E","","","  46.4"," ,E,1221, ","   26.5","E,0708, ","","","","","","","","","","","","","","","    3073.3","3","    3073.3","E","   1668.1"," ,E","","","     12.73","E","",""
"UKE00105931","2000","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       214","E","       149","E","         5","E","         0","E","        19","E","         0","E","         9","E","         0","E","   -3.6","E,1230,+","  37.8"," ,E,1028, ","   23.7","E,0618, ","-0.9","E,1216","-3.5","E,1227","","","-0.5","E,0415","-2.4","E,0304","","","","","","","","","   1530.7"," ,E","      9.73","E","     12.76","E","      6.70","E"
"UKE00105931","2001","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       200","E","       127","E","         2","E","","","","","         0","E","         8","E","         0","E","","","  39.2"," ,E,1203, ","   24.5","E,0705, ","","","","","","","","","","","","","","","","","","","   1090.0"," ,E","","","     12.50","E","",""
"UKE00105931","2002","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      6.7","","       6.7","E","       239","E","       172","E","         3","E","         0","E","        10","E","         0","E","         7","E","         0","E","   -1.5","E,0313, ","  52.5"," ,E,1011, ","   24.8","E,0801, ","-0.6","E,1217","","","","","0.0","E,0314","","","","","","","    2933.0","0","    2933.0","E","   1581.1"," ,E","      9.93","E","     12.85","E","      7.01","E"
"UKE00105931","2003","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","     13.3","","      13.3","E","       207","E","       133","E","         2","E","         0","E","        21","E","         0","E","        19","E","         0","E","   -4.8","E,0106, ","  29.7"," ,E,1231, ","   26.9","E,0805, ","-1.5","E,1222","-3.4","E,1230","","","0.0","E,0313","-2.5","E,0131","-4.8","E,0106","","","    3044.0","0","    3044.0","E","   1169.2"," ,E","      9.88","E","     13.10","E","      6.65","E"
"UKE00105931","2004","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      2.4","","       2.4","E","       247","E","       156","E","         9","E","         0","E","        24","E","         0","E","        10","E","         0","E","   -2.6","E,0229, ","  43.0"," ,E,0810, ","   26.0","E,0807, ","-1.2","E,1119","-2.5","E,1227","","","0.0","E,0309","-2.6","E,0229","","","","","    3022.2","2","    3022.2","E","   1578.0"," ,E","     10.00","E","     13.19","E","      6.80","E"
"UKE00105931","2005","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      4.3","","       4.3","E","       203","E","       139","E","         5","E","         0","E","        26","E","         0","E","        11","E","         0","E","   -5.0","E,0124, ","  37.7"," ,E,0525, ","   27.5","E,0711, ","0.0","E,1119","","","","","0.0","E,0408","-2.2","E,0309","-5.0","E,0124","","","    2997.5","5","    2997.5","E","   1371.4"," ,E","      9.83","E","     12.94","E","      6.71","E"
"UKE00105931","2006","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","","","","","       210","E","       158","E","         8","E","         0","E","        24","E","","","","","","","   -4.4","E,0302, ","  34.1"," ,E,1231, ","","","","","","","","","-2.5","E,0410","-2.5","E,0410","-4.4","E,0302","","","","","","","   1639.9"," ,E","","","","","      6.25","E"
"UKE00105931","2007","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       205","E","       145","E","         3","E","         0","E","        21","E","         0","E","         7","E","         0","E","   -3.6","E,0207, ","  42.1"," ,E,0818, ","   24.2","E,0822, ","-0.5","E,1112","","","","","-2.8","E,0321","-2.8","E,0321","","","","","","","","","   1334.3"," ,E","      9.83","E","     13.38","E","      6.28","E"
"UKE00105931","2008","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      1.8","","       1.8","E","       239","E","       168","E","         7","E","         0","E","        20","E","         0","E","         8","E","         0","E","   -2.5","E,1204,+","  57.3"," ,E,0915, ","   25.2","E,0724, ","-2.5","E,1130","-2.5","E,1130","","","-1.0","E,0408","-2.4","E,0202","","","","","    3165.3","3","    3165.3","E","   1782.0"," ,E","      9.48","E","     12.70","E","      6.26","E"
"UKE00105931","2009","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      4.6","","       4.6","E","       248","E","       162","E","         5","E","         0","E","        32","E","         0","E","        11","E","         0","E","   -4.5","E,1224, ","  53.6"," ,E,0814, ","   26.4","E,0701, ","-1.0","E,1130","-2.2","E,1218","-4.5","E,1224","-0.5","E,0329","-3.0","E,0204","","","","","    3102.0","0","    3102.0","E","   1730.5"," ,E","      9.69","E","     12.63","E","      6.75","E"
"UKE00105931","2010","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       196","E","       119","E","         5","E","         0","E","        71","E","         3","E","        17","E","         0","E","   -5.9","E,1222, ","  50.7"," ,E,1029, ","   22.5","E,0814,+","-0.2","E,1020","-2.3","E,1127","-4.9","E,1128","-0.7","E,0402","-3.0","E,0311","","","","","    3261.3","3","    3261.3","E","   1196.2"," ,E","      8.72","E","     12.06","E","      5.38","E"
"UKE00105931","2011","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      0.0","","       0.0","E","       262","E","       184","E","        11","E","         0","E","        19","E","         0","E","         5","E","         0","E","   -3.9","E,0107, ","  81.4"," ,E,0810, ","   23.8","E,0602, ","0.0","E,1206","","","","","-0.6","E,0318","-3.2","E,0108","","","","","    3316.9","9","    3316.9","E","   1948.4"," ,E","      9.81","E","     13.06","E","      6.56","E"
"UKE00105931","2012","55.8389","-5.0639","43.0","BUTE ROTHESAY, UK","      1.1","","       1.1","E","       230","E","       161","E","         4","E","         0","E","        25","E","         0","E","        12","E","         0","E","   -4.0","E,1211, ","  30.6"," ,E,0104, ","   24.6","E,0523, ","-0.5","E,1027","-3.2","E,1210","","","-0.6","E,0505","-3.0","E,0202","","","","","    2935.6","6","    2935.6","E","   1489.6"," ,E","      9.32","E","     12.44","E","      6.19","E"
