"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105675","2001","51.43","-2.67","51.0","LONG ASHTON, UK","     30.8","","      30.8","E","       165","E","        90","E","         1","E","         0","E","        49","E","         0","E","        35","E","         0","E","   -5.3","E,1231, ","  36.9"," ,E,0808, ","   28.6","E,0625, ","-2.5","E,1110","-2.5","E,1110","-4.7","E,1223","-0.3","E,0419","-4.6","E,0305","-4.6","E,0305","","","","","    869.3"," ,E","     10.29","E","     13.85","E","      6.74","E"
"UKE00105675","2002","51.43","-2.67","51.0","LONG ASHTON, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2544.3","3","    2544.3"," ","","","","","","","",""
