"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00156864","2013","52.4008","0.2353","41.0","MONKS WOOD, UK","     44.7","","      44.7","E","       136","E","        65","E","         3","E","         0","E","        68","E","         4","E","        62","E","         0","E","  -10.0","E,0117, ","  33.2"," ,E,0722, ","   32.1","E,0731, ","-0.6","E,1111","-2.7","E,1120","","","","","-1.3","E,0501","-2.3","E,0409","-4.7","E,0402","-8.1","E,0123","-8.9","E,0118","","","","","    565.6"," ,E","      9.68","E","     13.93","E","      5.42","E"
"UKE00156864","2014","52.4008","0.2353","41.0","MONKS WOOD, UK","","","","","       157","E","        83","E","         1","E","         0","E","        29","E","         0","E","        69","E","         0","E","   -2.9","E,0121, ","  31.2"," ,E,0808, ","   30.4","E,0717, ","-1.3","E,1106","","","","","","","-1.6","E,0503","-2.7","E,0324","","","","","","","    2634.1","1","    2634.1","E","    712.8"," ,E","     11.18","E","     15.61","E","      6.74","E"
"UKE00156864","2015","52.4008","0.2353","41.0","MONKS WOOD, UK","     17.8","","      17.8","E","       153","E","        73","E","         1","E","         0","E","        31","E","         0","E","        55","E","         1","E","   -5.4","E,0123, ","  28.8"," ,E,0724, ","   34.2","E,0630, ","-3.6","E,1122","-3.6","E,1122","","","","","0.0","E,0502","-3.6","E,0207","-5.4","E,0123","","","","","","","","","    524.7"," ,E","     10.59","E","     15.04","E","      6.13","E"
"UKE00156864","2016","52.4008","0.2353","41.0","MONKS WOOD, UK","","","","","       152","E","        70","E","         1","E","","","","","","","","","","","","","  48.8"," ,E,0616, ","","","","","","","","","","","","","","","","","","","","","    2767.9","9","    2767.9","E","    607.6"," ,E","","","","","",""
"UKE00156864","2017","52.4008","0.2353","41.0","MONKS WOOD, UK","     15.8","","      15.8","E","","","","","","","         0","E","        42","E","         1","E","        54","E","         0","E","   -6.0","E,0127, ","","","   29.3","E,0618, ","-0.5","E,1106","-4.5","E,1212","-4.5","E,1212","","","-1.3","E,0510","-2.5","E,0427","-6.0","E,0127","","","","","","","","","","","     10.46","E","     14.68","E","      6.24","E"
"UKE00156864","2019","52.4008","0.2353","41.0","MONKS WOOD, UK","     47.2","","      47.2","E","       166","E","        88","E","         1","E","         0","E","        45","E","         0","E","        70","E","         3","E","   -6.6","E,0131, ","  40.4"," ,E,0610, ","   37.1","E,0724, ","-0.1","E,1028","-3.3","E,1119","","","","","0.0","E,0415","-4.2","E,0414","-4.5","E,0203","","","","","    2660.9","9","    2660.9","E","    704.0"," ,E","     10.62","E","     15.28","E","      5.96","E"
"UKE00156864","2020","52.4008","0.2353","41.0","MONKS WOOD, UK","","","","","       154","E","        79","E","         1","E","","","","","","","","","","","","","  50.2"," ,E,1223, ","","","","","","","","","","","","","","","","","","","","","","","","","    700.5"," ,E","","","","","",""
"UKE00156864","2021","52.4008","0.2353","41.0","MONKS WOOD, UK","     28.3","","      28.3","E","       145","E","        68","E","         1","E","         0","E","        59","E","         1","E","        77","E","         0","E","   -6.0","E,0211, ","  29.6"," ,E,0618, ","   30.2","E,0906, ","-0.4","E,1103","-2.2","E,1129","","","","","-1.6","E,0502","-2.7","E,0423","-6.0","E,0211","","","","","    2875.7","7","    2875.7","E","    557.4"," ,E","     10.40","E","     14.68","E","      6.12","E"
"UKE00156864","2022","52.4008","0.2353","41.0","MONKS WOOD, UK","    110.6","","     110.6","E","","","","","","","         0","E","        47","E","         2","E","        92","E","         5","E","   -8.0","E,1216,+","","","   39.8","E,0718, ","-0.1","E,1204","-2.3","E,1208","-4.6","E,1210","-7.6","E,1213","-1.7","E,0430","-3.4","E,0410","-4.4","E,0106","","","","","    2574.3","3","    2574.3","E","","","     11.42","E","     16.34","E","      6.49","E"
"UKE00156864","2023","52.4008","0.2353","41.0","MONKS WOOD, UK","     53.8","","      53.8","E","       156","E","        83","E","         4","E","         0","E","        43","E","         0","E","        82","E","         0","E","   -7.3","E,0122, ","  33.6"," ,E,1019, ","   32.0","E,0908, ","-0.2","E,1016","-2.4","E,1129","-4.9","E,1130","","","-0.6","E,0425","-3.3","E,0404","-4.6","E,0311","-7.3","E,0122","","","    2617.2","2","    2617.2","E","    750.8"," ,E","     11.23","E","     15.72","E","      6.74","E"
