"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00156888","2014","52.0142","0.5942","89.0","WOBURN, UK","     34.0","","      34.0","E","       169","E","        94","E","         1","E","         0","E","        27","E","         0","E","        70","E","         0","E","   -4.5","E,1230, ","  30.2"," ,E,0825, ","   30.2","E,0717, ","-2.3","E,1106","-2.3","E,1106","-4.5","E,1230","","","","","-1.8","E,0503","-3.0","E,0324","","","","","","","","","    753.6"," ,E","     11.15","E","     15.43","E","      6.87","E"
"UKE00156888","2015","52.0142","0.5942","89.0","WOBURN, UK","     18.7","","      18.7","E","       154","E","        77","E","         1","E","         0","E","        35","E","         0","E","        47","E","         1","E","   -6.6","E,0123, ","  33.6"," ,E,0724, ","   34.2","E,0630, ","-3.8","E,1122","-3.8","E,1122","","","","","","","-0.6","E,0502","-2.8","E,0309","-6.6","E,0123","","","    2755.3","3","    2755.3","E","    597.8"," ,E","     10.56","E","     14.85","E","      6.27","E"
"UKE00156888","2016","52.0142","0.5942","89.0","WOBURN, UK","     44.3","","      44.3","E","       149","E","        66","E","         1","E","         0","E","        51","E","         0","E","        70","E","         0","E","   -6.6","E,1130, ","  61.0"," ,E,0607, ","   31.8","E,0718, ","-1.2","E,1102","-5.9","E,1129","-5.9","E,1129","","","","","-0.3","E,0515","-2.6","E,0428","-4.4","E,0229","","","    2775.0","0","    2775.0","E","    651.4"," ,E","     10.38","E","     14.60","E","      6.16","E"
"UKE00156888","2017","52.0142","0.5942","89.0","WOBURN, UK","     28.6","","      28.6","E","       154","E","        69","E","         0","E","         0","E","        46","E","         0","E","        65","E","         0","E","   -6.1","E,0120, ","  22.4"," ,E,0517, ","   31.7","E,0620, ","-1.2","E,1030","-2.2","E,1117","-5.2","E,1212","","","","","-1.7","E,0510","-3.4","E,0427","-5.2","E,0127","","","    2641.8","8","    2641.8","E","    630.4"," ,E","     10.73","E","     14.89","E","      6.56","E"
"UKE00156888","2018","52.0142","0.5942","89.0","WOBURN, UK","     83.4","","      83.4","E","","","","","","","         0","E","        43","E","         2","E","        95","E","         1","E","   -6.9","E,0301, ","","","   33.1","E,0725, ","-0.9","E,0929","-2.9","E,1031","-6.0","E,1122","","","","","-0.5","E,0518","-3.6","E,0321","-5.0","E,0302","-6.9","E,0301","    2787.0","0","    2787.0","E","","","     10.84","E","     15.39","E","      6.29","E"
"UKE00156888","2019","52.0142","0.5942","89.0","WOBURN, UK","     48.6","","      48.6","E","       156","E","        77","E","         1","E","         0","E","        50","E","         0","E","        71","E","         2","E","   -7.6","E,0131, ","  27.8"," ,E,0610, ","   37.1","E,0724, ","-1.3","E,1028","-2.3","E,1109","","","","","","","-0.1","E,0415","-5.3","E,0414","-5.3","E,0414","-7.6","E,0131","    2678.8","8","    2678.8","E","    611.8"," ,E","     10.48","E","     15.08","E","      5.88","E"
"UKE00156888","2020","52.0142","0.5942","89.0","WOBURN, UK","     60.3","","      60.3","E","       162","E","        86","E","         3","E","         0","E","        40","E","         0","E","        81","E","         5","E","   -4.6","E,0326, ","  31.2"," ,E,1003, ","   35.2","E,0730, ","-1.0","E,1104","-2.2","E,1126","","","","","","","-1.9","E,0515","-3.2","E,0512","-4.6","E,0326","","","    2697.2","2","    2697.2","E","    721.6"," ,E","     10.94","E","     15.43","E","      6.46","E"
"UKE00156888","2021","52.0142","0.5942","89.0","WOBURN, UK","     27.4","","      27.4","E","       161","E","        73","E","         2","E","         0","E","        64","E","         1","E","        70","E","         0","E","   -7.2","E,0211, ","  31.8"," ,E,0618, ","   30.6","E,0719, ","-1.6","E,1103","-3.7","E,1129","-4.6","E,1222","","","","","-0.9","E,0502","-2.2","E,0501","-4.9","E,0415","-7.2","E,0211","    2858.4","4","    2858.4","E","    658.3"," ,E","     10.29","E","     14.54","E","      6.03","E"
"UKE00156888","2022","52.0142","0.5942","89.0","WOBURN, UK","     88.2","","      88.2","E","       135","E","        64","E","         0","E","         0","E","        47","E","         3","E","        88","E","         5","E","  -12.7","E,1215, ","  22.4"," ,E,0824, ","   39.6","E,0718, ","-0.1","E,1201","-4.6","E,1208","-4.6","E,1208","-8.4","E,1213","-12.7","E,1215","-3.0","E,0430","-3.0","E,0430","-5.6","E,0403","","","    2600.1","1","    2600.1","E","    514.2"," ,E","     11.27","E","     16.09","E","      6.46","E"
"UKE00156888","2023","52.0142","0.5942","89.0","WOBURN, UK","     54.9","","      54.9","E","       167","E","        97","E","         4","E","         0","E","        42","E","         0","E","        78","E","         0","E","   -8.0","E,0122, ","  36.2"," ,E,0920, ","   31.3","E,0908,+","-1.1","E,1016","-3.2","E,1126","-5.5","E,1130","","","","","-1.0","E,0425","-4.0","E,0404","-5.5","E,0311","-7.4","E,0124","    2649.7","7","    2649.7","E","    855.8"," ,E","     11.17","E","     15.57","E","      6.77","E"
