"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00156860","2013","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","      5.1","","       5.1","E","       176","E","        64","E","         0","E","         0","E","        63","E","         0","E","        24","E","         0","E","   -7.0","E,0311, ","  24.6"," ,E,1102, ","   26.7","E,0720, ","-1.7","E,1105","-3.4","E,1125","","","","","-0.6","E,0502","-2.8","E,0409","-5.9","E,0402","-7.0","E,0311","","","","","","","    529.6"," ,E","      8.64","E","     12.28","E","      5.01","E"
"UKE00156860","2014","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","      0.3","","       0.3","E","       177","E","        78","E","         2","E","         0","E","        41","E","         0","E","        19","E","         0","E","   -5.5","E,1227, "," 100.0"," ,E,0810, ","   23.6","E,0903, ","-3.2","E,1110","-3.2","E,1110","-4.5","E,1226","","","-0.5","E,0503","-2.2","E,0322","","","","","","","    3120.5","5","    3120.5","E","    782.7"," ,E","      9.53","E","     13.03","E","      6.02","E"
"UKE00156860","2015","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","      5.2","","       5.2","E","       192","E","        77","E","         0","E","         0","E","        42","E","         0","E","         9","E","         0","E","   -6.2","E,0122, ","  20.0"," ,E,0921, ","   28.3","E,0630, ","-0.6","E,1017","","","","","","","-1.2","E,0515","-2.8","E,0508","-6.2","E,0122","","","","","    3425.4","4","    3425.4","E","    576.2"," ,E","      8.83","E","     12.59","E","      5.07","E"
"UKE00156860","2016","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","      0.3","","       0.3","E","       178","E","        83","E","         0","E","         0","E","        57","E","         0","E","        10","E","         0","E","   -7.8","E,1206, ","  16.4"," ,E,0710, ","   26.6","E,0815, ","-0.5","E,1007","-2.9","E,1025","-5.9","E,1120","-7.5","E,1205","-2.7","E,0428","-2.7","E,0428","-5.4","E,0228","","","","","    3377.8","8","    3377.8","E","    649.3"," ,E","      8.83","E","     12.39","E","      5.26","E"
"UKE00156860","2017","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","      3.7","","       3.7","E","       206","E","        79","E","         1","E","         0","E","        47","E","         0","E","        13","E","         0","E","   -5.6","E,0130, ","  43.4"," ,E,0606, ","   29.4","E,0525, ","-0.1","E,1030","-3.0","E,1210","","","","","-0.6","E,0418","-5.0","E,0228","-5.0","E,0228","","","","","    3119.0","0","    3119.0","E","    670.2"," ,E","      9.30","E","     12.95","E","      5.64","E"
"UKE00156860","2018","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","      7.3","","       7.3","E","       160","E","        55","E","         0","E","         0","E","        71","E","         1","E","        29","E","         0","E","   -6.5","E,0108, ","  24.0"," ,E,0128, ","   30.4","E,0726, ","-2.9","E,1029","-2.9","E,1029","-5.0","E,1205","","","-1.3","E,0501","-3.8","E,0401","-4.9","E,0319","","","","","    3362.3","3","    3362.3","E","    457.6"," ,E","      8.92","E","     12.84","E","      5.00","E"
"UKE00156860","2019","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","     21.3","","      21.3","E","       188","E","        96","E","         1","E","         0","E","        58","E","         0","E","        23","E","         0","E","   -8.1","E,0131, ","  28.2"," ,E,0927, ","   29.1","E,0724, ","-0.8","E,1030","-2.4","E,1031","-4.7","E,1119","","","-1.8","E,0507","-3.1","E,0410","-7.4","E,0201","-7.4","E,0201","","","    3174.3","3","    3174.3","E","    802.0"," ,E","      9.20","E","     12.87","E","      5.54","E"
"UKE00156860","2020","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","      7.8","","       7.8","E","       182","E","        67","E","         2","E","         0","E","        48","E","         0","E","        26","E","         0","E","   -5.8","E,0110, ","  38.6"," ,E,1003, ","   28.6","E,0730, ","-1.4","E,1120","-3.9","E,1129","-5.2","E,1204","","","0.0","E,0505","-2.9","E,0414","-5.0","E,0321","","","","","    3189.7","7","    3189.7","E","    662.6"," ,E","      9.22","E","     13.00","E","      5.44","E"
"UKE00156860","2021","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","      2.7","","       2.7","E","       180","E","        75","E","         0","E","         0","E","        51","E","         1","E","        23","E","         0","E","  -12.5","E,0212, ","  25.2"," ,E,0926, ","   25.7","E,0715, ","-1.2","E,1129","-3.2","E,1218","-4.8","E,1222","","","-0.1","E,0422","-2.8","E,0413","-4.4","E,0306","-12.5","E,0212","-12.5","E,0212","    3423.8","8","    3423.8","E","    629.3"," ,E","      9.09","E","     12.65","E","      5.52","E"
"UKE00156860","2022","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","      5.4","","       5.4","E","       171","E","        66","E","         0","E","         0","E","        41","E","         0","E","        28","E","         0","E","   -7.7","E,1212, ","  18.2"," ,E,0906, ","   26.2","E,0809, ","-2.1","E,1121","-3.1","E,1129","-7.7","E,1212","-7.7","E,1212","-0.4","E,0410","-2.2","E,0402","-4.5","E,0110","","","","","    2982.2","2","    2982.2","E","    563.4"," ,E","      9.71","E","     13.49","E","      5.94","E"
"UKE00156860","2023","57.7117","-3.3217","7.0","LOSSIEMOUTH, UK","     18.5","","      18.5","E","       198","E","        94","E","         1","E","         0","E","        50","E","         0","E","        30","E","         0","E","   -8.0","E,1203, ","  28.8"," ,E,1020, ","   28.8","E,0609, ","-0.7","E,1023","-2.5","E,1110","-7.8","E,1202","-7.8","E,1202","-1.7","E,0426","-2.2","E,0327","-5.1","E,0309","","","","","    3078.8","8","    3078.8","E","    775.8"," ,E","      9.37","E","     13.03","E","      5.71","E"
