"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105915","1960","51.5608","0.1789","137.0","HAMPSTEAD, UK","      8.4","","       8.4","E","       224","E","       107","E","         2","E","         0","E","        32","E","         2","E","        35","E","         0","E","   -5.6","E,0114, ","  44.4"," ,E,0901, ","   27.8","E,0604, ","0.0","E,1128","","","","","","","-0.6","E,0322","-3.3","E,0218","-4.4","E,0115","","","","","","","","","    896.5"," ,E","      9.99","E","     13.35","E","      6.64","E"
"UKE00105915","1961","51.5608","0.1789","137.0","HAMPSTEAD, UK","","","","","       169","E","        84","E","         2","E","","","","","         1","E","        54","E","         1","E","","","  26.2"," ,E,1110, ","   32.8","E,0630, ","","","","","","","","","","","","","","","","","","","    2867.5","5","    2867.5","E","    685.2"," ,E","","","     14.32","E","",""
"UKE00105915","1962","51.5608","0.1789","137.0","HAMPSTEAD, UK","      0.9","","       0.9","E","       187","E","        79","E","         2","E","         0","E","        69","E","         5","E","        22","E","         0","E","   -7.8","E,0101, ","  39.1"," ,E,0726, ","   25.0","E,0608, ","0.0","E,1027","-2.8","E,1116","-4.4","E,1205","","","0.0","E,0414","-2.8","E,0325","-5.6","E,0317","-6.7","E,0102","","","","","","","    681.8"," ,E","      8.76","E","     12.30","E","      5.22","E"
"UKE00105915","1963","51.5608","0.1789","137.0","HAMPSTEAD, UK","      1.1","","       1.1","E","       192","E","        85","E","         1","E","         0","E","        81","E","        26","E","        26","E","         0","E","  -11.7","E,0122, ","  29.2"," ,E,1117, ","   26.1","E,0729,+","-0.1","E,1208","-2.8","E,1215","-4.4","E,1221","","","-1.7","E,0324","-2.8","E,0303","-5.6","E,0301","-7.2","E,0226","-10.0","E,0126","    3519.5","5","    3519.5","E","    668.0"," ,E","      8.64","E","     11.94","E","      5.33","E"
"UKE00105915","1964","51.5608","0.1789","137.0","HAMPSTEAD, UK","     30.4","","      30.4","E","       167","E","        62","E","         1","E","         0","E","        54","E","         1","E","        61","E","         0","E","   -6.1","E,1226, ","  34.5"," ,E,0529, ","   29.4","E,0825, ","-0.1","E,1010","-2.8","E,1130","-6.1","E,1226","","","-0.1","E,0406","-2.2","E,0309","-5.0","E,0114","","","","","    3056.4","4","    3056.4","E","    619.0"," ,E","      9.75","E","     13.36","E","      6.15","E"
"UKE00105915","1965","51.5608","0.1789","137.0","HAMPSTEAD, UK","      3.4","","       3.4","E","","","","","","","         0","E","        64","E","         1","E","        35","E","         0","E","   -7.2","E,0303, ","","","   27.8","E,0513, ","0.0","E,1103","-2.2","E,1114","-4.4","E,1115","","","-0.6","E,0311","-3.9","E,0307","-7.2","E,0303","-7.2","E,0303","","","    3016.2","2","    3016.2","E","","","      9.15","E","     12.91","E","      5.39","E"
"UKE00105915","1966","51.5608","0.1789","137.0","HAMPSTEAD, UK","","","","","       182","E","        90","E","         3","E","         0","E","        36","E","","","","","","","   -7.8","E,0119, ","  43.4"," ,E,0829, ","","","0.0","E,1104","-2.2","E,1225","","","","","-0.6","E,0415","-3.3","E,0121","-7.2","E,0120","-7.2","E,0120","","","    2957.9","9","    2957.9","E","    794.5"," ,E","","","","","      6.53","E"
"UKE00105915","1967","51.5608","0.1789","137.0","HAMPSTEAD, UK","","","","","       183","E","        88","E","         1","E","         0","E","        36","E","         2","E","        48","E","         0","E","   -6.7","E,1209, ","  30.7"," ,E,0625, ","   27.8","E,0716, ","-0.6","E,1117","-2.2","E,1207","-6.7","E,1209","-6.7","E,1209","-0.6","E,0503","-2.2","E,0401","-4.4","E,0109","","","","","","","","","    699.8"," ,E","     10.04","E","     13.49","E","      6.60","E"
"UKE00105915","1968","51.5608","0.1789","137.0","HAMPSTEAD, UK","","","","","       179","E","        88","E","         3","E","","","","","","","","","","","","","  37.3"," ,E,0915, ","","","","","","","","","","","","","","","","","","","","","","","","","    778.4"," ,E","","","","","",""
"UKE00105915","1969","51.5608","0.1789","137.0","HAMPSTEAD, UK","","","","","       171","E","        67","E","         3","E","","","","","         1","E","        57","E","         0","E","","","  45.5"," ,E,0802, ","   31.0","E,0715, ","","","","","","","","","","","","","","","","","","","","","","","    576.2"," ,E","","","     13.54","E","",""
