"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105920","1911","50.7589","0.285","7.0","EASTBOURNE, UK","     67.2","","      67.2","E","       149","E","        93","E","         5","E","         0","E","        22","E","         0","E","        71","E","         0","E","   -3.9","E,0201,+","  48.8"," ,E,1023, ","   31.9","E,0720, ","-2.2","E,1122","-2.2","E,1122","","","","","-0.6","E,0414","-2.2","E,0406","","","","","","","","","","","    903.0"," ,E","     10.94","E","     14.21","E","      7.67","E"
"UKE00105920","1912","50.7589","0.285","7.0","EASTBOURNE, UK","","","","","       187","E","       106","E","         2","E","         0","E","        13","E","","","","","","","   -6.7","E,0203, ","  35.8"," ,E,0929, ","","","0.0","E,1007","","","","","","","-3.9","E,0311","-3.9","E,0311","-6.7","E,0203","-6.7","E,0203","","","    2503.1","1","    2503.1","E","    953.9"," ,E","","","","","      7.79","E"
"UKE00105920","1913","50.7589","0.285","7.0","EASTBOURNE, UK","      1.2","","       1.2","E","       176","E","        95","E","         2","E","         0","E","        16","E","         0","E","        15","E","         0","E","   -1.7","E,0214, ","  33.0"," ,E,0831, ","   26.1","E,0729, ","-1.1","E,1220","","","","","","","-0.6","E,0414","","","","","","","","","","","","","    810.0"," ,E","     10.93","E","     13.94","E","      7.92","E"
"UKE00105920","1914","50.7589","0.285","7.0","EASTBOURNE, UK","      7.9","","       7.9","E","       172","E","        94","E","         2","E","         0","E","        23","E","         0","E","        41","E","         0","E","   -5.0","E,0123, ","  33.5"," ,E,1130, ","   26.1","E,0710, ","-0.6","E,1223","-2.8","E,1225","","","","","-1.1","E,0328","-4.4","E,0124","-4.4","E,0124","","","","","    2606.0","0","    2606.0","E","    791.5"," ,E","     10.96","E","     14.23","E","      7.70","E"
"UKE00105920","1915","50.7589","0.285","7.0","EASTBOURNE, UK","      1.2","","       1.2","E","       160","E","        80","E","         4","E","         0","E","        35","E","         0","E","        19","E","         0","E","   -2.2","E,0329,+","  47.8"," ,E,0513, ","   23.9","E,0701,+","0.0","E,1107","","","","","","","0.0","E,0415","-2.2","E,0329","","","","","","","    2766.9","9","    2766.9","E","    934.3"," ,E","     10.06","E","     13.13","E","      7.00","E"
"UKE00105920","1916","50.7589","0.285","7.0","EASTBOURNE, UK","      3.1","","       3.1","E","       190","E","       105","E","         3","E","         0","E","        29","E","         0","E","        17","E","         0","E","   -4.4","E,0225, ","  30.6"," ,E,1120, ","   25.0","E,0730, ","-2.8","E,1128","-2.8","E,1128","","","","","-0.6","E,0329","-2.2","E,0309","-4.4","E,0225","","","","","    2845.1","1","    2845.1","E","    924.5"," ,E","     10.36","E","     13.23","E","      7.49","E"
"UKE00105920","1917","50.7589","0.285","7.0","EASTBOURNE, UK","      4.5","","       4.5","E","       160","E","        86","E","         5","E","         0","E","        65","E","         4","E","        26","E","         0","E","   -7.8","E,0203, ","  42.7"," ,E,0627, ","   26.1","E,0617, ","-1.1","E,1028","-2.2","E,1218","-5.0","E,1220","","","0.0","E,0411","-2.2","E,0408","-5.0","E,0309","-6.7","E,0210","","","    3100.9","9","    3100.9","E","    812.4"," ,E","      9.39","E","     12.50","E","      6.27","E"
"UKE00105920","1918","50.7589","0.285","7.0","EASTBOURNE, UK","      6.1","","       6.1","E","       168","E","        87","E","         2","E","         0","E","        32","E","         0","E","        26","E","         0","E","   -7.2","E,0109, ","  35.5"," ,E,0115, ","   27.2","E,0821, ","-1.7","E,1109","","","","","","","-1.1","E,0419","-2.8","E,0219","-7.2","E,0109","-7.2","E,0109","","","    2934.8","8","    2934.8","E","    765.9"," ,E","     10.36","E","     13.55","E","      7.16","E"
"UKE00105920","1919","50.7589","0.285","7.0","EASTBOURNE, UK","      9.8","","       9.8","E","       158","E","        87","E","         2","E","         0","E","        47","E","         0","E","        24","E","         0","E","   -3.9","E,0209,+","  30.1"," ,E,1127, ","   27.2","E,0809, ","-1.1","E,1111","-2.8","E,1113","","","","","-0.6","E,0428","-2.2","E,0403","","","","","","","    2884.1","1","    2884.1","E","    800.5"," ,E","      9.41","E","     12.67","E","      6.15","E"
"UKE00105920","1920","50.7589","0.285","7.0","EASTBOURNE, UK","","","","","       159","E","        79","E","         1","E","         0","E","        17","E","         0","E","         2","E","         0","E","   -3.9","E,0107, ","  27.5"," ,E,0818, ","   22.8","E,0813, ","0.0","E,1122","","","","","","","-0.6","E,0309","-3.9","E,0107","","","","","","","    2849.1","1","    2849.1","E","    740.3"," ,E","     10.70","E","     13.64","E","      7.75","E"
"UKE00105920","1921","50.7589","0.285","7.0","EASTBOURNE, UK","     35.2","","      35.2","E","       112","E","        51","E","         0","E","         0","E","        19","E","         0","E","        43","E","         0","E","   -2.8","E,1205, ","  21.5"," ,E,1104, ","   28.9","E,0717,+","-1.1","E,1108","-2.8","E,1205","","","","","0.0","E,0420","-2.2","E,0308","","","","","","","","","","","    401.3"," ,E","     11.44","E","     14.79","E","      8.08","E"
"UKE00105920","1922","50.7589","0.285","7.0","EASTBOURNE, UK","      2.2","","       2.2","E","       156","E","        89","E","         1","E","         0","E","        25","E","         0","E","        12","E","         0","E","   -2.8","E,0402,+","  28.4"," ,E,0403, ","   25.6","E,0522, ","0.0","E,1026","","","","","","","0.0","E,0409","-2.8","E,0402","","","","","","","    2495.0","0","    2495.0","E","    713.7"," ,E","      9.95","E","     12.87","E","      7.03","E"
"UKE00105920","1923","50.7589","0.285","7.0","EASTBOURNE, UK","     19.5","","      19.5","E","       185","E","       107","E","         3","E","         0","E","        25","E","         0","E","        27","E","         0","E","   -3.9","E,1126, ","  42.6"," ,E,0709, ","   28.9","E,0709, ","-2.8","E,1108","-2.8","E,1108","","","","","0.0","E,0410","-2.2","E,0118","","","","","","","    2895.7","7","    2895.7","E","    910.4"," ,E","     10.30","E","     13.21","E","      7.39","E"
"UKE00105920","1924","50.7589","0.285","7.0","EASTBOURNE, UK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2851.3","3","    2851.3"," ","","","","","","","",""
"UKE00105920","1926","50.7589","0.285","7.0","EASTBOURNE, UK","     13.5","","      13.5","E","       156","E","        88","E","         1","E","         0","E","        18","E","         0","E","        26","E","         0","E","   -6.1","E,0115,+","  33.6"," ,E,1113, ","   26.1","E,0918, ","0.0","E,1027","-2.2","E,1228","","","","","0.0","E,0331","-3.3","E,0117","-6.1","E,0115","","","","","","","","","    812.0"," ,E","     10.71","E","     13.55","E","      7.87","E"
"UKE00105920","1927","50.7589","0.285","7.0","EASTBOURNE, UK","","","","","       168","E","       107","E","         2","E","","","","","","","","","","","","","  31.8"," ,E,0914, ","","","","","","","","","","","","","","","","","","","","","    2721.5","5","    2721.5","E","    970.8"," ,E","","","","","",""
