"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105925","1960","51.1231","-1.4381","117.0","LECKFORD, UK","      6.4","","       6.4","E","","","","","","","         0","E","        56","E","         3","E","        31","E","         0","E","   -7.2","E,0114, ","","","   27.2","E,0603, ","-0.6","E,1013","","","","","","","","","0.0","E,0418","-3.3","E,0218","-5.0","E,0217","-7.2","E,0114","","","","","","","","","      9.49","E","     13.33","E","      5.66","E"
"UKE00105925","1961","51.1231","-1.4381","117.0","LECKFORD, UK","","","","","       164","E","        95","E","         3","E","         0","E","        54","E","         3","E","        49","E","         0","E","   -8.3","E,1228, ","  33.0"," ,E,1021, ","   28.9","E,0901,+","-0.6","E,1030","-2.8","E,1124","-5.0","E,1207","-7.8","E,1225","","","-1.1","E,0527","-2.8","E,0320","","","","","","","    3047.3","3","    3047.3","E","    805.2"," ,E","      9.93","E","     14.24","E","      5.62","E"
"UKE00105925","1962","51.1231","-1.4381","117.0","LECKFORD, UK","      0.0","","       0.0","E","       154","E","        84","E","         3","E","         0","E","        78","E","        10","E","        27","E","         0","E","  -10.6","E,0101, ","  29.5"," ,E,0929, ","   23.9","E,0708,+","-1.7","E,1027","-3.3","E,1116","-4.4","E,1202","-6.7","E,1204","-8.9","E,1225","0.0","E,0502","-5.0","E,0325","-5.0","E,0325","-7.8","E,0102","-10.6","E,0101","","","","","    671.1"," ,E","      8.40","E","     12.53","E","      4.26","E"
"UKE00105925","1963","51.1231","-1.4381","117.0","LECKFORD, UK","      0.8","","       0.8","E","       166","E","       102","E","         1","E","         0","E","        87","E","        29","E","        28","E","         0","E","  -13.9","E,0125, ","  27.9"," ,E,1117, ","   27.2","E,0729, ","0.0","E,1121","-6.7","E,1208","-6.7","E,1208","-6.7","E,1208","","","-5.6","E,0413","-5.6","E,0413","-5.6","E,0413","-8.3","E,0225","-8.9","E,0202","    3778.5","5","    3778.5","E","    838.0"," ,E","      8.19","E","     11.83","E","      4.54","E"
"UKE00105925","1964","51.1231","-1.4381","117.0","LECKFORD, UK","     20.0","","      20.0","E","       140","E","        74","E","         1","E","         0","E","        62","E","         0","E","        62","E","         0","E","   -7.8","E,1229, ","  37.8"," ,E,0531, ","   28.3","E,0825,+","0.0","E,1013","-3.3","E,1130","-4.4","E,1216","-6.7","E,1226","","","0.0","E,0407","-2.8","E,0309","-4.4","E,0207","-6.7","E,0114","","","    3208.3","3","    3208.3","E","    626.6"," ,E","      9.46","E","     13.44","E","      5.49","E"
"UKE00105925","1965","51.1231","-1.4381","117.0","LECKFORD, UK","","","","","       180","E","       102","E","         2","E","         0","E","        71","E","","","","","","","   -8.3","E,0304, ","  44.2"," ,E,0802, ","","","-0.6","E,1103","-2.8","E,1114","-4.4","E,1115","-6.7","E,1228","","","0.0","E,0430","-2.2","E,0309","-5.0","E,0308","-6.7","E,0307","","","","","","","    818.4"," ,E","","","","","      4.96","E"
"UKE00105925","1966","51.1231","-1.4381","117.0","LECKFORD, UK","      2.8","","       2.8","E","       182","E","       100","E","         1","E","         0","E","        39","E","         5","E","        45","E","         0","E","   -8.9","E,0119,+","  71.9"," ,E,0829, ","   27.2","E,0819,+","-1.7","E,1025","-3.3","E,1104","","","","","","","-1.1","E,0415","-2.8","E,0325","-7.8","E,0120","-7.8","E,0120","-8.9","E,0119","    3131.4","4","    3131.4","E","    998.1"," ,E","      9.68","E","     13.52","E","      5.83","E"
"UKE00105925","1967","51.1231","-1.4381","117.0","LECKFORD, UK","      9.2","","       9.2","E","       171","E","       102","E","         1","E","         0","E","        44","E","         2","E","        46","E","         0","E","   -6.7","E,0109, ","  33.5"," ,E,1016, ","   27.2","E,0712,+","0.0","E,1109","-6.1","E,1209","-6.1","E,1209","","","","","-2.2","E,0503","-2.2","E,0503","-5.0","E,0110","-6.7","E,0109","","","    3139.0","0","    3139.0","E","    964.7"," ,E","      9.65","E","     13.40","E","      5.89","E"
"UKE00105925","1968","51.1231","-1.4381","117.0","LECKFORD, UK","","","","","       158","E","        90","E","         2","E","         0","E","        71","E","","","","","","","   -7.8","E,0110, ","  36.1"," ,E,0915, ","","","0.0","E,1104","-2.8","E,1109","-6.1","E,1214","-6.7","E,1215","","","-0.6","E,0413","-2.8","E,0408","-5.6","E,0204","-6.7","E,0111","","","    3125.7","7","    3125.7","E","    851.0"," ,E","","","","","      5.40","E"
"UKE00105925","1969","51.1231","-1.4381","117.0","LECKFORD, UK","     22.7","","      22.7","E","       160","E","        81","E","         1","E","         0","E","        71","E","         3","E","        61","E","         0","E","   -7.8","E,0208, ","  25.4"," ,E,0706, ","   29.4","E,0810, ","-1.7","E,1030","-3.9","E,1118","-5.0","E,1129","","","","","0.0","E,0429","-3.3","E,0328","-5.6","E,0308","-6.7","E,0215","","","","","","","    709.2"," ,E","      9.37","E","     13.50","E","      5.25","E"
