"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UKE00105869","1977","50.6139","-1.9581","10.0","SWANAGE, UK","      3.2","","       3.2","E","       174","E","        95","E","         2","E","         0","E","        14","E","         0","E","        11","E","         0","E","   -3.3","E,0130, ","  28.4"," ,E,1209, ","   24.1","E,0801, ","-0.6","E,1119","","","","","-1.4","E,0410","-3.3","E,0130","","","","","    2728.8","8","    2728.8","E","    869.4"," ,E","     10.65","E","     13.31","E","      7.98","E"
"UKE00105869","1978","50.6139","-1.9581","10.0","SWANAGE, UK","      0.7","","       0.7","E","       159","E","        84","E","         2","E","         0","E","        24","E","         1","E","         3","E","         0","E","   -5.6","E,0211, ","  35.1"," ,E,0731, ","   24.8","E,0713, ","-2.3","E,1127","-2.3","E,1127","","","-2.6","E,0411","-2.6","E,0411","-5.5","E,0212","","","    2794.1","1","    2794.1","E","    807.5"," ,E","     10.42","E","     13.29","E","      7.54","E"
"UKE00105869","1979","50.6139","-1.9581","10.0","SWANAGE, UK","      0.1","","       0.1","E","       163","E","        97","E","         2","E","         0","E","        34","E","         0","E","        11","E","         0","E","   -7.7","E,0128,+","  47.3"," ,E,1227, ","   23.2","E,0712, ","-1.2","E,1113","-2.5","E,1225","","","-0.6","E,0406","-3.4","E,0226","-4.4","E,0215","-7.7","E,0128","    2852.7","7","    2852.7","E","    876.0"," ,E","      9.84","E","     12.83","E","      6.84","E"
"UKE00105869","1980","50.6139","-1.9581","10.0","SWANAGE, UK","      0.0","","       0.0","E","       155","E","        85","E","         3","E","         0","E","        23","E","         0","E","         3","E","         0","E","   -4.0","E,0114, ","  43.0"," ,E,0613, ","   21.4","E,0820,+","-0.5","E,1127","-3.0","E,1208","","","-3.7","E,0322","-3.7","E,0322","","","","","    2786.9","9","    2786.9","E","    842.8"," ,E","     10.30","E","     13.07","E","      7.52","E"
"UKE00105869","1981","50.6139","-1.9581","10.0","SWANAGE, UK","      6.5","","       6.5","E","       154","E","        98","E","         3","E","         0","E","        25","E","         0","E","        18","E","         0","E","   -6.0","E,1226, ","  38.7"," ,E,0309, ","   25.0","E,0814, ","0.0","E,1110","-3.5","E,1212","-4.7","E,1213","0.0","E,0305","-4.0","E,0215","","","","","    2752.5","5","    2752.5","E","    881.0"," ,E","     10.33","E","     13.16","E","      7.50","E"
"UKE00105869","1982","50.6139","-1.9581","10.0","SWANAGE, UK","      7.2","","       7.2","E","       170","E","        99","E","         4","E","         0","E","        20","E","         0","E","        14","E","         0","E","   -2.2","E,1223, ","  31.2"," ,E,1013, ","   24.7","E,0802, ","-0.5","E,1127","-2.2","E,1223","","","-0.1","E,0328","","","","","","","    2730.6","6","    2730.6","E","    931.3"," ,E","     10.92","E","     13.76","E","      8.07","E"
"UKE00105869","1983","50.6139","-1.9581","10.0","SWANAGE, UK","     48.1","","      48.1","E","       139","E","        78","E","         1","E","         0","E","        17","E","         0","E","        38","E","         0","E","   -2.7","E,1123, ","  28.2"," ,E,1015, ","   27.7","E,0712,+","0.0","E,1030","-2.7","E,1123","","","0.0","E,0216","-2.2","E,0210","","","","","    2685.7","7","    2685.7","E","    673.2"," ,E","     11.00","E","     13.76","E","      8.25","E"
"UKE00105869","1984","50.6139","-1.9581","10.0","SWANAGE, UK","     11.1","","      11.1","E","       160","E","        91","E","         0","E","         0","E","         9","E","         0","E","        32","E","         0","E","   -0.8","E,1218, ","  25.3"," ,E,1122, ","   25.0","E,0726, ","-0.4","E,1211","","","","","-0.2","E,0414","","","","","","","    2644.6","6","    2644.6","E","    836.3"," ,E","     10.90","E","     13.86","E","      7.94","E"
"UKE00105869","1985","50.6139","-1.9581","10.0","SWANAGE, UK","","","","","       144","E","        88","E","         1","E","         0","E","        46","E","         5","E","         7","E","         0","E","   -5.5","E,0214,+","  27.9"," ,E,0804, ","   24.0","E,0704, ","-2.0","E,1113","-3.5","E,1228","","","-3.9","E,0320","-3.9","E,0320","-5.5","E,0214","","","","","","","    708.1"," ,E","      9.98","E","     12.87","E","      7.09","E"
"UKE00105869","1986","50.6139","-1.9581","10.0","SWANAGE, UK","      6.0","","       6.0","E","       168","E","       102","E","         3","E","         0","E","        34","E","         2","E","         6","E","         0","E","   -6.3","E,0222, ","  33.5"," ,E,1118, ","   26.0","E,0714, ","-0.6","E,1129","","","","","-0.6","E,0411","-4.5","E,0303","-4.5","E,0303","","","    3005.8","8","    3005.8","E","    900.1"," ,E","      9.72","E","     12.69","E","      6.75","E"
"UKE00105869","1987","50.6139","-1.9581","10.0","SWANAGE, UK","      7.8","","       7.8","E","       131","E","        71","E","         2","E","         0","E","        31","E","         4","E","        25","E","         0","E","   -8.0","E,0113, ","  26.3"," ,E,1111, ","   26.5","E,0816, ","-0.6","E,1128","","","","","-1.0","E,0322","-2.5","E,0219","-5.9","E,0115","-8.0","E,0113","    2914.8","8","    2914.8","E","    711.9"," ,E","     10.25","E","     13.23","E","      7.28","E"
"UKE00105869","1988","50.6139","-1.9581","10.0","SWANAGE, UK","      2.1","","       2.1","E","       156","E","        80","E","         2","E","         0","E","        13","E","         0","E","         9","E","         0","E","   -2.9","E,0305,+","  42.1"," ,E,1008, ","   26.0","E,0622, ","-0.3","E,1105","-2.5","E,1122","","","-0.9","E,0410","-2.9","E,0305","","","","","    2618.8","8","    2618.8","E","    818.3"," ,E","     10.93","E","     13.82","E","      8.04","E"
"UKE00105869","1989","50.6139","-1.9581","10.0","SWANAGE, UK","","","","","       125","E","        69","E","         2","E","         0","E","        14","E","         0","E","        60","E","         0","E","   -2.9","E,1126, ","  45.2"," ,E,1213, ","   27.8","E,0723, ","-1.5","E,1124","-2.9","E,1126","","","-0.6","E,0426","","","","","","","    2494.8","8","    2494.8","E","    728.6"," ,E","     11.85","E","     15.22","E","      8.49","E"
"UKE00105869","1990","50.6139","-1.9581","10.0","SWANAGE, UK","     26.8","","      26.8","E","       136","E","        79","E","         3","E","         0","E","         8","E","         0","E","        35","E","         0","E","   -2.0","E,1215, ","  52.4"," ,E,1027, ","   31.6","E,0803, ","-0.8","E,1206","","","","","-1.4","E,0405","","","","","","","","","","","    738.9"," ,E","     11.64","E","     14.79","E","      8.49","E"
"UKE00105869","1991","50.6139","-1.9581","10.0","SWANAGE, UK","      4.8","","       4.8","E","       137","E","        73","E","         0","E","         0","E","        19","E","         2","E","        20","E","         0","E","   -6.6","E,0210,+","  24.7"," ,E,0623, ","   23.0","E,0909,+","-0.4","E,1211","-5.3","E,1214","-5.3","E,1214","-0.4","E,0421","-3.0","E,0219","-6.6","E,0210","","","    2757.5","5","    2757.5","E","    698.0"," ,E","     10.58","E","     13.48","E","      7.68","E"
"UKE00105869","1992","50.6139","-1.9581","10.0","SWANAGE, UK","      2.9","","       2.9","E","       155","E","        87","E","         3","E","         0","E","        18","E","         0","E","        16","E","         0","E","   -3.5","E,0202, ","  30.0"," ,E,1019, ","   25.5","E,0729, ","-0.4","E,1217","","","","","-0.1","E,0226","-3.5","E,0202","","","","","    2459.9","9","    2459.9","E","    848.0"," ,E","     10.95","E","     13.89","E","      8.01","E"
"UKE00105869","1993","50.6139","-1.9581","10.0","SWANAGE, UK","      2.5","","       2.5","E","       158","E","        93","E","         3","E","         0","E","        15","E","         0","E","        11","E","         0","E","   -4.5","E,1123, ","  36.0"," ,E,1230, ","   24.0","E,0629, ","-0.1","E,1120","-3.0","E,1122","-4.5","E,1123","-1.0","E,0326","","","","","","","    2568.7","7","    2568.7","E","   1030.9"," ,E","     10.82","E","     13.65","E","      7.98","E"
"UKE00105869","1994","50.6139","-1.9581","10.0","SWANAGE, UK","     20.8","","      20.8","E","       180","E","        96","E","         4","E","         0","E","        10","E","         0","E","        27","E","         0","E","   -4.5","E,1224, ","  40.5"," ,E,1030, ","   25.7","E,0723, ","-2.4","E,1223","-2.4","E,1223","-4.5","E,1224","-3.5","E,0221","-3.5","E,0221","","","","","    2692.1","1","    2692.1","E","    982.0"," ,E","     11.55","E","     14.35","E","      8.74","E"
"UKE00105869","1995","50.6139","-1.9581","10.0","SWANAGE, UK","     59.6","","      59.6","E","       139","E","        84","E","         2","E","         0","E","        18","E","         0","E","        52","E","         0","E","   -4.0","E,1227,+","  43.1"," ,E,0709, ","   28.8","E,0818, ","-0.2","E,1118","-3.5","E,1226","","","-0.5","E,0421","-4.0","E,0103","","","","","    2314.7","7","    2314.7","E","    874.2"," ,E","     11.70","E","     14.95","E","      8.45","E"
"UKE00105869","1996","50.6139","-1.9581","10.0","SWANAGE, UK","      6.7","","       6.7","E","       145","E","        76","E","         1","E","         0","E","        30","E","         0","E","        26","E","         0","E","   -4.7","E,0127, ","  30.3"," ,E,0619, ","   24.8","E,0812, ","-1.0","E,1116","-2.6","E,1229","","","0.0","E,0403","-2.9","E,0222","-4.7","E,0127","","","    2695.4","4","    2695.4","E","    686.8"," ,E","     10.14","E","     13.13","E","      7.15","E"
"UKE00105869","1997","50.6139","-1.9581","10.0","SWANAGE, UK","     19.8","","      19.8","E","       145","E","        88","E","         2","E","         0","E","        14","E","         1","E","        32","E","         0","E","   -4.6","E,0103, ","  28.4"," ,E,0805, ","   25.0","E,0811, ","-0.6","E,1203","","","","","-0.2","E,0421","-3.0","E,0115","-4.6","E,0103","","","    2752.2","2","    2752.2","E","    779.8"," ,E","     11.37","E","     14.39","E","      8.34","E"
"UKE00105869","1998","50.6139","-1.9581","10.0","SWANAGE, UK","      8.2","","       8.2","E","       163","E","        99","E","         1","E","         0","E","        12","E","         0","E","        21","E","         0","E","   -2.0","E,1221,+","  25.9"," ,E,1024, ","   27.0","E,0810, ","-1.0","E,1204","","","","","-1.0","E,0413","","","","","","","    2347.4","4","    2347.4","E","    907.6"," ,E","     11.30","E","     14.36","E","      8.24","E"
"UKE00105869","1999","50.6139","-1.9581","10.0","SWANAGE, UK","     16.8","","      16.8","E","       156","E","        88","E","         0","E","         0","E","        16","E","         0","E","        35","E","         0","E","   -4.6","E,1220, ","  24.7"," ,E,1224, ","   26.2","E,0731, ","-1.0","E,1219","-4.6","E,1220","-4.6","E,1220","-0.2","E,0414","-2.4","E,0211","","","","","    2457.0","0","    2457.0","E","    809.5"," ,E","     11.61","E","     14.75","E","      8.47","E"
"UKE00105869","2000","50.6139","-1.9581","10.0","SWANAGE, UK","      6.1","","       6.1","E","       185","E","       104","E","         7","E","         0","E","        14","E","         0","E","        16","E","         0","E","   -5.0","E,0126, ","  40.8"," ,E,1105, ","   24.5","E,0805, ","-0.1","E,1216","-2.5","E,1231","","","0.0","E,0305","-4.3","E,0127","-5.0","E,0126","","","    2491.2","2","    2491.2","E","   1038.4"," ,E","     11.30","E","     14.22","E","      8.37","E"
"UKE00105869","2001","50.6139","-1.9581","10.0","SWANAGE, UK","     14.7","","      14.7","E","       148","E","        82","E","         1","E","         0","E","        13","E","         0","E","        16","E","         0","E","   -3.0","E,0305, ","  47.0"," ,E,1007, ","   27.8","E,0728, ","-1.5","E,1221","","","","","-3.0","E,0305","-3.0","E,0305","","","","","    2566.9","9","    2566.9","E","    809.9"," ,E","     11.15","E","     14.17","E","      8.13","E"
"UKE00105869","2002","50.6139","-1.9581","10.0","SWANAGE, UK","     13.9","","      13.9","E","       177","E","       111","E","         7","E","         0","E","         4","E","         0","E","        25","E","         0","E","   -4.5","E,0101, ","  88.0"," ,E,0908, ","   28.0","E,0728, ","-1.0","E,1210","","","","","-0.5","E,0111","-4.5","E,0101","-4.5","E,0101","","","    2320.1","1","    2320.1","E","   1166.2"," ,E","     11.91","E","     15.07","E","      8.75","E"
"UKE00105869","2003","50.6139","-1.9581","10.0","SWANAGE, UK","     44.2","","      44.2","E","       133","E","        76","E","         3","E","         0","E","        25","E","         0","E","        34","E","         0","E","   -5.0","E,0112, ","  32.5"," ,E,1125, ","   29.0","E,0806, ","-1.0","E,1210","","","","","-1.0","E,0410","-5.0","E,0112","-5.0","E,0112","","","    2472.1","1","    2472.1","E","    757.0"," ,E","     11.31","E","     14.61","E","      8.01","E"
"UKE00105869","2004","50.6139","-1.9581","10.0","SWANAGE, UK","     18.0","","      18.0","E","       157","E","        80","E","         2","E","         0","E","        20","E","         0","E","        33","E","         0","E","   -4.0","E,0227, ","  33.9"," ,E,1218, ","   28.0","E,0614,+","-0.6","E,1203","","","","","-1.0","E,0311","-3.8","E,0302","","","","","    2532.4","4","    2532.4","E","    718.6"," ,E","     11.32","E","     14.68","E","      7.96","E"
"UKE00105869","2005","50.6139","-1.9581","10.0","SWANAGE, UK","     22.0","","      22.0","E","       132","E","        80","E","         3","E","         0","E","        24","E","         0","E","        39","E","         0","E","   -5.0","E,1229, ","  41.6"," ,E,1023, ","   27.0","E,0711, ","0.0","E,1117","-2.8","E,1218","-5.0","E,1229","0.0","E,0409","-2.5","E,0307","","","","","    2564.9","9","    2564.9","E","    750.5"," ,E","     11.32","E","     14.51","E","      8.13","E"
"UKE00105869","2006","50.6139","-1.9581","10.0","SWANAGE, UK","     50.7","","      50.7","E","       140","E","        76","E","         2","E","         0","E","        18","E","         0","E","        54","E","         0","E","   -3.0","E,0302, ","  34.0"," ,E,0507, ","   27.0","E,0806, ","-2.0","E,1220","","","","","-0.6","E,0306","-3.0","E,0302","","","","","    2631.9","9","    2631.9","E","    728.9"," ,E","     11.83","E","     14.90","E","      8.76","E"
"UKE00105869","2007","50.6139","-1.9581","10.0","SWANAGE, UK","      3.1","","       3.1","E","       145","E","        95","E","         1","E","         0","E","        10","E","         0","E","        26","E","         0","E","   -2.2","E,0126, ","  40.7"," ,E,0527, ","   25.0","E,0825, ","-1.5","E,1116","","","","","-0.5","E,0322","-2.2","E,0126","","","","","    1989.4","4","    1989.4","E","    867.3"," ,E","     12.07","E","     15.38","E","      8.77","E"
"UKE00105869","2008","50.6139","-1.9581","10.0","SWANAGE, UK","","","","","       152","E","        90","E","         2","E","         0","E","        17","E","","","","","","","   -1.7","E,1212, ","  38.6"," ,E,1004, ","","","-0.8","E,1029","","","","","-1.0","E,0408","","","","","","","    2428.6","6","    2428.6","E","    818.0"," ,E","","","","","      8.20","E"
"UKE00105869","2009","50.6139","-1.9581","10.0","SWANAGE, UK","      7.7","","       7.7","E","       154","E","        82","E","         3","E","         0","E","        26","E","         0","E","        22","E","         0","E","   -5.9","E,0107, ","  30.9"," ,E,0209, ","   24.0","E,0810,+","-0.1","E,1217","-3.2","E,1219","","","-0.6","E,0321","-2.4","E,0212","-5.9","E,0107","","","","","","","    900.6"," ,E","     11.26","E","     14.43","E","      8.09","E"
"UKE00105869","2010","50.6139","-1.9581","10.0","SWANAGE, UK","     11.7","","      11.7","E","       127","E","        74","E","         2","E","         0","E","        53","E","         0","E","        32","E","         0","E","   -6.5","E,1203, ","  35.5"," ,E,0822, ","   26.0","E,0726, ","-0.7","E,1125","-6.5","E,1203","-6.5","E,1203","0.0","E,0316","-2.5","E,0305","-4.6","E,0107","","","    2673.0","0","    2673.0","E","    727.8"," ,E","     10.22","E","     13.70","E","      6.74","E"
"UKE00105869","2011","50.6139","-1.9581","10.0","SWANAGE, UK","      2.6","","       2.6","E","       126","E","        73","E","         1","E","         0","E","         8","E","         0","E","        17","E","         0","E","   -2.8","E,0201, ","  32.2"," ,E,0818, ","   23.6","E,0801, ","-0.2","E,1210","","","","","-1.5","E,0308","-2.8","E,0201","","","","","    2613.2","2","    2613.2","E","    647.1"," ,E","     11.82","E","     14.69","E","      8.95","E"
"UKE00105869","2012","50.6139","-1.9581","10.0","SWANAGE, UK","     10.1","","      10.1","E","       165","E","       103","E","         5","E","         0","E","        14","E","         0","E","        20","E","         0","E","   -6.2","E,0204, ","  37.6"," ,E,0923, ","   27.0","E,0724, ","-0.5","E,1130","","","","","-1.5","E,0220","-5.2","E,0212","-5.2","E,0212","","","    2408.8","8","    2408.8","E","   1064.0"," ,E","     11.08","E","     14.04","E","      8.11","E"
"UKE00105869","2014","50.6139","-1.9581","10.0","SWANAGE, UK","     36.5","","      36.5","E","       167","E","       108","E","         0","E","         0","E","         3","E","         0","E","        38","E","         0","E","   -2.2","E,1229, ","  24.6"," ,E,1006, ","   27.9","E,0725, ","-0.3","E,1214","-2.2","E,1229","","","","","","","","","","","","","","","    986.2"," ,E","     12.30","E","     15.26","E","      9.33","E"
"UKE00105869","2015","50.6139","-1.9581","10.0","SWANAGE, UK","      1.1","","       1.1","E","       156","E","        89","E","         2","E","         0","E","        10","E","         0","E","         6","E","         0","E","   -3.1","E,0123, ","  30.4"," ,E,0916, ","   24.1","E,0630, ","","","","","","","-0.9","E,0222","-2.6","E,0202","","","","","    2391.4","4","    2391.4","E","    881.4"," ,E","     11.61","E","     14.47","E","      8.76","E"
"UKE00105869","2016","50.6139","-1.9581","10.0","SWANAGE, UK","     23.1","","      23.1","E","       155","E","        80","E","         3","E","         0","E","         9","E","         0","E","        32","E","         0","E","   -2.2","E,0120, ","  38.0"," ,E,0915,+","   28.2","E,0719, ","-1.8","E,1130","","","","","-0.1","E,0308","-2.2","E,0120","","","","","    2335.0","0","    2335.0","E","    836.0"," ,E","     11.54","E","     14.54","E","      8.54","E"
"UKE00105869","2017","50.6139","-1.9581","10.0","SWANAGE, UK","     15.7","","      15.7","E","       158","E","        78","E","         4","E","         0","E","        11","E","         0","E","        24","E","         0","E","   -3.0","E,0123, ","  29.4"," ,E,0729, ","   26.1","E,0705, ","-0.2","E,1130","","","","","-2.3","E,0125","-2.3","E,0125","","","","","    2286.8","8","    2286.8","E","    803.6"," ,E","     11.70","E","     14.73","E","      8.66","E"
"UKE00105869","2018","50.6139","-1.9581","10.0","SWANAGE, UK","     61.9","","      61.9","E","       149","E","        83","E","         3","E","         0","E","        12","E","         1","E","        54","E","         0","E","   -3.4","E,0301,+","  29.6"," ,E,1215, ","   28.5","E,0802, ","","","","","","","0.0","E,0320","-2.6","E,0302","","","","","    2396.7","7","    2396.7","E","    766.9"," ,E","     11.88","E","     15.08","E","      8.69","E"
"UKE00105869","2019","50.6139","-1.9581","10.0","SWANAGE, UK","     27.9","","      27.9","E","       159","E","       105","E","         2","E","         0","E","        11","E","         0","E","        37","E","         0","E","   -2.9","E,0131, ","  32.6"," ,E,0923, ","   28.1","E,0724, ","0.0","E,1109","","","","","-2.5","E,0203","-2.5","E,0203","","","","","    2256.6","6","    2256.6","E","    939.0"," ,E","     11.67","E","     14.67","E","      8.67","E"
"UKE00105869","2020","50.6139","-1.9581","10.0","SWANAGE, UK","     38.1","","      38.1","E","       165","E","        94","E","         6","E","         0","E","         5","E","         0","E","        34","E","         0","E","   -0.9","E,1231,+","  31.4"," ,E,1204, ","   30.7","E,0807, ","-0.6","E,1208","","","","","-0.1","E,0122","","","","","","","    2288.8","8","    2288.8","E","    946.6"," ,E","     12.12","E","     15.03","E","      9.21","E"
